train running loss, train running l2 error, val loss, val l2 error
-1.8516, 0.0931, -3.6781, 0.0519
-3.4382, 0.0467, -4.5674, 0.0343
-4.3373, 0.0349, -5.3226, 0.0231
-4.7505, 0.0312, -5.3841, 0.0236
-4.9665, 0.0297, -5.7044, 0.0222
-5.1244, 0.0289, -5.5828, 0.0242
-5.2145, 0.0288, -6.0232, 0.0204
-5.3251, 0.0283, -6.0144, 0.0203
-5.4890, 0.0277, -5.9626, 0.0230
-5.5299, 0.0275, -6.0382, 0.0225
-5.6333, 0.0271, -6.2501, 0.0192
-5.7032, 0.0267, -6.3682, 0.0187
-5.6982, 0.0268, -6.4218, 0.0184
-5.8515, 0.0263, -6.1317, 0.0188
-5.8769, 0.0261, -6.4071, 0.0159
-5.9184, 0.0259, -6.5346, 0.0169
-5.9774, 0.0257, -6.2557, 0.0189
-5.9917, 0.0255, -6.4770, 0.0178
-6.0099, 0.0254, -6.7942, 0.0140
-6.0837, 0.0251, -6.6844, 0.0160
