dist	ang_dist	time	coll	intrusion
4.994336688493087	1.6494604301727356	8.0	1	7
2.3168788920554193	2.8902182885144008	8.0	1	8
0.8809326473354948	7.576371278951026	10.0	2	18
2.1704075684405058	8.007497158069377	8.0	1	8
2.091838127452939	2.827539487107179	8.0	0	6
1.945340890701275	3.996251277135255	8.0	1	6
1.6552540316026114	6.159980760003548	13.0	0	32
4.935460630787197	1.134485884199425	8.0	0	9
1.756760692674962	3.768590819939046	8.0	0	7
7.9316037426840085	3.481456509260873	8.0	0	3
4.894762288187911	6.206721162902327	8.0	1	5
5.692648679095834	10.10728013624897	8.0	0	4
7.666550501087391	10.595548449110815	8.0	0	5
1.4998186954968578	4.0161924556811375	8.0	0	6
6.4586453479547705	8.401933933556844	7.0	0	1
2.2037243346029776	6.685090176921632	8.0	0	3
1.7232497902705233	4.50153265605071	8.0	0	6
1.9614662735716295	3.1987589255142845	8.0	0	7
4.449116996204527	7.6345149974174085	8.0	0	2
4.422626140402178	2.429736770658612	11.0	1	6
6.320025685815219	8.528807641961958	9.0	0	1
7.284259298180462	5.696332228947908	8.0	0	4
4.391370285836349	5.9198811900356905	10.0	1	11
1.4558709259393765	7.496780121008039	8.0	0	3
1.6202285519344972	4.732501772786343	8.0	1	8
2.0642873591472783	4.406207736878121	9.0	0	8
4.75540853930386	8.034764966757068	8.0	0	2
1.8219417542841667	4.756158912209678	8.0	0	5
5.0175568451973644	4.683889349473215	9.0	0	10
2.0047342671581427	3.285931608360118	8.0	0	7
6.076959482194866	9.014342507785795	8.0	0	4
5.127510404599052	12.264545369023272	7.0	0	2
9.01022959874302	6.1590521206536275	8.0	0	1
7.720535160327882	7.4940824994841595	8.0	0	4
4.594189391820997	4.289133586724607	8.0	0	8
6.566667514031882	6.390766423506074	8.0	0	2
7.007117441743706	6.158230196242664	8.0	0	2
5.589151718105335	9.142676029100423	7.0	0	3
4.569599174664326	2.985263913355615	9.0	0	12
1.8916610583054039	4.635203457333795	8.0	0	8
1.9551333456227091	5.453468983920829	8.0	0	3
5.981013431556661	6.247581932071869	8.0	0	9
6.075161013821315	6.785174180835957	8.0	0	1
5.447015862793389	5.6758964948264135	8.0	0	4
2.283776340600483	3.5143860445923365	8.0	0	7
7.950093384817668	8.229993083384189	8.0	0	3
7.273723756266532	7.788451792571314	8.0	0	1
2.420670040450996	4.631291685206288	8.0	0	5
1.8298208675831702	5.311475618054189	8.0	0	9
7.967867742382878	8.919186884867244	8.0	0	2
1.8069030777344517	3.6905741475482783	8.0	0	8
2.437680889050541	3.5709009285194866	8.0	0	4
4.882897188281927	2.030828404041392	11.0	0	7
1.6849949156006774	3.205384734560909	8.0	1	14
5.500217769403489	6.307034529196415	8.0	0	1
3.7173286684828266	2.7689852448615393	8.0	0	5
8.963543850614302	7.482866738260782	8.0	0	1
4.007173380460786	2.2155140993320863	13.0	0	12
1.2737433415430912	3.251654335066896	8.0	2	9
4.2797812817515695	1.8202859361649801	10.0	0	8
4.913814780568197	5.405785899385185	8.0	0	2
4.6694139844416425	5.7350556497471015	8.0	1	5
7.166789108257961	6.127817231750804	8.0	1	2
1.805424924183619	3.542850948669311	8.0	1	5
6.122405973371111	4.736684689554634	9.0	0	8
4.6693021265255945	8.655634430331222	8.0	0	3
5.862375149622029	10.264598112652436	8.0	0	2
1.8067998441698485	5.196973079114937	8.0	0	5
1.6544376589928989	2.8055330541292656	10.0	2	18
2.1698294635304936	2.900812275196895	8.0	1	7
4.446440900255935	6.890596113081471	8.0	0	4
5.2290202016413865	1.3247283382205743	8.0	0	6
1.7329410554097646	4.872516053690616	8.0	1	10
2.030522385401683	2.8801133973089574	8.0	0	8
6.169957432202332	6.508963440317356	8.0	0	2
4.82311107055675	7.945976912430125	8.0	0	1
3.9059045641112875	2.5010337531081297	10.0	0	6
4.8619101587546485	5.687240747897954	8.0	0	5
5.338391899210113	6.2207324011067175	8.0	0	2
4.757007193178894	2.523205622320485	12.0	1	6
1.6716548722245423	8.180752679474955	8.0	0	4
6.076614910983332	8.489278957894669	6.0	0	1
2.040023270974968	3.1448179978541053	8.0	0	5
3.6875141197091565	1.477820326680518	12.0	0	10
4.603612240628416	4.4772003251659065	8.0	0	6
8.448370402118286	7.696561827761025	8.0	0	3
5.780132619240771	7.8273344640192	8.0	0	1
2.06796822196386	5.872716705069955	8.0	0	14
6.090619903940516	4.271129299049073	7.0	0	3
4.861054120960637	5.752128830174728	8.0	0	3
6.18938286223198	3.948227046832523	10.0	0	7
2.19237326556629	4.196421986498913	9.0	1	6
1.5000858843234974	8.571294256671688	11.0	0	17
6.238945713411187	8.415673291321884	8.0	0	2
1.6869784736546718	5.387672918028571	8.0	1	7
1.7601834411023236	4.413879636668382	8.0	0	8
1.7969613132514393	5.350453911367042	8.0	2	8
8.579530977803092	10.150213316963988	8.0	0	5
5.871523262027132	7.899783547313449	8.0	0	1
1.0774608142880957	4.971538126611115	9.0	0	15
1.7914830080673976	3.30233780501718	8.0	0	6
8.445934303528325	6.27632881088404	8.0	0	3
4.343426979259141	2.1208765536022733	11.0	0	8
6.703123754877252	9.854774460991269	8.0	0	4
8.725164160574813	11.049247182871586	8.0	0	2
2.230938143180797	3.3971998140285202	8.0	0	9
5.723361746225324	5.97812009140973	8.0	1	2
8.67917544758279	8.38128840614582	7.0	0	2
6.611632806465959	5.391000004299884	8.0	0	1
5.460951689204406	7.931278629560932	7.0	0	3
7.237257869598302	7.699797267222344	8.0	0	6
4.753447571880012	8.233089669643988	8.0	0	5
8.562943568035871	10.709264571828934	9.0	0	6
9.000057305929932	10.46541594568403	8.0	0	2
8.025872489642849	11.178580667918151	8.0	0	1
2.144536599300876	5.532928118032469	8.0	0	2
3.9288155489548138	4.277446617834888	8.0	1	7
5.2567974197629255	3.78752311014238	9.0	2	6
2.589509503612354	6.207738291134342	12.0	0	20
2.660684808735505	3.0668647706867174	8.0	0	6
8.178038837345433	8.849111774672341	8.0	0	1
4.386039730314625	2.1352744804023343	11.0	0	7
7.2744938642827774	7.958886891003849	8.0	0	1
2.8651432231110654	6.274895875312317	8.0	0	2
3.9841133143947243	3.5709948462401053	8.0	0	6
8.9923829098204	7.949860110057452	8.0	0	1
4.195119866059693	7.215850379481133	8.0	0	8
5.656233494443587	5.9027384994149585	8.0	0	1
1.7425095836617883	4.96355691772608	8.0	0	6
2.023376453134487	4.815455377687256	8.0	0	10
8.656539274469415	5.76449758957559	8.0	0	1
9.40802966653758	8.523457189852953	8.0	0	3
7.686032662725471	12.210234245909277	7.0	0	2
4.57503266020252	3.3031155973455024	8.0	0	4
1.6664391650619097	6.729275365225609	7.0	1	5
5.893161381770259	10.510301926765699	8.0	0	1
10.207007062019162	8.459751971904847	8.0	0	1
1.8700584109767535	3.502763478224016	8.0	0	6
2.4299209707187357	3.0937682685128753	8.0	1	9
2.249309443123429	2.756193137325615	8.0	0	6
6.829006098628953	5.326763798864167	8.0	0	1
9.106229612066938	8.860399155364474	8.0	0	2
2.1089749622749503	3.2266810208393393	8.0	0	6
7.1577070756835	5.634525293927517	8.0	0	1
9.318866299924384	8.876211471700714	7.0	0	1
2.0250945969261425	3.0974362048670647	10.0	0	17
1.899753446572305	3.2401376216864755	8.0	1	7
7.2003972479757685	7.139129601997483	8.0	0	2
2.219767157235187	2.7708184644287663	8.0	0	6
4.7895075026921745	2.408661650079628	7.0	0	6
1.4144795690604872	3.5422369362274777	8.0	0	12
2.1422453131685764	2.8617640870625505	8.0	0	5
1.9939613860808358	3.1924645022411506	8.0	0	7
8.260682735060149	9.498771455571656	8.0	0	1
5.175711834106029	2.1351232990636153	8.0	1	5
9.64634605332975	8.73929581494792	8.0	0	1
8.106328619185742	7.525976598488116	17.0	0	28
6.415451436177422	5.856497539799945	8.0	0	1
9.481012297815496	8.311410537340103	8.0	0	1
8.46773528384636	11.207553642650186	7.0	0	1
1.7744529305569468	4.98940741520089	10.0	0	21
2.6243446728728532	3.274254181528527	8.0	0	12
1.8623528198491397	9.295806961844885	8.0	0	16
5.022526849918448	11.31610465309188	8.0	0	1
5.43014435709032	8.852752946578788	8.0	0	1
9.96326449612329	7.561884142183357	8.0	0	2
2.0696163588366203	3.511162192813939	8.0	0	5
2.3240642553284174	3.441343082574056	8.0	2	9
8.674524817842975	10.186177670727814	8.0	0	1
5.88637388582187	2.292514080303663	7.0	0	3
5.9733889319753235	5.87770037695409	8.0	0	5
1.1963664027000167	4.009264614135708	8.0	0	15
7.573873427439373	8.929479490529255	8.0	0	2
5.097738652444315	6.33082918348669	8.0	0	2
5.704258121521769	2.389409224687877	10.0	0	8
7.149176153303276	9.087369376916698	7.0	0	2
2.3555871316739063	3.4561966887045354	8.0	0	8
3.097316583125513	4.781044463430944	9.0	0	11
6.578659916358684	7.349449811069936	8.0	0	1
5.233366383294167	1.5840627217860992	8.0	0	6
6.015665005249472	14.297087742045862	8.0	0	2
2.06832554706599	3.92982384574825	8.0	1	7
7.435522627208481	6.904134798391439	8.0	0	3
2.2678817871087436	2.9757594693545606	8.0	0	7
1.8285577615701483	5.669692836774468	8.0	0	6
4.706181624295784	8.246437652425795	7.0	0	5
4.830721278951131	8.015810365087551	8.0	0	1
4.949148239675763	3.7444840980225953	8.0	0	4
6.604388333655565	7.539252571324813	8.0	0	1
5.7417108768188445	7.319433072707435	11.0	2	4
4.254437281189066	1.524858568987857	13.0	0	15
1.8552777307179573	5.3349656945793615	8.0	0	8
7.116912285103829	8.411717295809419	8.0	0	1
9.125149331515763	8.557121040681512	8.0	1	2
4.906292898363638	2.211824285978816	8.0	0	6
2.2961969348371243	2.957951265961424	8.0	0	6
6.902615078013947	7.944873554695902	7.0	0	1
8.690350701694344	8.934636125068765	8.0	0	2
5.9935992672662435	10.069665471685704	8.0	0	3
5.634825672324978	6.119969088758391	8.0	0	4
6.020572553614371	7.164847281859213	8.0	0	2
6.742877598897256	7.722000475920664	8.0	0	1
5.803099202694023	7.381915765357326	8.0	1	6
7.429529378403711	5.6433450905541935	8.0	0	4
4.26546446570783	8.713166967511196	8.0	0	3
9.449037820583271	6.20047887742959	8.0	0	5
1.061406822992745	8.08281215719694	8.0	0	13
6.1901141554256425	8.873702970847248	8.0	0	0
4.268615897985288	13.145810106335967	8.0	0	5
7.400066051590897	5.511545248420903	8.0	0	2
6.0103209179625505	3.557390405058757	9.0	0	7
5.805661089342687	8.556784466527436	8.0	0	2
1.9074076751226519	3.6197914634755155	8.0	0	8
10.002729680753284	8.458170936316298	7.0	0	1
7.057277413803207	7.43023799469021	6.0	0	5
2.1377591191391296	5.650485982121045	8.0	0	4
5.545954146647564	3.9690466173094565	10.0	0	10
7.906997445858407	8.288356071581767	8.0	0	2
1.9056020255000832	3.2885284547650913	8.0	0	13
3.9765315105667405	6.255768647567483	8.0	1	6
4.232147792276935	6.354832720056045	8.0	0	3
4.1277652095524955	1.79849729128379	12.0	0	13
1.9213390221792488	3.0271095332852456	8.0	0	6
0.8996213055183455	8.324110887231146	8.0	0	17
3.969121457978535	4.103432141439323	13.0	0	21
2.370582804328852	3.005874064925894	8.0	0	7
5.1632993117539066	6.562871772058994	8.0	0	4
8.055596087731711	8.971512718745604	8.0	0	2
1.5015308404241512	5.483547566442752	8.0	1	12
6.040546547700818	2.5373005808042013	9.0	1	7
5.822978552673002	7.771051781969308	8.0	0	2
5.059984212968019	8.758953873531455	7.0	0	3
1.4916851538784803	4.321387501233805	8.0	0	6
4.74867676453467	2.8855642560909422	11.0	1	6
2.2698702375590813	2.823648107150584	8.0	1	6
2.226689581477524	3.328328867974282	8.0	0	6
1.9548834884576758	6.38414823514095	8.0	0	9
7.510270895763501	8.223246053039164	8.0	0	2
7.910772535042788	6.067398834426175	8.0	0	3
2.4677588237090213	8.973606649206586	8.0	0	8
2.176338347362618	2.910570458583217	8.0	0	5
5.645057031470203	5.5850766081688255	8.0	0	4
4.196468487957334	6.421997902365241	8.0	0	2
5.378146078866579	8.076449966269902	8.0	0	6
3.662305149941352	5.650946565747814	8.0	0	7
1.570080000212214	5.414974903847927	8.0	0	7
2.4547996300701973	2.882977965300927	8.0	1	6
2.7381048580805682	5.401380581013059	8.0	1	4
