[[(7.0, 6.0), (0, 6.0), (0, 5.0), (7.0, 5.0)], [(7.0, 1.0), (0, 1.0), (0, 0), (7.0, 0)]]
timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.0 (6.0,2.5752782821655273) (0.0,0.0) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.0 (7.247586727142334,1.5) (0.0,0.0) 0.5 0.1789732359663836 (8.214546203613281,2.5) (0.0,0.0) 0.5 -0.33364008325987166 (7.025478363037109,3.5) (0.0,0.0) 0.5 -0.22214844275658674 (8.455305099487305,4.5) (0.0,0.0) 0.5 0.01315865446346759 (6.0,5.0) (0,0) 1e-07 -0.30182524936513505 (6.0,1.0) (0,0) 1e-07 -0.30182524936513505 
1.0 (6.343317031860352,2.4788975715637207) (0.34331685304641724,-0.09638078510761261) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 -0.27368940481960463 (7.851490497589111,1.1880316734313965) (0.6039036512374878,-0.3119683563709259) 0.5 0.1789732359663836 (8.844734191894531,2.195265769958496) (0.6301880478858948,-0.30473434925079346) 0.5 -0.33364008325987166 (7.437827110290527,3.5602035522460938) (0.41234898567199707,0.06020347774028778) 0.5 -0.22214844275658674 (9.1200532913208,4.719339847564697) (0.6647480726242065,0.21933993697166443) 0.5 0.01315865446346759 (6.343317031860352,5.0) (0,0) 1e-07 -0.30182524936513505 (6.343317031860352,1.0) (0,0) 1e-07 -0.30182524936513505 
2.0 (6.873135566711426,2.5030357837677) (0.5298185348510742,0.02413824573159218) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.045527975992851175 (8.526771545410156,1.003652811050415) (0.6752809882164001,-0.18437887728214264) 0.5 0.1789732359663836 (9.474922180175781,1.8905314207077026) (0.6301880478858948,-0.30473434925079346) 0.5 -0.33364008325987166 (8.129273414611816,3.6693015098571777) (0.69144606590271,0.10909804701805115) 0.5 -0.22214844275658674 (9.784801483154297,4.9386796951293945) (0.6647480130195618,0.21933996677398682) 0.5 0.01315865446346759 (6.873135566711426,5.0) (0,0) 1e-07 -0.30182524936513505 (6.873135566711426,1.0) (0,0) 1e-07 -0.30182524936513505 
3.0 (7.294351577758789,2.5049145221710205) (0.42121583223342896,0.001878630369901657) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.004459988846252726 (9.202052116394043,0.8192739486694336) (0.6752809882164001,-0.18437887728214264) 0.5 0.1789732359663836 (10.105110168457031,1.5857970714569092) (0.6301880478858948,-0.30473440885543823) 0.5 -0.33364008325987166 (8.820719718933105,3.778399705886841) (0.6914459466934204,0.10909808427095413) 0.5 -0.22214844275658674 (10.449549674987793,5.158019542694092) (0.6647480130195618,0.2193400263786316) 0.5 0.01315865446346759 (7.0,5.0) (0,0) 1e-07 -0.30182524936513505 (7.0,1.0) (0,0) 1e-07 -0.30182524936513505 
4.0 (7.726311206817627,2.5150022506713867) (0.43195968866348267,0.010087791830301285) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.023349304978710458 (9.87733268737793,0.6348950862884521) (0.6752809882164001,-0.18437884747982025) 0.5 0.1789732359663836 (10.735298156738281,1.2810627222061157) (0.6301880478858948,-0.30473434925079346) 0.5 -0.33364008325987166 (9.512166023254395,3.887497663497925) (0.6914460062980652,0.10909806191921234) 0.5 -0.22214844275658674 (11.114297866821289,5.377359867095947) (0.6647480130195618,0.21934019029140472) 0.5 0.01315865446346759 (7.0,5.0) (0,0) 1e-07 -0.30182524936513505 (7.0,1.0) (0,0) 1e-07 -0.30182524936513505 
5.0 (8.164163589477539,2.529071092605591) (0.43785256147384644,0.014068938791751862) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.032120629693436965 (10.371381759643555,0.5) (0.49404895305633545,-0.13489508628845215) 0.5 0.1789732359663836 (11.3536376953125,1.0240012407302856) (0.6183396577835083,-0.2570614814758301) 0.5 -0.33364008325987166 (10.203612327575684,3.996595859527588) (0.6914460062980652,0.10909820348024368) 0.5 -0.22214844275658674 (11.485980033874512,5.5) (0.3716821074485779,0.12264013290405273) 0.5 0.01315865446346759 (7.0,5.0) (0,0) 1e-07 -0.30182524936513505 (7.0,1.0) (0,0) 1e-07 -0.30182524936513505 
6.0 (8.641895294189453,2.5463337898254395) (0.4777321219444275,0.017262648791074753) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.03611886359388691 (10.371381759643555,0.5) (-1.225880907895771e-07,0.0) 0.5 0.1789732359663836 (11.737536430358887,1.1528844833374023) (0.3838989734649658,0.12888318300247192) 0.5 -0.33364008325987166 (10.225186347961426,4.0) (0.021574487909674644,0.0034041404724121094) 0.5 -0.22214844275658674 (11.485980033874512,5.5) (-4.9581686312194506e-08,0.0) 0.5 0.01315865446346759 (7.0,5.0) (0,0) 1e-07 -0.30182524936513505 (7.0,1.0) (0,0) 1e-07 -0.30182524936513505 
7.0 (9.261641502380371,2.5831024646759033) (0.6197463870048523,0.036768727004528046) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.05925920347844708 (10.371381759643555,0.5) (-1.225880907895771e-07,0.0) 0.5 0.1789732359663836 (11.67396068572998,1.1596664190292358) (-0.06357605755329132,0.006781920790672302) 0.5 -0.33364008325987166 (10.225186347961426,4.0) (4.681615450863319e-07,0.0) 0.5 -0.22214844275658674 (11.485980033874512,5.5) (-4.9581686312194506e-08,0.0) 0.5 0.01315865446346759 (7.0,5.0) (0,0) 1e-07 -0.30182524936513505 (7.0,1.0) (0,0) 1e-07 -0.30182524936513505 
8.0 (9.966924667358398,2.6551284790039062) (0.7052834033966064,0.07202604413032532) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.10177073108395186 (10.371381759643555,0.5) (-1.225880907895771e-07,0.0) 0.5 0.1789732359663836 (11.434722900390625,1.0635731220245361) (-0.23923754692077637,-0.09609325975179672) 0.5 -0.33364008325987166 (10.225186347961426,4.0) (4.681615450863319e-07,0.0) 0.5 -0.22214844275658674 (11.485980033874512,5.5) (-4.9581686312194506e-08,0.0) 0.5 0.01315865446346759 (7.0,5.0) (0,0) 1e-07 -0.30182524936513505 (7.0,1.0) (0,0) 1e-07 -0.30182524936513505 
9.0 (10.691781044006348,2.737781286239624) (0.7248563766479492,0.08265271782875061) 0.5 -0.30182524936513505 (10.0,3.433625433971935) 3.0 0.1135359669530297 (10.348532676696777,0.48703882098197937) (-0.02284892462193966,-0.01296117715537548) 0.5 0.1789732359663836 (11.316533088684082,1.0) (-0.11818944662809372,-0.06357312202453613) 0.5 -0.33364008325987166 (10.225186347961426,4.0) (4.681615450863319e-07,0.0) 0.5 -0.22214844275658674 (11.485980033874512,5.5) (-4.9581686312194506e-08,0.0) 0.5 0.01315865446346759 (7.0,5.0) (0,0) 1e-07 -0.30182524936513505 (7.0,1.0) (0,0) 1e-07 -0.30182524936513505 
