[[(7.0, 6.0), (0, 6.0), (0, 5.0), (7.0, 5.0)], [(7.0, 1.0), (0, 1.0), (0, 0), (7.0, 0)]]
timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.0 (6.0,2.7737889289855957) (0.0,0.0) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 0.0 (7.015666961669922,1.5) (0.0,0.0) 0.5 0.3411359729040866 (8.399375915527344,2.5) (0.0,0.0) 0.5 -0.28659514012173937 (7.069829940795898,3.5) (0.0,0.0) 0.5 -0.2487803063058898 (8.204376220703125,4.5) (0.0,0.0) 0.5 0.02182193066557997 (6.0,5.0) (0,0) 1e-07 -0.38800220678099057 (6.0,1.0) (0,0) 1e-07 -0.38800220678099057 
1.0 (6.258951187133789,2.653179883956909) (0.25895094871520996,-0.12060906738042831) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 -0.43588260889387476 (7.462109088897705,1.485962152481079) (0.4464419484138489,-0.014037862420082092) 0.5 0.3411359729040866 (9.020722389221191,2.1776199340820312) (0.6213461756706238,-0.3223799467086792) 0.5 -0.28659514012173937 (7.451086521148682,3.4548707008361816) (0.3812563717365265,-0.045129209756851196) 0.5 -0.2487803063058898 (8.871637344360352,4.71157169342041) (0.6672611832618713,0.21157163381576538) 0.5 0.02182193066557997 (6.258951187133789,5.0) (0,0) 1e-07 -0.38800220678099057 (6.258951187133789,1.0) (0,0) 1e-07 -0.38800220678099057 
2.0 (6.7835235595703125,2.657203197479248) (0.5245724320411682,0.004023291170597076) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 0.007669507658831131 (8.113458633422852,1.2295576333999634) (0.6513499021530151,-0.25640448927879333) 0.5 0.3411359729040866 (9.642068862915039,1.855239987373352) (0.6213461756706238,-0.3223799765110016) 0.5 -0.28659514012173937 (8.134176254272461,3.6078054904937744) (0.6830893158912659,0.152934730052948) 0.5 -0.2487803063058898 (9.538898468017578,4.92314338684082) (0.6672611236572266,0.2115715891122818) 0.5 0.02182193066557997 (6.7835235595703125,5.0) (0,0) 1e-07 -0.38800220678099057 (6.7835235595703125,1.0) (0,0) 1e-07 -0.38800220678099057 
3.0 (7.236330986022949,2.6663408279418945) (0.45280736684799194,0.009137727320194244) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 0.02017742616169831 (8.764808654785156,0.9731532335281372) (0.6513499021530151,-0.25640442967414856) 0.5 0.3411359729040866 (10.263415336608887,1.5328599214553833) (0.6213462352752686,-0.32238003611564636) 0.5 -0.28659514012173937 (8.817265510559082,3.760740280151367) (0.6830893158912659,0.152934730052948) 0.5 -0.2487803063058898 (10.206159591674805,5.1347150802612305) (0.6672611236572266,0.2115715742111206) 0.5 0.02182193066557997 (7.0,5.0) (0,0) 1e-07 -0.38800220678099057 (7.0,1.0) (0,0) 1e-07 -0.38800220678099057 
4.0 (7.8031816482543945,2.6829521656036377) (0.5668507814407349,0.016611289232969284) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 0.029296134392075516 (9.416158676147461,0.7167487740516663) (0.6513499021530151,-0.25640445947647095) 0.5 0.3411359729040866 (10.884761810302734,1.2104798555374146) (0.6213461756706238,-0.32238006591796875) 0.5 -0.28659514012173937 (9.500354766845703,3.913674831390381) (0.6830892562866211,0.15293467044830322) 0.5 -0.2487803063058898 (10.873420715332031,5.346286773681641) (0.6672611832618713,0.21157151460647583) 0.5 0.02182193066557997 (7.0,5.0) (0,0) 1e-07 -0.38800220678099057 (7.0,1.0) (0,0) 1e-07 -0.38800220678099057 
5.0 (8.489479064941406,2.7306113243103027) (0.6862969994544983,0.04765910655260086) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 0.06933254306397334 (9.96677017211914,0.5) (0.5506116151809692,-0.21674877405166626) 0.5 0.3411359729040866 (11.290433883666992,1.0) (0.40567252039909363,-0.21047985553741455) 0.5 -0.28659514012173937 (9.885929107666016,4.0) (0.38557446002960205,0.08632516860961914) 0.5 -0.2487803063058898 (11.358206748962402,5.5) (0.48478639125823975,0.15371322631835938) 0.5 0.02182193066557997 (7.0,5.0) (0,0) 1e-07 -0.38800220678099057 (7.0,1.0) (0,0) 1e-07 -0.38800220678099057 
6.0 (9.175270080566406,2.779025077819824) (0.6857911348342896,0.04841373860836029) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 0.07047853053125702 (9.96677017211914,0.5) (1.2782948033418506e-07,0.0) 0.5 0.3411359729040866 (11.426657676696777,1.0585086345672607) (0.1362234354019165,0.05850857496261597) 0.5 -0.28659514012173937 (9.885929107666016,4.0) (1.0848764020465751e-07,0.0) 0.5 -0.2487803063058898 (11.358206748962402,5.5) (3.650240785191272e-07,0.0) 0.5 0.02182193066557997 (7.0,5.0) (0,0) 1e-07 -0.38800220678099057 (7.0,1.0) (0,0) 1e-07 -0.38800220678099057 
7.0 (9.923364639282227,2.8427982330322266) (0.748094379901886,0.06377319991588593) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 0.08504192622749149 (9.96677017211914,0.5) (1.2782948033418506e-07,0.0) 0.5 0.3411359729040866 (11.290433883666992,1.0) (-0.13622334599494934,-0.05850863456726074) 0.5 -0.28659514012173937 (9.885929107666016,4.0) (1.0848764020465751e-07,0.0) 0.5 -0.2487803063058898 (11.358206748962402,5.5) (3.650240785191272e-07,0.0) 0.5 0.02182193066557997 (7.0,5.0) (0,0) 1e-07 -0.38800220678099057 (7.0,1.0) (0,0) 1e-07 -0.38800220678099057 
8.0 (10.633742332458496,2.9137823581695557) (0.7103780508041382,0.07098408788442612) 0.5 -0.38800220678099057 (10.0,3.397181556188662) 3.0 0.09959378286280121 (9.96677017211914,0.5) (1.2782948033418506e-07,0.0) 0.5 0.3411359729040866 (11.290433883666992,1.0) (4.517114575719461e-07,0.0) 0.5 -0.28659514012173937 (9.885929107666016,4.0) (1.0848764020465751e-07,0.0) 0.5 -0.2487803063058898 (11.358206748962402,5.5) (3.650240785191272e-07,0.0) 0.5 0.02182193066557997 (7.0,5.0) (0,0) 1e-07 -0.38800220678099057 (7.0,1.0) (0,0) 1e-07 -0.38800220678099057 
