[[(7.0, 6.0), (0, 6.0), (0, 5.0), (7.0, 5.0)], [(7.0, 1.0), (0, 1.0), (0, 0), (7.0, 0)]]
timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.0 (6.0,2.7675933837890625) (0.0,0.0) 0.5 -0.32532801830262725 (10.0,2.5968951347986415) 3.0 0.0 (7.030289173126221,1.5) (0.0,0.0) 0.5 -0.21802082970541034 (8.227273941040039,2.5) (0.0,0.0) 0.5 -0.25153190205922216 (7.108410835266113,3.5) (0.0,0.0) 0.5 -0.23081365736275924 (8.230799674987793,4.5) (0.0,0.0) 0.5 -0.15394144498680884 (6.0,5.0) (0,0) 1e-07 -0.32532801830262725 (6.0,1.0) (0,0) 1e-07 -0.32532801830262725 
1.0 (6.303562641143799,2.606152057647705) (0.30356281995773315,-0.16144134104251862) 0.5 -0.32532801830262725 (10.0,2.5968951347986415) 3.0 -0.4887798288023928 (7.414572715759277,1.4765371084213257) (0.38428378105163574,-0.023462921380996704) 0.5 -0.21802082970541034 (8.85025691986084,2.1807942390441895) (0.6229828596115112,-0.31920573115348816) 0.5 -0.25153190205922216 (7.444772720336914,3.5007247924804688) (0.3363621234893799,0.0007248818874359131) 0.5 -0.23081365736275924 (8.893184661865234,4.726377010345459) (0.6623846292495728,0.2263772189617157) 0.5 -0.15394144498680884 (6.303562641143799,5.0) (0,0) 1e-07 -0.32532801830262725 (6.303562641143799,1.0) (0,0) 1e-07 -0.32532801830262725 
2.0 (6.930320739746094,2.402912139892578) (0.6267581582069397,-0.2032400220632553) 0.5 -0.32532801830262725 (10.0,2.5968951347986415) 3.0 -0.3135731636152891 (8.067694664001465,1.2246809005737305) (0.6531221270561218,-0.2518561780452728) 0.5 -0.21802082970541034 (9.47323989868164,1.861588478088379) (0.6229828596115112,-0.31920576095581055) 0.5 -0.25153190205922216 (8.133695602416992,3.6247594356536865) (0.6889233589172363,0.12403474748134613) 0.5 -0.23081365736275924 (9.555569648742676,4.952754497528076) (0.662384569644928,0.22637729346752167) 0.5 -0.15394144498680884 (6.930320739746094,5.0) (0,0) 1e-07 -0.32532801830262725 (6.930320739746094,1.0) (0,0) 1e-07 -0.32532801830262725 
3.0 (7.622906684875488,2.4565927982330322) (0.6925861835479736,0.05368059128522873) 0.5 -0.32532801830262725 (10.0,2.5968951347986415) 3.0 0.07735280412464228 (8.720816612243652,0.9728248119354248) (0.6531221270561218,-0.25185608863830566) 0.5 -0.21802082970541034 (10.096222877502441,1.5423827171325684) (0.6229828596115112,-0.31920576095581055) 0.5 -0.25153190205922216 (8.82261848449707,3.7487940788269043) (0.6889232993125916,0.12403473258018494) 0.5 -0.23081365736275924 (10.217954635620117,5.179131984710693) (0.662384569644928,0.22637727856636047) 0.5 -0.15394144498680884 (7.0,5.0) (0,0) 1e-07 -0.32532801830262725 (7.0,1.0) (0,0) 1e-07 -0.32532801830262725 
4.0 (8.171344757080078,2.4375734329223633) (0.5484384298324585,-0.019019313156604767) 0.5 -0.32532801830262725 (10.0,2.5968951347986415) 3.0 -0.03466513866960176 (9.37393856048584,0.7209687232971191) (0.6531221270561218,-0.2518560588359833) 0.5 -0.21802082970541034 (10.719205856323242,1.2231769561767578) (0.6229828596115112,-0.31920576095581055) 0.5 -0.25153190205922216 (9.511541366577148,3.872828722000122) (0.6889232993125916,0.12403474748134613) 0.5 -0.23081365736275924 (10.880339622497559,5.405508995056152) (0.6623846292495728,0.2263772338628769) 0.5 -0.15394144498680884 (7.0,5.0) (0,0) 1e-07 -0.32532801830262725 (7.0,1.0) (0,0) 1e-07 -0.32532801830262725 
5.0 (8.785144805908203,2.436356544494629) (0.6137998104095459,-0.0012168586254119873) 0.5 -0.32532801830262725 (10.0,2.5968951347986415) 3.0 -0.0019824982194007017 (9.946962356567383,0.5) (0.5730240941047668,-0.22096872329711914) 0.5 -0.21802082970541034 (11.154772758483887,1.0) (0.4355664849281311,-0.2231769561767578) 0.5 -0.25153190205922216 (10.200464248657227,3.99686336517334) (0.6889232993125916,0.12403476238250732) 0.5 -0.23081365736275924 (11.156821250915527,5.5) (0.27648159861564636,0.09449100494384766) 0.5 -0.15394144498680884 (7.0,5.0) (0,0) 1e-07 -0.32532801830262725 (7.0,1.0) (0,0) 1e-07 -0.32532801830262725 
6.0 (9.363429069519043,2.4224953651428223) (0.5782842636108398,-0.013861127197742462) 0.5 -0.32532801830262725 (10.0,2.5968951347986415) 3.0 -0.023964811823562682 (9.946962356567383,0.5) (3.259889922446746e-07,0.0) 0.5 -0.21802082970541034 (11.345738410949707,1.088813066482544) (0.1909656822681427,0.08881309628486633) 0.5 -0.25153190205922216 (10.217885971069336,4.0) (0.017421511933207512,0.0031366348266601562) 0.5 -0.23081365736275924 (11.156821250915527,5.5) (-2.517743524776961e-08,0.0) 0.5 -0.15394144498680884 (7.0,5.0) (0,0) 1e-07 -0.32532801830262725 (7.0,1.0) (0,0) 1e-07 -0.32532801830262725 
7.0 (9.838186264038086,2.3917834758758545) (0.47475677728652954,-0.03071177750825882) 0.5 -0.32532801830262725 (10.0,2.5968951347986415) 3.0 -0.06459948765920126 (9.946962356567383,0.5) (3.259889922446746e-07,0.0) 0.5 -0.21802082970541034 (11.20713996887207,1.0223218202590942) (-0.1385980248451233,-0.06649122387170792) 0.5 -0.25153190205922216 (10.217885971069336,4.0) (-2.0982247406209353e-07,0.0) 0.5 -0.23081365736275924 (11.156821250915527,5.5) (-2.517743524776961e-08,0.0) 0.5 -0.15394144498680884 (7.0,5.0) (0,0) 1e-07 -0.32532801830262725 (7.0,1.0) (0,0) 1e-07 -0.32532801830262725 
