train running loss, train running l2 error, val loss, val l2 error
-2.7024, 0.1016, 0.3380, 0.1577
-4.3465, 0.0371, 5.1957, 0.1572
-4.7768, 0.0316, 0.9103, 0.1693
-5.1080, 0.0291, 5.8516, 0.1853
-5.4446, 0.0273, 8.1396, 0.1493
-5.7688, 0.0250, 2.7937, 0.1327
-5.8544, 0.0245, 5.5463, 0.1524
-6.1485, 0.0228, 5.2386, 0.1541
-6.3701, 0.0219, 4.5089, 0.1472
-6.4039, 0.0217, 4.5027, 0.1465
