[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.15085,1.08074) (0,0) 0.206673 (5.99563,1.71825) 1.67131 0 (2.28022,0.48314) (0,0) 0.152588 (2.2195,0.852338) (0,0) 0.216777 (2.22267,1.27206) (0,0) 0.195828 (2.39113,1.54389) (0,0) 0.175913 (1.15085,1.8) (0,0) 0.001 (1.15085,0.3) (0,0) 0.001
0.25 (1.39874,1.10637) (0.991531,0.102517) 0.206673 (5.99563,1.71825) 1.67131 0.103027 (2.34472,0.472287) (0.257996,-0.0434106) 0.152588 (2.22124,0.852504) (0.00696965,0.000660417) 0.216777 (2.17453,1.27183) (-0.192554,-0.00093142) 0.195828 (2.42993,1.5504) (0.1552,0.0260492) 0.175913 (1.39874,1.8) (0,0) 0.001 (1.39874,0.3) (0,0) 0.001
0.5 (1.50811,1.1159) (0.437502,0.038109) 0.206673 (5.99563,1.71825) 1.67131 0.0868864 (2.40922,0.461432) (0.257995,-0.0434183) 0.152588 (2.25157,0.844774) (0.121301,-0.0309188) 0.216777 (2.18893,1.28845) (0.0575878,0.0664685) 0.195828 (2.46899,1.5457) (0.156244,-0.0187995) 0.175913 (1.50811,1.8) (0,0) 0.001 (1.50811,0.3) (0,0) 0.001
0.75 (1.5933,1.12015) (0.340751,0.0169878) 0.206673 (5.99563,1.71825) 1.67131 0.0498129 (2.47372,0.450577) (0.257994,-0.0434233) 0.152588 (2.30244,0.839508) (0.203482,-0.0210615) 0.216777 (2.20025,1.32067) (0.0452611,0.128902) 0.195828 (2.50805,1.541) (0.156243,-0.018811) 0.175913 (1.5933,1.8) (0,0) 0.001 (1.5933,0.3) (0,0) 0.001
1 (1.68028,1.12371) (0.347935,0.0142671) 0.206673 (5.99563,1.71825) 1.67131 0.0409821 (2.53821,0.439723) (0.257995,-0.0434158) 0.152588 (2.35607,0.835904) (0.214533,-0.0144196) 0.216777 (2.21807,1.35043) (0.0712805,0.119047) 0.195828 (2.54711,1.53629) (0.156241,-0.0188247) 0.175913 (1.68028,1.8) (0,0) 0.001 (1.68028,0.3) (0,0) 0.001
1.25 (1.74893,1.12334) (0.274584,-0.0015062) 0.206673 (5.99563,1.71825) 1.67131 -0.00548534 (2.60271,0.42887) (0.257996,-0.0434094) 0.152588 (2.4097,0.832299) (0.214533,-0.0144196) 0.216777 (2.24124,1.37817) (0.0927045,0.110933) 0.195828 (2.58643,1.53491) (0.157274,-0.00553515) 0.175913 (1.74893,1.8) (0,0) 0.001 (1.74893,0.3) (0,0) 0.001
1.5 (1.82084,1.12331) (0.287634,-8.68333e-05) 0.206673 (5.99563,1.71825) 1.67131 -0.000301888 (2.66721,0.418019) (0.257997,-0.0434044) 0.152588 (2.46346,0.831766) (0.215007,-0.00212889) 0.216777 (2.27107,1.39744) (0.119305,0.0771072) 0.195828 (2.62559,1.53118) (0.156662,-0.0149281) 0.175913 (1.82084,1.8) (0,0) 0.001 (1.82084,0.3) (0,0) 0.001
1.75 (1.89211,1.12312) (0.285091,-0.000786458) 0.206673 (5.99563,1.71825) 1.67131 -0.00275862 (2.73171,0.407172) (0.257999,-0.0433904) 0.152588 (2.5172,0.830815) (0.214984,-0.00380623) 0.216777 (2.30427,1.41296) (0.132795,0.062083) 0.195828 (2.6648,1.52789) (0.15682,-0.0131572) 0.175913 (1.89211,1.8) (0,0) 0.001 (1.89211,0.3) (0,0) 0.001
2 (1.96276,1.12275) (0.282614,-0.00148466) 0.206673 (5.99563,1.71825) 1.67131 -0.00525325 (2.79621,0.396316) (0.257994,-0.0434209) 0.152588 (2.57094,0.829478) (0.214951,-0.00534908) 0.216777 (2.33962,1.42608) (0.141414,0.0524606) 0.195828 (2.70404,1.525) (0.156946,-0.0115588) 0.175913 (1.96276,1.8) (0,0) 0.001 (1.96276,0.3) (0,0) 0.001
