[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.49695,1.14293) (0,0) 0.160333 (5.99563,1.71825) 1.98295 0 (2.35245,0.447381) (0,0) 0.205094 (2.33006,0.799595) (0,0) 0.218944 (2.3464,1.15531) (0,0) 0.15908 (2.39067,1.55602) (0,0) 0.156915 (1.49695,1.8) (0,0) 0.001 (1.49695,0.3) (0,0) 0.001
0.25 (1.51004,1.15437) (0.0523503,0.0457917) 0.160333 (5.99563,1.71825) 1.98295 0.718669 (2.38506,0.413825) (0.130452,-0.134224) 0.205094 (2.29766,0.811624) (-0.12961,0.0481178) 0.218944 (2.3292,1.16325) (-0.0687792,0.0317567) 0.15908 (2.47089,1.54634) (0.320885,-0.0387048) 0.156915 (1.51004,1.8) (0,0) 0.001 (1.51004,0.3) (0,0) 0.001
0.5 (1.52427,1.17864) (0.0569482,0.0970586) 0.160333 (5.99563,1.71825) 1.98295 1.04018 (2.43142,0.407503) (0.185457,-0.0252871) 0.205094 (2.28594,0.80707) (-0.0468877,-0.0182175) 0.218944 (2.35049,1.17982) (0.085168,0.0662553) 0.15908 (2.55111,1.53667) (0.320885,-0.0387005) 0.156915 (1.52427,1.8) (0,0) 0.001 (1.52427,0.3) (0,0) 0.001
0.75 (1.55502,1.20169) (0.122991,0.0922056) 0.160333 (5.99563,1.71825) 1.98295 0.643307 (2.47779,0.401178) (0.185456,-0.0252986) 0.205094 (2.31649,0.807603) (0.122194,0.00213299) 0.218944 (2.39715,1.18082) (0.186619,0.00400593) 0.15908 (2.63133,1.52699) (0.320886,-0.0386944) 0.156915 (1.55502,1.8) (0,0) 0.001 (1.55502,0.3) (0,0) 0.001
1 (1.62617,1.26342) (0.284612,0.246919) 0.160333 (5.99563,1.71825) 1.98295 0.714604 (2.52415,0.394856) (0.185457,-0.02529) 0.205094 (2.35835,0.807164) (0.167461,-0.00175758) 0.218944 (2.44376,1.17862) (0.186455,-0.00878107) 0.15908 (2.71156,1.51732) (0.320885,-0.0387044) 0.156915 (1.62617,1.8) (0,0) 0.001 (1.62617,0.3) (0,0) 0.001
1.25 (1.85762,1.34577) (0.925794,0.329386) 0.160333 (5.99563,1.71825) 1.98295 0.341822 (2.57052,0.388531) (0.185456,-0.0252997) 0.205094 (2.40557,0.804744) (0.18888,-0.00967766) 0.218944 (2.49038,1.17643) (0.186455,-0.00878108) 0.15908 (2.79178,1.50764) (0.320886,-0.0386963) 0.156915 (1.85762,1.8) (0,0) 0.001 (1.85762,0.3) (0,0) 0.001
1.5 (2.07825,1.41858) (0.882496,0.291256) 0.160333 (5.99563,1.71825) 1.98295 0.318781 (2.61688,0.382203) (0.185454,-0.0253103) 0.205094 (2.45793,0.801462) (0.209423,-0.0131278) 0.218944 (2.53698,1.1741) (0.18643,-0.00929545) 0.15908 (2.872,1.49796) (0.320883,-0.0387193) 0.156915 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.29875,1.48923) (0.882026,0.282594) 0.160333 (5.99563,1.71825) 1.98295 0.310058 (2.66324,0.37588) (0.185456,-0.0252938) 0.205094 (2.52035,0.797552) (0.249674,-0.0156409) 0.218944 (2.58358,1.17155) (0.186381,-0.0102235) 0.15908 (2.95222,1.48828) (0.320884,-0.0387119) 0.156915 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.51866,1.5582) (0.879606,0.275878) 0.160333 (5.99563,1.71825) 1.98295 0.303922 (2.70961,0.369555) (0.185456,-0.0252978) 0.205094 (2.5932,0.792749) (0.291406,-0.0192128) 0.218944 (2.63017,1.16899) (0.186381,-0.0102235) 0.15908 (3.03244,1.47861) (0.320886,-0.0386919) 0.156915 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.73759,1.62571) (0.875739,0.270036) 0.160333 (5.99563,1.71825) 1.98295 0.299102 (2.75597,0.363231) (0.185456,-0.0252968) 0.205094 (2.67318,0.787335) (0.319945,-0.0216554) 0.218944 (2.67677,1.16643) (0.186381,-0.0102236) 0.15908 (3.11266,1.46893) (0.320883,-0.0387203) 0.156915 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.5 (2.95531,1.6918) (0.870887,0.264352) 0.160333 (5.99563,1.71825) 1.98295 0.294705 (2.80234,0.356907) (0.185456,-0.0252953) 0.205094 (2.7692,0.78144) (0.384073,-0.0235792) 0.218944 (2.72315,1.16132) (0.185539,-0.0204405) 0.15908 (3.19288,1.45925) (0.320885,-0.0387058) 0.156915 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.75 (3.17187,1.75628) (0.866229,0.257939) 0.160333 (5.99563,1.71825) 1.98295 0.289412 (2.8487,0.350585) (0.185457,-0.0252913) 0.205094 (2.86551,0.781485) (0.385219,0.000178694) 0.218944 (2.76798,1.14834) (0.179285,-0.051955) 0.15908 (3.2731,1.44958) (0.320885,-0.0387029) 0.156915 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3 (3.41618,1.79624) (0.977242,0.159855) 0.160333 (5.99563,1.71825) 1.98295 0.162141 (2.89507,0.34426) (0.185456,-0.0252966) 0.205094 (2.96177,0.784219) (0.385064,0.0109348) 0.218944 (2.8117,1.13204) (0.174916,-0.0651685) 0.15908 (3.35332,1.4399) (0.320885,-0.0387022) 0.156915 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.25 (3.66607,1.7887) (0.999547,-0.0301929) 0.160333 (5.99563,1.71825) 1.98295 -0.0301974 (2.94143,0.337936) (0.185456,-0.025297) 0.205094 (3.05801,0.787915) (0.384936,0.0147855) 0.218944 (2.85321,1.11072) (0.166036,-0.0852914) 0.15908 (3.43355,1.43023) (0.320885,-0.0387069) 0.156915 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
