[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.07863,0.996008) (0,0) 0.201381 (5.99563,1.71825) 1.77072 0 (2.37222,0.565051) (0,0) 0.137827 (2.25387,0.937385) (0,0) 0.148035 (2.23151,1.24174) (0,0) 0.164258 (2.2375,1.67746) (0,0) 0.155288 (1.07863,1.8) (0,0) 0.001 (1.07863,0.3) (0,0) 0.001
0.25 (1.32598,1.02614) (0.98941,0.120522) 0.201381 (5.99563,1.71825) 1.77072 0.121215 (2.43909,0.549819) (0.26748,-0.0609314) 0.137827 (2.25051,0.933568) (-0.0134254,-0.0152674) 0.148035 (2.22389,1.24475) (-0.0305023,0.0120414) 0.164258 (2.29358,1.67378) (0.224334,-0.0147043) 0.155288 (1.32598,1.8) (0,0) 0.001 (1.32598,0.3) (0,0) 0.001
0.5 (1.45456,1.04123) (0.514337,0.0603671) 0.201381 (5.99563,1.71825) 1.77072 0.116834 (2.50596,0.534587) (0.267482,-0.0609257) 0.137827 (2.28145,0.919972) (0.12375,-0.0543812) 0.148035 (2.24199,1.26844) (0.0723906,0.0947529) 0.164258 (2.3492,1.66564) (0.222443,-0.0325699) 0.155288 (1.45456,1.8) (0,0) 0.001 (1.45456,0.3) (0,0) 0.001
0.75 (1.57091,1.05273) (0.465379,0.0459841) 0.201381 (5.99563,1.71825) 1.77072 0.0984903 (2.57283,0.519353) (0.267479,-0.0609363) 0.137827 (2.33557,0.912664) (0.216481,-0.0292335) 0.148035 (2.26358,1.29732) (0.0863767,0.115555) 0.164258 (2.40481,1.65749) (0.222441,-0.0325837) 0.155288 (1.57091,1.8) (0,0) 0.001 (1.57091,0.3) (0,0) 0.001
1 (1.68785,1.06411) (0.467783,0.0455429) 0.201381 (5.99563,1.71825) 1.77072 0.0970532 (2.6397,0.504121) (0.267481,-0.0609298) 0.137827 (2.41506,0.91279) (0.317962,0.000505254) 0.148035 (2.29019,1.32529) (0.106432,0.111874) 0.164258 (2.46042,1.64935) (0.222442,-0.0325769) 0.155288 (1.68785,1.8) (0,0) 0.001 (1.68785,0.3) (0,0) 0.001
1.25 (1.72902,1.05318) (0.164646,-0.0437424) 0.201381 (5.99563,1.71825) 1.77072 -0.259677 (2.70657,0.48889) (0.267482,-0.0609214) 0.137827 (2.50101,0.914957) (0.34379,0.00866544) 0.148035 (2.3199,1.35269) (0.118853,0.109594) 0.164258 (2.5162,1.64248) (0.223131,-0.0274654) 0.155288 (1.72902,1.8) (0,0) 0.001 (1.72902,0.3) (0,0) 0.001
1.5 (1.80419,1.03081) (0.300694,-0.0894756) 0.201381 (5.99563,1.71825) 1.77072 -0.28922 (2.77344,0.473663) (0.267485,-0.0609098) 0.137827 (2.58557,0.930447) (0.338272,0.0619612) 0.148035 (2.36844,1.35363) (0.194132,0.00374839) 0.164258 (2.57181,1.63432) (0.222434,-0.0326342) 0.155288 (1.80419,1.8) (0,0) 0.001 (1.80419,0.3) (0,0) 0.001
1.75 (1.92117,0.983348) (0.467932,-0.189837) 0.201381 (5.99563,1.71825) 1.77072 -0.385406 (2.84031,0.458428) (0.267478,-0.0609399) 0.137827 (2.67014,0.945937) (0.338272,0.0619586) 0.148035 (2.41912,1.34378) (0.202742,-0.0393862) 0.164258 (2.62742,1.62616) (0.222432,-0.0326494) 0.155288 (1.92117,1.8) (0,0) 0.001 (1.92117,0.3) (0,0) 0.001
2 (2.10302,0.919356) (0.7274,-0.255967) 0.201381 (5.99563,1.71825) 1.77072 -0.33836 (2.90718,0.443197) (0.267482,-0.0609231) 0.137827 (2.75471,0.961434) (0.338267,0.0619881) 0.148035 (2.46236,1.31556) (0.172938,-0.112908) 0.164258 (2.68302,1.618) (0.222431,-0.0326532) 0.155288 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.28029,0.871036) (0.709054,-0.193282) 0.201381 (5.99563,1.71825) 1.77072 -0.266126 (2.96917,0.413854) (0.247955,-0.117373) 0.137827 (2.83928,0.976927) (0.338269,0.0619738) 0.148035 (2.50427,1.2854) (0.167652,-0.120618) 0.164258 (2.73863,1.60984) (0.222433,-0.0326389) 0.155288 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
