[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.26891,0.95368) (0,0) 0.158679 (5.98029,1.15206) 1.66747 0 (2.20049,0.543138) (0,0) 0.189339 (2.29625,0.938787) (0,0) 0.173922 (2.20094,1.29477) (0,0) 0.198076 (2.28963,1.61426) (0,0) 0.125388 (1.26891,1.8) (0,0) 0.001 (1.26891,0.3) (0,0) 0.001
0.25 (1.29489,0.92893) (0.103927,-0.0990001) 0.158679 (5.98029,1.15206) 1.66747 -0.761126 (2.25145,0.531619) (0.203837,-0.0460748) 0.189339 (2.36811,0.939427) (0.287412,0.00255952) 0.173922 (2.19802,1.29579) (-0.0116532,0.00407631) 0.198076 (2.34942,1.60544) (0.239147,-0.0352758) 0.125388 (1.29489,1.8) (0,0) 0.001 (1.29489,0.3) (0,0) 0.001
0.5 (1.35969,0.905417) (0.259201,-0.0940501) 0.158679 (5.98029,1.15206) 1.66747 -0.348073 (2.30241,0.520099) (0.203835,-0.0460826) 0.189339 (2.43996,0.940069) (0.287412,0.00257072) 0.173922 (2.21398,1.27803) (0.0638274,-0.0710195) 0.198076 (2.40849,1.59269) (0.236296,-0.0509881) 0.125388 (1.35969,1.8) (0,0) 0.001 (1.35969,0.3) (0,0) 0.001
0.75 (1.60989,0.888664) (1.0008,-0.0670118) 0.158679 (5.98029,1.15206) 1.66747 -0.0668585 (2.35336,0.508578) (0.203834,-0.0460844) 0.189339 (2.51181,0.940708) (0.287412,0.00255478) 0.173922 (2.24753,1.25727) (0.134189,-0.0830402) 0.198076 (2.46756,1.57995) (0.236297,-0.0509829) 0.125388 (1.60989,1.8) (0,0) 0.001 (1.60989,0.3) (0,0) 0.001
1 (1.8007,0.87181) (0.763212,-0.0674143) 0.158679 (5.98029,1.15206) 1.66747 -0.088101 (2.40432,0.497058) (0.203836,-0.0460773) 0.189339 (2.58221,0.955088) (0.281609,0.057521) 0.173922 (2.29549,1.23732) (0.191845,-0.0798289) 0.198076 (2.52664,1.5672) (0.236298,-0.0509759) 0.125388 (1.8007,1.8) (0,0) 0.001 (1.8007,0.3) (0,0) 0.001
1.25 (1.97837,0.854785) (0.710688,-0.0681033) 0.158679 (5.98029,1.15206) 1.66747 -0.0955356 (2.45528,0.485537) (0.203835,-0.0460832) 0.189339 (2.65194,0.972466) (0.278891,0.0695123) 0.173922 (2.34783,1.21773) (0.209367,-0.0783343) 0.198076 (2.58602,1.55595) (0.23751,-0.0449945) 0.125388 (1.97837,1.8) (0,0) 0.001 (1.97837,0.3) (0,0) 0.001
1.5 (2.15237,0.837679) (0.696001,-0.0684245) 0.158679 (5.98029,1.15206) 1.66747 -0.0979961 (2.50624,0.474017) (0.203835,-0.04608) 0.189339 (2.7216,0.990079) (0.278656,0.070449) 0.173922 (2.40184,1.19841) (0.216022,-0.0772763) 0.198076 (2.64604,1.54895) (0.240107,-0.028001) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.32416,0.820588) (0.687154,-0.0683628) 0.158679 (5.98029,1.15206) 1.66747 -0.0991606 (2.55717,0.462369) (0.203718,-0.0465955) 0.189339 (2.79122,1.00785) (0.278491,0.0710987) 0.173922 (2.45695,1.17927) (0.220459,-0.0765665) 0.198076 (2.70628,1.54408) (0.240946,-0.0195) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.49466,0.803497) (0.682001,-0.0683654) 0.158679 (5.98029,1.15206) 1.66747 -0.0999087 (2.60806,0.450565) (0.203575,-0.0472155) 0.189339 (2.86081,1.02578) (0.278336,0.0717012) 0.173922 (2.51299,1.16034) (0.224138,-0.0757382) 0.198076 (2.7666,1.54039) (0.241285,-0.0147338) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.66558,0.786167) (0.683701,-0.069317) 0.158679 (5.98029,1.15206) 1.66747 -0.10104 (2.65891,0.438558) (0.203385,-0.0480276) 0.189339 (2.93035,1.04386) (0.278174,0.072326) 0.173922 (2.57034,1.14207) (0.229423,-0.0730546) 0.198076 (2.82696,1.53745) (0.241448,-0.0117655) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.5 (2.89045,0.748539) (0.899471,-0.150512) 0.158679 (5.98029,1.15206) 1.66747 -0.165797 (2.70988,0.427078) (0.203872,-0.0459179) 0.189339 (2.99981,1.06225) (0.277849,0.0735671) 0.173922 (2.62941,1.11886) (0.236283,-0.0928441) 0.198076 (2.88735,1.53504) (0.241541,-0.00966927) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.75 (3.14411,0.734645) (1.01464,-0.0555788) 0.158679 (5.98029,1.15206) 1.66747 -0.054722 (2.76085,0.4156) (0.203873,-0.0459123) 0.189339 (3.07165,1.06079) (0.287364,-0.0058391) 0.173922 (2.69294,1.0929) (0.254103,-0.103842) 0.198076 (2.94775,1.53317) (0.241619,-0.00746671) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3 (3.39634,0.755957) (1.0089,0.0852481) 0.158679 (5.98029,1.15206) 1.66747 0.0842958 (2.81182,0.40413) (0.20388,-0.0458815) 0.189339 (3.14347,1.05842) (0.287266,-0.00948952) 0.173922 (2.76262,1.06289) (0.278726,-0.120056) 0.198076 (3.00706,1.52156) (0.237236,-0.0464183) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.25 (3.64345,0.793851) (0.988444,0.151578) 0.158679 (5.98029,1.15206) 1.66747 0.152164 (2.86279,0.392651) (0.203872,-0.0459175) 0.189339 (3.21529,1.05605) (0.287267,-0.00946986) 0.173922 (2.83792,1.02477) (0.301199,-0.152484) 0.198076 (3.06584,1.50753) (0.235122,-0.0561538) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.5 (3.89057,0.831739) (0.988496,0.151552) 0.158679 (5.98029,1.15206) 1.66747 0.152131 (2.91376,0.38118) (0.20388,-0.0458811) 0.189339 (3.2871,1.05368) (0.287267,-0.00946942) 0.173922 (2.91851,0.979175) (0.322362,-0.182366) 0.198076 (3.12462,1.49349) (0.235124,-0.0561457) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.75 (4.1377,0.869611) (0.988539,0.151488) 0.158679 (5.98029,1.15206) 1.66747 0.152061 (2.96472,0.369706) (0.203876,-0.0458986) 0.189339 (3.35892,1.05132) (0.287267,-0.00947472) 0.173922 (3.00361,0.927551) (0.340419,-0.206495) 0.198076 (3.1834,1.47946) (0.235127,-0.0561307) 0.125388 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
