[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.13516,0.936182) (0,0) 0.188575 (5.98029,1.15206) 1.8146 0 (2.37277,0.457489) (0,0) 0.200174 (2.33779,0.886493) (0,0) 0.165542 (2.38996,1.28645) (0,0) 0.14288 (2.29803,1.59466) (0,0) 0.191155 (1.13516,1.8) (0,0) 0.001 (1.13516,0.3) (0,0) 0.001
0.25 (1.38494,0.947311) (0.999107,0.0445175) 0.188575 (5.98029,1.15206) 1.8146 0.0445278 (2.40917,0.450526) (0.145567,-0.027852) 0.200174 (2.35674,0.886415) (0.0757888,-0.000313036) 0.165542 (2.46019,1.2749) (0.280909,-0.046214) 0.14288 (2.35303,1.61754) (0.220003,0.0915232) 0.191155 (1.38494,1.8) (0,0) 0.001 (1.38494,0.3) (0,0) 0.001
0.5 (1.62559,0.986842) (0.962623,0.158124) 0.188575 (5.98029,1.15206) 1.8146 0.16281 (2.44556,0.443564) (0.145568,-0.0278505) 0.200174 (2.3525,0.853292) (-0.0169645,-0.132489) 0.165542 (2.52467,1.24476) (0.257901,-0.120552) 0.14288 (2.41248,1.62129) (0.237806,0.0150299) 0.191155 (1.62559,1.8) (0,0) 0.001 (1.62559,0.3) (0,0) 0.001
0.75 (1.84286,1.03987) (0.869071,0.212127) 0.188575 (5.98029,1.15206) 1.8146 0.239404 (2.48195,0.436598) (0.145566,-0.0278611) 0.200174 (2.35071,0.817002) (-0.00715175,-0.145163) 0.165542 (2.57181,1.19143) (0.188555,-0.21329) 0.14288 (2.4706,1.6082) (0.232455,-0.0523707) 0.191155 (1.84286,1.8) (0,0) 0.001 (1.84286,0.3) (0,0) 0.001
1 (2.0116,1.06846) (0.674974,0.114355) 0.188575 (5.98029,1.15206) 1.8146 0.167828 (2.51705,0.42473) (0.140399,-0.0474738) 0.200174 (2.36748,0.794861) (0.0670591,-0.088564) 0.165542 (2.6158,1.13549) (0.175976,-0.223782) 0.14288 (2.53014,1.60648) (0.238181,-0.00688442) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.25 (2.16393,1.09249) (0.609294,0.0961246) 0.188575 (5.98029,1.15206) 1.8146 0.156474 (2.55012,0.408015) (0.132271,-0.0668582) 0.200174 (2.39357,0.778018) (0.104363,-0.0673706) 0.165542 (2.66095,1.08047) (0.180589,-0.220076) 0.14288 (2.58969,1.60476) (0.238181,-0.0068844) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.5 (2.30558,1.11356) (0.566637,0.0842844) 0.188575 (5.98029,1.15206) 1.8146 0.147662 (2.58245,0.389921) (0.129334,-0.0723754) 0.200174 (2.42612,0.762977) (0.130226,-0.0601653) 0.165542 (2.7071,1.02629) (0.184609,-0.216714) 0.14288 (2.64923,1.60304) (0.238181,-0.00688439) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.43961,1.13252) (0.536097,0.0758074) 0.188575 (5.98029,1.15206) 1.8146 0.140475 (2.6148,0.371865) (0.129418,-0.0722261) 0.200174 (2.46257,0.754459) (0.145781,-0.0340703) 0.165542 (2.75427,0.972996) (0.188673,-0.213186) 0.14288 (2.70878,1.60132) (0.238181,-0.00688439) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.56679,1.14957) (0.508725,0.0682097) 0.188575 (5.98029,1.15206) 1.8146 0.133285 (2.6476,0.354618) (0.131172,-0.0689888) 0.200174 (2.50195,0.753444) (0.157522,-0.00406174) 0.165542 (2.80289,0.921021) (0.194485,-0.207897) 0.14288 (2.76832,1.5996) (0.238181,-0.00688435) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.70576,1.16989) (0.555885,0.0812998) 0.188575 (5.98029,1.15206) 1.8146 0.145223 (2.68122,0.339049) (0.134489,-0.0622754) 0.200174 (2.54441,0.760077) (0.169821,0.0265324) 0.165542 (2.85043,0.868054) (0.190149,-0.211871) 0.14288 (2.82787,1.59787) (0.238181,-0.00688434) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.5 (2.94573,1.20012) (0.959858,0.120886) 0.188575 (5.98029,1.15206) 1.8146 0.125282 (2.71484,0.32348) (0.134489,-0.0622754) 0.200174 (2.58861,0.771335) (0.176818,0.0450338) 0.165542 (2.89796,0.815086) (0.190149,-0.211871) 0.14288 (2.88741,1.59615) (0.238181,-0.0068843) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.75 (3.19572,1.19615) (0.999958,-0.0158467) 0.188575 (5.98029,1.15206) 1.8146 -0.015846 (2.74846,0.307911) (0.134489,-0.0622754) 0.200174 (2.63528,0.790719) (0.186684,0.0775358) 0.165542 (2.9455,0.762118) (0.190149,-0.211871) 0.14288 (2.94512,1.58137) (0.230831,-0.0591184) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3 (3.44568,1.1922) (0.999857,-0.0158269) 0.188575 (5.98029,1.15206) 1.8146 -0.0158278 (2.78209,0.292342) (0.134489,-0.0622754) 0.200174 (2.68865,0.800278) (0.213476,0.0382351) 0.165542 (2.99304,0.70915) (0.190149,-0.211871) 0.14288 (3.00283,1.56659) (0.23083,-0.0591222) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.25 (3.69567,1.18824) (0.999949,-0.0158354) 0.188575 (5.98029,1.15206) 1.8146 -0.0158349 (2.81571,0.276773) (0.134489,-0.0622754) 0.200174 (2.75228,0.800885) (0.254538,0.00243055) 0.165542 (3.04057,0.656183) (0.190149,-0.211871) 0.14288 (3.06054,1.55181) (0.230827,-0.0591323) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.5 (3.94563,1.18428) (0.999851,-0.0158181) 0.188575 (5.98029,1.15206) 1.8146 -0.0158191 (2.84933,0.261205) (0.134489,-0.0622753) 0.200174 (2.83068,0.798583) (0.313567,-0.0092091) 0.165542 (3.08811,0.603215) (0.190149,-0.211871) 0.14288 (3.11824,1.53703) (0.230828,-0.0591273) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.75 (4.19561,1.18032) (0.999921,-0.0158403) 0.188575 (5.98029,1.15206) 1.8146 -0.0158402 (2.88295,0.245636) (0.134489,-0.0622754) 0.200174 (2.91018,0.800393) (0.318018,0.00724089) 0.165542 (3.13565,0.550247) (0.190149,-0.211871) 0.14288 (3.17595,1.52225) (0.23083,-0.0591227) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
4 (4.44558,1.17636) (0.999863,-0.0158584) 0.188575 (5.98029,1.15206) 1.8146 -0.0158592 (2.91658,0.230067) (0.134489,-0.0622754) 0.200174 (2.98962,0.804054) (0.317763,0.014641) 0.165542 (3.18318,0.497279) (0.190149,-0.211871) 0.14288 (3.23366,1.50746) (0.230823,-0.059147) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
4.25 (4.69554,1.1724) (0.999871,-0.0158283) 0.188575 (5.98029,1.15206) 1.8146 -0.0158291 (2.9502,0.214498) (0.134489,-0.0622753) 0.200174 (3.06902,0.808505) (0.317601,0.0178061) 0.165542 (3.23072,0.444312) (0.190149,-0.211871) 0.14288 (3.29136,1.49268) (0.230827,-0.0591328) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
4.5 (4.94552,1.16847) (0.999902,-0.0157489) 0.188575 (5.98029,1.15206) 1.8146 -0.0157491 (2.98382,0.198929) (0.134489,-0.0622753) 0.200174 (3.14841,0.813169) (0.317553,0.0186559) 0.165542 (3.27826,0.391344) (0.190149,-0.211871) 0.14288 (3.34907,1.4779) (0.230828,-0.0591276) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
4.75 (5.19549,1.1645) (0.999874,-0.0158491) 0.188575 (5.98029,1.15206) 1.8146 -0.0158498 (3.01744,0.18336) (0.134489,-0.0622753) 0.200174 (3.2278,0.817828) (0.317554,0.0186367) 0.165542 (3.3258,0.338376) (0.190148,-0.211871) 0.14288 (3.40678,1.46311) (0.230828,-0.059129) 0.191155 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
