[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.31054,1.17011) (0,0) 0.166343 (5.98029,1.15206) 1.74143 0 (2.208,0.407066) (0,0) 0.165138 (2.27279,0.936856) (0,0) 0.160108 (2.22354,1.15585) (0,0) 0.150903 (2.2646,1.53657) (0,0) 0.15718 (1.31054,1.8) (0,0) 0.001 (1.31054,0.3) (0,0) 0.001
0.25 (1.32548,1.1728) (0.0597615,0.0107395) 0.166343 (5.98029,1.15206) 1.74143 0.177809 (2.27758,0.397535) (0.278297,-0.038126) 0.165138 (2.29952,0.913553) (0.106894,-0.0932124) 0.160108 (2.20567,1.17775) (-0.0714539,0.0876024) 0.150903 (2.33713,1.5305) (0.290089,-0.0242896) 0.15718 (1.32548,1.8) (0,0) 0.001 (1.32548,0.3) (0,0) 0.001
0.5 (1.41304,1.13748) (0.350259,-0.141291) 0.166343 (5.98029,1.15206) 1.74143 -0.383426 (2.34715,0.388001) (0.278295,-0.0381371) 0.165138 (2.33472,0.909353) (0.140829,-0.0168011) 0.160108 (2.22307,1.20012) (0.0695952,0.0894823) 0.150903 (2.4086,1.51681) (0.285911,-0.0547388) 0.15718 (1.41304,1.8) (0,0) 0.001 (1.41304,0.3) (0,0) 0.001
0.75 (1.59449,1.0367) (0.725792,-0.403116) 0.166343 (5.98029,1.15206) 1.74143 -0.506991 (2.41673,0.378465) (0.278294,-0.0381438) 0.165138 (2.37018,0.909971) (0.141806,0.00247369) 0.160108 (2.26223,1.21496) (0.156632,0.0593473) 0.150903 (2.48008,1.50313) (0.285913,-0.0547275) 0.15718 (1.59449,1.8) (0,0) 0.001 (1.59449,0.3) (0,0) 0.001
1 (1.77438,0.938755) (0.71957,-0.391772) 0.166343 (5.98029,1.15206) 1.74143 -0.498574 (2.4863,0.368928) (0.278294,-0.0381475) 0.165138 (2.40563,0.910592) (0.141806,0.00248486) 0.160108 (2.31438,1.22359) (0.208619,0.0345473) 0.150903 (2.55156,1.48945) (0.28591,-0.0547429) 0.15718 (1.77438,1.8) (0,0) 0.001 (1.77438,0.3) (0,0) 0.001
1.25 (1.90501,0.874805) (0.52252,-0.255799) 0.166343 (5.98029,1.15206) 1.74143 -0.455252 (2.55071,0.396901) (0.257649,0.111892) 0.165138 (2.44108,0.91121) (0.141806,0.0024684) 0.160108 (2.37397,1.22789) (0.238338,0.0171876) 0.150903 (2.62304,1.47576) (0.28591,-0.0547462) 0.15718 (1.90501,1.8) (0,0) 0.001 (1.90501,0.3) (0,0) 0.001
1.5 (2.02365,0.818909) (0.474559,-0.223583) 0.166343 (5.98029,1.15206) 1.74143 -0.440293 (2.61206,0.431078) (0.245385,0.136707) 0.165138 (2.47653,0.911828) (0.141806,0.0024716) 0.160108 (2.43535,1.22934) (0.245516,0.0058164) 0.150903 (2.69451,1.46207) (0.28591,-0.0547478) 0.15718 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.13663,0.765806) (0.451915,-0.212412) 0.166343 (5.98029,1.15206) 1.74143 -0.439382 (2.67374,0.464641) (0.246735,0.134255) 0.165138 (2.51198,0.912448) (0.141806,0.00248007) 0.160108 (2.49271,1.22938) (0.229441,0.00016117) 0.150903 (2.76599,1.44839) (0.285914,-0.054726) 0.15718 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.24543,0.71591) (0.435213,-0.199584) 0.166343 (5.98029,1.15206) 1.74143 -0.429974 (2.73566,0.497773) (0.247667,0.132528) 0.165138 (2.54743,0.913063) (0.141806,0.00246012) 0.160108 (2.54882,1.22833) (0.224455,-0.00423556) 0.150903 (2.83783,1.43674) (0.287349,-0.0466036) 0.15718 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.35093,0.66943) (0.421985,-0.185923) 0.166343 (5.98029,1.15206) 1.74143 -0.415002 (2.79774,0.530588) (0.248343,0.131257) 0.165138 (2.58288,0.913682) (0.141806,0.00247703) 0.160108 (2.60453,1.22641) (0.22284,-0.00765808) 0.150903 (2.90987,1.42639) (0.288144,-0.041411) 0.15718 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
