[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.4751,0.954849) (0,0) 0.194303 (5.99563,1.71825) 1.82898 0 (2.3883,0.531609) (0,0) 0.202281 (2.26399,0.841232) (0,0) 0.168515 (2.24149,1.20963) (0,0) 0.130875 (2.39154,1.63193) (0,0) 0.189332 (1.4751,1.8) (0,0) 0.001 (1.4751,0.3) (0,0) 0.001
0.25 (1.48659,0.958507) (0.0459763,0.0146336) 0.194303 (5.99563,1.71825) 1.82898 0.308147 (2.41592,0.522684) (0.11051,-0.0356981) 0.202281 (2.24781,0.84814) (-0.0646972,0.0276317) 0.168515 (2.25383,1.20864) (0.0493831,-0.00396653) 0.130875 (2.44936,1.62386) (0.231295,-0.0322712) 0.189332 (1.48659,1.8) (0,0) 0.001 (1.48659,0.3) (0,0) 0.001
0.5 (1.50051,0.990867) (0.0556791,0.129438) 0.194303 (5.99563,1.71825) 1.82898 1.16456 (2.44435,0.516787) (0.113712,-0.0235884) 0.202281 (2.25,0.848245) (0.00875098,0.00042033) 0.168515 (2.28948,1.20248) (0.142585,-0.024633) 0.130875 (2.50719,1.6158) (0.231295,-0.0322692) 0.189332 (1.50051,1.8) (0,0) 0.001 (1.50051,0.3) (0,0) 0.001
0.75 (1.53838,1.02161) (0.151465,0.122966) 0.194303 (5.99563,1.71825) 1.82898 0.681923 (2.47278,0.51089) (0.113712,-0.0235902) 0.202281 (2.26684,0.846913) (0.0673624,-0.00532702) 0.168515 (2.34255,1.1879) (0.212278,-0.0583005) 0.130875 (2.56501,1.60772) (0.231292,-0.0322935) 0.189332 (1.53838,1.8) (0,0) 0.001 (1.53838,0.3) (0,0) 0.001
1 (1.66532,1.14039) (0.507755,0.475115) 0.194303 (5.99563,1.71825) 1.82898 0.752202 (2.50121,0.504993) (0.113713,-0.0235864) 0.202281 (2.29341,0.846924) (0.106276,4.37368e-05) 0.168515 (2.41043,1.15381) (0.271534,-0.136382) 0.130875 (2.62283,1.59965) (0.231293,-0.0322848) 0.189332 (1.66532,1.8) (0,0) 0.001 (1.66532,0.3) (0,0) 0.001
1.25 (1.87859,1.24152) (0.853093,0.404515) 0.194303 (5.99563,1.71825) 1.82898 0.442775 (2.52964,0.499098) (0.113714,-0.0235817) 0.202281 (2.32516,0.845436) (0.127021,-0.0059544) 0.168515 (2.47704,1.11728) (0.266427,-0.146106) 0.130875 (2.68066,1.59158) (0.231293,-0.0322885) 0.189332 (1.87859,1.8) (0,0) 0.001 (1.87859,0.3) (0,0) 0.001
1.5 (2.05278,1.33341) (0.69674,0.367574) 0.194303 (5.99563,1.71825) 1.82898 0.485453 (2.55806,0.493201) (0.113712,-0.0235877) 0.202281 (2.35861,0.842251) (0.133766,-0.012736) 0.168515 (2.54365,1.08076) (0.266428,-0.146106) 0.130875 (2.7251,1.55373) (0.177792,-0.151423) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.21605,1.42701) (0.653102,0.374417) 0.194303 (5.99563,1.71825) 1.82898 0.520548 (2.58649,0.487305) (0.113713,-0.0235851) 0.202281 (2.39296,0.838146) (0.137431,-0.0164205) 0.168515 (2.61025,1.04423) (0.266428,-0.146106) 0.130875 (2.77046,1.51697) (0.181439,-0.147033) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.37012,1.5198) (0.616278,0.371153) 0.194303 (5.99563,1.71825) 1.82898 0.542072 (2.61492,0.481408) (0.113713,-0.023587) 0.202281 (2.42902,0.833783) (0.144233,-0.0174516) 0.168515 (2.6763,1.0067) (0.264187,-0.150119) 0.130875 (2.81666,1.48126) (0.184772,-0.142822) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.51498,1.60975) (0.57942,0.359786) 0.194303 (5.99563,1.71825) 1.82898 0.555675 (2.64335,0.475511) (0.113713,-0.0235863) 0.202281 (2.47088,0.830279) (0.167411,-0.014018) 0.168515 (2.74115,0.967131) (0.259384,-0.158273) 0.130875 (2.86385,1.44689) (0.188773,-0.137491) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.5 (2.64053,1.68895) (0.50223,0.31681) 0.194303 (5.99563,1.71825) 1.82898 0.562764 (2.67178,0.469616) (0.113714,-0.0235815) 0.202281 (2.51629,0.833075) (0.181643,0.0111843) 0.168515 (2.80599,0.92756) (0.259378,-0.158283) 0.130875 (2.91448,1.41781) (0.202505,-0.11632) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.75 (2.81307,1.78425) (0.690157,0.381198) 0.194303 (5.99563,1.71825) 1.82898 0.504634 (2.7002,0.463719) (0.113712,-0.0235886) 0.202281 (2.56565,0.859482) (0.197472,0.105628) 0.168515 (2.87083,0.887987) (0.259372,-0.158292) 0.130875 (2.97258,1.41206) (0.232399,-0.0230105) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3 (3.05823,1.83932) (0.980632,0.220265) 0.194303 (5.99563,1.71825) 1.82898 0.220949 (2.72863,0.45782) (0.113711,-0.0235957) 0.202281 (2.62423,0.925889) (0.234317,0.265627) 0.168515 (2.93568,0.848417) (0.259379,-0.158282) 0.130875 (3.03067,1.4063) (0.232397,-0.0230319) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.25 (3.30802,1.82902) (0.999155,-0.0412045) 0.194303 (5.99563,1.71825) 1.82898 -0.0412159 (2.75706,0.451923) (0.113713,-0.0235871) 0.202281 (2.68585,0.989835) (0.246484,0.255784) 0.168515 (3.00053,0.808853) (0.259395,-0.158256) 0.130875 (3.08877,1.40054) (0.232397,-0.0230314) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.5 (3.55781,1.81872) (0.999151,-0.0411831) 0.194303 (5.99563,1.71825) 1.82898 -0.0411948 (2.78549,0.446025) (0.113711,-0.0235939) 0.202281 (2.74905,1.05076) (0.252803,0.243686) 0.168515 (3.06537,0.769285) (0.259386,-0.158271) 0.130875 (3.14687,1.39479) (0.232399,-0.0230157) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.75 (3.8076,1.80841) (0.999172,-0.0412259) 0.194303 (5.99563,1.71825) 1.82898 -0.0412367 (2.81392,0.440129) (0.113713,-0.0235831) 0.202281 (2.813,1.10835) (0.255794,0.230359) 0.168515 (3.13022,0.729721) (0.259394,-0.158257) 0.130875 (3.20497,1.38903) (0.232398,-0.0230248) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
4 (4.05738,1.79813) (0.999095,-0.0411267) 0.194303 (5.99563,1.71825) 1.82898 -0.0411408 (2.84234,0.434232) (0.113713,-0.0235861) 0.202281 (2.87722,1.16242) (0.25687,0.21631) 0.168515 (3.19507,0.690152) (0.259383,-0.158275) 0.130875 (3.26307,1.38327) (0.232398,-0.0230213) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
4.25 (4.30716,1.78784) (0.999146,-0.0411761) 0.194303 (5.99563,1.71825) 1.82898 -0.0411879 (2.87077,0.428336) (0.113713,-0.0235859) 0.202281 (2.94144,1.21294) (0.25686,0.202086) 0.168515 (3.25991,0.650581) (0.259376,-0.158286) 0.130875 (3.32117,1.37752) (0.232396,-0.0230393) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
4.5 (4.55694,1.77755) (0.999113,-0.0411369) 0.194303 (5.99563,1.71825) 1.82898 -0.0411501 (2.8992,0.42244) (0.113714,-0.0235819) 0.202281 (3.0055,1.25995) (0.256245,0.188022) 0.168515 (3.32476,0.611013) (0.259385,-0.158272) 0.130875 (3.37927,1.37176) (0.232398,-0.0230194) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
4.75 (4.80671,1.76726) (0.999069,-0.0411625) 0.194303 (5.99563,1.71825) 1.82898 -0.0411775 (2.92763,0.416542) (0.113711,-0.0235945) 0.202281 (3.06932,1.3035) (0.25529,0.174185) 0.168515 (3.38961,0.571446) (0.259389,-0.158266) 0.130875 (3.43737,1.366) (0.232397,-0.0230312) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
5 (5.0565,1.75697) (0.999157,-0.0411901) 0.194303 (5.99563,1.71825) 1.82898 -0.0412016 (2.95606,0.410645) (0.113712,-0.0235884) 0.202281 (3.13286,1.34369) (0.25418,0.160791) 0.168515 (3.45445,0.531873) (0.259373,-0.158291) 0.130875 (3.49547,1.36025) (0.232398,-0.0230226) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
5.25 (5.29127,1.7473) (0.939079,-0.0386467) 0.194303 (5.99563,1.71825) 1.82898 -0.0411306 (2.98449,0.404748) (0.113713,-0.0235844) 0.202281 (3.19613,1.38074) (0.253079,0.148201) 0.168515 (3.5193,0.492308) (0.259391,-0.158262) 0.130875 (3.55357,1.35449) (0.232399,-0.0230135) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
5.5 (5.46737,1.74006) (0.704418,-0.0289885) 0.194303 (5.99563,1.71825) 1.82898 -0.0411291 (3.01291,0.398852) (0.113713,-0.0235845) 0.202281 (3.25929,1.41548) (0.252626,0.138931) 0.168515 (3.58414,0.45274) (0.259386,-0.15827) 0.130875 (3.61167,1.34874) (0.232398,-0.0230162) 0.189332 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
