[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.39854,0.922308) (0,0) 0.214234 (5.99563,1.71825) 1.70869 0 (2.35176,0.552378) (0,0) 0.188837 (2.32577,0.792923) (0,0) 0.123565 (2.35224,1.16778) (0,0) 0.15454 (2.33032,1.61966) (0,0) 0.12584 (1.39854,1.8) (0,0) 0.001 (1.39854,0.3) (0,0) 0.001
0.25 (1.41393,0.924316) (0.0615417,0.00803012) 0.214234 (5.99563,1.71825) 1.70869 0.12975 (2.40995,0.52323) (0.232741,-0.116589) 0.188837 (2.30607,0.811471) (-0.0788036,0.0741911) 0.123565 (2.42084,1.16092) (0.274403,-0.0274167) 0.15454 (2.4249,1.61994) (0.378311,0.00113125) 0.12584 (1.41393,1.8) (0,0) 0.001 (1.41393,0.3) (0,0) 0.001
0.5 (1.45324,0.903812) (0.15726,-0.0820162) 0.214234 (5.99563,1.71825) 1.70869 -0.480725 (2.47367,0.51004) (0.254907,-0.0527627) 0.188837 (2.33186,0.815089) (0.103143,0.0144736) 0.123565 (2.48494,1.13554) (0.256398,-0.101531) 0.15454 (2.51859,1.60703) (0.374773,-0.0516346) 0.12584 (1.45324,1.8) (0,0) 0.001 (1.45324,0.3) (0,0) 0.001
0.75 (1.51732,0.862847) (0.256312,-0.163859) 0.214234 (5.99563,1.71825) 1.70869 -0.568814 (2.5374,0.496855) (0.254912,-0.0527394) 0.188837 (2.35837,0.820504) (0.106044,0.0216574) 0.123565 (2.54866,1.10921) (0.25486,-0.105334) 0.15454 (2.61228,1.59412) (0.374771,-0.0516479) 0.12584 (1.51732,1.8) (0,0) 0.001 (1.51732,0.3) (0,0) 0.001
1 (1.69707,0.777942) (0.71901,-0.33962) 0.214234 (5.99563,1.71825) 1.70869 -0.441279 (2.60113,0.483663) (0.254906,-0.0527664) 0.188837 (2.38488,0.825919) (0.106043,0.0216599) 0.123565 (2.61231,1.08272) (0.254607,-0.105944) 0.15454 (2.70598,1.58121) (0.374771,-0.0516469) 0.12584 (1.69707,1.8) (0,0) 0.001 (1.69707,0.3) (0,0) 0.001
1.25 (1.83296,0.715648) (0.543545,-0.249174) 0.214234 (5.99563,1.71825) 1.70869 -0.429837 (2.66593,0.477674) (0.259206,-0.0239554) 0.188837 (2.41139,0.831332) (0.106044,0.0216552) 0.123565 (2.67606,1.05648) (0.255019,-0.104948) 0.15454 (2.79967,1.5683) (0.374773,-0.0516309) 0.12584 (1.83296,1.8) (0,0) 0.001 (1.83296,0.3) (0,0) 0.001
1.5 (1.96166,0.65443) (0.514822,-0.244873) 0.214234 (5.99563,1.71825) 1.70869 -0.443976 (2.73073,0.471658) (0.259195,-0.0240657) 0.188837 (2.4379,0.836748) (0.106042,0.0216631) 0.123565 (2.74144,1.03458) (0.261488,-0.0875939) 0.15454 (2.89336,1.55539) (0.374773,-0.0516344) 0.12584 (1.96166,1.8) (0,0) 0.001 (1.96166,0.3) (0,0) 0.001
1.75 (2.08471,0.595397) (0.492187,-0.236132) 0.214234 (5.99563,1.71825) 1.70869 -0.447326 (2.79552,0.465605) (0.259182,-0.0242131) 0.188837 (2.46441,0.842161) (0.106045,0.021651) 0.123565 (2.80755,1.01506) (0.264474,-0.078115) 0.15454 (2.98706,1.54248) (0.374774,-0.0516215) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.20297,0.53914) (0.473039,-0.225026) 0.214234 (5.99563,1.71825) 1.70869 -0.444021 (2.86031,0.459457) (0.259146,-0.0245901) 0.188837 (2.49092,0.847574) (0.106044,0.0216541) 0.123565 (2.87409,0.997003) (0.266148,-0.0722076) 0.15454 (3.08075,1.52958) (0.374773,-0.0516325) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.31691,0.485979) (0.455758,-0.212644) 0.214234 (5.99563,1.71825) 1.70869 -0.436549 (2.92509,0.453205) (0.259106,-0.0250099) 0.188837 (2.51743,0.852989) (0.106044,0.0216575) 0.123565 (2.94088,0.979922) (0.267171,-0.0683245) 0.15454 (3.17444,1.51667) (0.374773,-0.0516297) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.5 (2.42681,0.436067) (0.439614,-0.199648) 0.214234 (5.99563,1.71825) 1.70869 -0.426295 (2.98985,0.446845) (0.259064,-0.0254395) 0.188837 (2.54394,0.858404) (0.106043,0.0216593) 0.123565 (3.00785,0.963526) (0.267857,-0.0655833) 0.15454 (3.26814,1.50376) (0.374774,-0.0516222) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.75 (2.53279,0.389539) (0.423919,-0.186112) 0.214234 (5.99563,1.71825) 1.70869 -0.413691 (3.05461,0.440379) (0.259022,-0.025863) 0.188837 (2.57046,0.863819) (0.106043,0.0216612) 0.123565 (3.07494,0.947651) (0.268358,-0.063501) 0.15454 (3.36183,1.49086) (0.374774,-0.0516234) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3 (2.63499,0.346397) (0.408795,-0.172569) 0.214234 (5.99563,1.71825) 1.70869 -0.399445 (3.11935,0.433811) (0.258981,-0.026272) 0.188837 (2.59697,0.869233) (0.106044,0.0216565) 0.123565 (3.14213,0.932198) (0.268752,-0.0618124) 0.15454 (3.45552,1.47795) (0.374774,-0.0516236) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.25 (2.73345,0.306687) (0.393833,-0.158842) 0.214234 (5.99563,1.71825) 1.70869 -0.383368 (3.18409,0.427146) (0.258941,-0.0266618) 0.188837 (2.62348,0.874648) (0.106043,0.0216606) 0.123565 (3.2094,0.917106) (0.26908,-0.0603701) 0.15454 (3.54922,1.46504) (0.374774,-0.0516257) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.5 (2.82821,0.270418) (0.379047,-0.145074) 0.214234 (5.99563,1.71825) 1.70869 -0.365533 (3.24881,0.420388) (0.258903,-0.0270299) 0.188837 (2.64999,0.880063) (0.106044,0.0216579) 0.123565 (3.27674,0.902333) (0.269364,-0.0590914) 0.15454 (3.64291,1.45214) (0.374775,-0.0516207) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
3.75 (2.91935,0.237562) (0.36453,-0.131425) 0.214234 (5.99563,1.71825) 1.70869 -0.346027 (3.31353,0.413544) (0.258867,-0.0273754) 0.188837 (2.6765,0.885477) (0.106043,0.0216586) 0.123565 (3.34414,0.88785) (0.269616,-0.0579293) 0.15454 (3.7366,1.43923) (0.374773,-0.0516304) 0.12584 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
