[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.3169,1.09364) (0,0) 0.123186 (5.99563,1.71825) 1.92782 0 (2.3631,0.448858) (0,0) 0.126673 (2.23548,0.814252) (0,0) 0.148716 (2.27837,1.18688) (0,0) 0.123501 (2.38791,1.68389) (0,0) 0.168615 (1.3169,1.8) (0,0) 0.001 (1.3169,0.3) (0,0) 0.001
0.25 (1.33393,1.10433) (0.0681224,0.0427395) 0.123186 (5.99563,1.71825) 1.92782 0.560318 (2.42256,0.439594) (0.237831,-0.0370544) 0.126673 (2.24742,0.815466) (0.0477659,0.00485691) 0.148716 (2.32902,1.1803) (0.20258,-0.0263352) 0.123501 (2.43883,1.67613) (0.203708,-0.0310312) 0.168615 (1.33393,1.8) (0,0) 0.001 (1.33393,0.3) (0,0) 0.001
0.5 (1.38098,1.13295) (0.188196,0.114498) 0.123186 (5.99563,1.71825) 1.92782 0.54657 (2.48202,0.430327) (0.237828,-0.0370697) 0.126673 (2.28245,0.807263) (0.14013,-0.0328097) 0.148716 (2.37438,1.15684) (0.18147,-0.0938117) 0.123501 (2.48976,1.66837) (0.203704,-0.0310518) 0.168615 (1.38098,1.8) (0,0) 0.001 (1.38098,0.3) (0,0) 0.001
0.75 (1.55557,1.24227) (0.69836,0.437273) 0.123186 (5.99563,1.71825) 1.92782 0.55942 (2.54148,0.421059) (0.237828,-0.0370714) 0.126673 (2.32558,0.787116) (0.172511,-0.0805912) 0.148716 (2.41975,1.13339) (0.18147,-0.0938117) 0.123501 (2.54068,1.66061) (0.203705,-0.0310501) 0.168615 (1.55557,1.8) (0,0) 0.001 (1.55557,0.3) (0,0) 0.001
1 (1.79796,1.30682) (0.969573,0.258196) 0.123186 (5.99563,1.71825) 1.92782 0.260259 (2.60093,0.411792) (0.237829,-0.0370656) 0.126673 (2.37553,0.764714) (0.199804,-0.0896048) 0.148716 (2.46464,1.10904) (0.179573,-0.0973944) 0.123501 (2.59161,1.65284) (0.203705,-0.031051) 0.168615 (1.79796,1.8) (0,0) 0.001 (1.79796,0.3) (0,0) 0.001
1.25 (2.0465,1.33472) (0.994163,0.111614) 0.123186 (5.99563,1.71825) 1.92782 0.111801 (2.66039,0.402527) (0.23783,-0.0370622) 0.126673 (2.42953,0.743309) (0.216,-0.0856236) 0.148716 (2.50906,1.08384) (0.177677,-0.100812) 0.123501 (2.63836,1.67449) (0.186976,0.0866006) 0.168615 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.5 (2.29532,1.35891) (0.99528,0.09674) 0.123186 (5.99563,1.71825) 1.92782 0.0968944 (2.71985,0.393263) (0.23783,-0.0370575) 0.126673 (2.48599,0.723356) (0.225839,-0.0798122) 0.148716 (2.55317,1.05809) (0.176426,-0.102985) 0.123501 (2.68702,1.6914) (0.194642,0.0676321) 0.168615 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.54415,1.38309) (0.995296,0.0967261) 0.123186 (5.99563,1.71825) 1.92782 0.096879 (2.7793,0.383991) (0.237826,-0.0370854) 0.126673 (2.54384,0.704161) (0.231408,-0.0767783) 0.148716 (2.59721,1.03223) (0.176145,-0.103465) 0.123501 (2.73741,1.7021) (0.201567,0.0427818) 0.168615 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.79299,1.40723) (0.995377,0.0965821) 0.123186 (5.99563,1.71825) 1.92782 0.0967279 (2.83876,0.374721) (0.237827,-0.0370792) 0.126673 (2.60235,0.685282) (0.234019,-0.0755176) 0.148716 (2.64124,1.00636) (0.176145,-0.103465) 0.123501 (2.7887,1.70691) (0.205155,0.0192611) 0.168615 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (3.04182,1.43141) (0.995313,0.0967119) 0.123186 (5.99563,1.71825) 1.92782 0.0968633 (2.89822,0.365454) (0.237829,-0.0370683) 0.126673 (2.66107,0.666508) (0.234893,-0.0750954) 0.148716 (2.68528,0.980494) (0.176145,-0.103465) 0.123501 (2.83943,1.69799) (0.202946,-0.0356741) 0.168615 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
