[[(7.0, 6.0), (0, 6.0), (0, 5.0), (7.0, 5.0)], [(7.0, 1.0), (0, 1.0), (0, 0), (7.0, 0)]]
timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.0 (6.0,2.5396878719329834) (0.0,0.0) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.0 (7.263067722320557,1.5) (0.0,0.0) 0.5 0.15555886494174043 (8.142067909240723,2.5) (0.0,0.0) 0.5 -0.2554432155090405 (7.141538143157959,3.5) (0.0,0.0) 0.5 -0.28047263483387014 (8.239949226379395,4.5) (0.0,0.0) 0.5 -0.38726617597381924 (6.0,5.0) (0,0) 1e-07 -0.3164220303651123 (6.0,1.0) (0,0) 1e-07 -0.3164220303651123 
1.0 (6.367062568664551,2.4852943420410156) (0.36706236004829407,-0.054393470287323) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 -0.1471153072096401 (7.883282661437988,1.1754487752914429) (0.6202148199081421,-0.32455122470855713) 0.5 0.15555886494174043 (8.765289306640625,2.181260585784912) (0.6232216358184814,-0.31873929500579834) 0.5 -0.2554432155090405 (7.4530158042907715,3.518407106399536) (0.31147778034210205,0.018407002091407776) 0.5 -0.28047263483387014 (8.904704093933105,4.71931791305542) (0.6647552251815796,0.21931803226470947) 0.5 -0.38726617597381924 (6.367062568664551,5.0) (0,0) 1e-07 -0.3164220303651123 (6.367062568664551,1.0) (0,0) 1e-07 -0.3164220303651123 
2.0 (6.881256103515625,2.5080320835113525) (0.5141933560371399,0.02273768186569214) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.0441913113244642 (8.558857917785645,0.9921523332595825) (0.6755756735801697,-0.18329645693302155) 0.5 0.15555886494174043 (9.388510704040527,1.8625212907791138) (0.6232216954231262,-0.31873926520347595) 0.5 -0.2554432155090405 (8.141728401184082,3.6436047554016113) (0.6887129545211792,0.12519757449626923) 0.5 -0.28047263483387014 (9.569459915161133,4.93863582611084) (0.6647553443908691,0.21931806206703186) 0.5 -0.38726617597381924 (6.881256103515625,5.0) (0,0) 1e-07 -0.3164220303651123 (6.881256103515625,1.0) (0,0) 1e-07 -0.3164220303651123 
3.0 (7.3038740158081055,2.509641647338867) (0.4226178526878357,0.0016094967722892761) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.003808379084789041 (9.2344331741333,0.8088558912277222) (0.6755755543708801,-0.18329641222953796) 0.5 0.15555886494174043 (10.01173210144043,1.543782114982605) (0.6232216954231262,-0.3187392055988312) 0.5 -0.2554432155090405 (8.83044147491455,3.7688021659851074) (0.6887129545211792,0.12519752979278564) 0.5 -0.28047263483387014 (10.234214782714844,5.157954216003418) (0.6647552847862244,0.21931816637516022) 0.5 -0.38726617597381924 (7.0,5.0) (0,0) 1e-07 -0.3164220303651123 (7.0,1.0) (0,0) 1e-07 -0.3164220303651123 
4.0 (7.741410255432129,2.52162766456604) (0.4375361204147339,0.011986110359430313) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.02738771218224806 (9.899795532226562,0.591387152671814) (0.665362536907196,-0.217468723654747) 0.5 0.15555886494174043 (10.649127006530762,1.2544256448745728) (0.6373953223228455,-0.28935644030570984) 0.5 -0.2554432155090405 (9.51915454864502,3.8939998149871826) (0.6887129545211792,0.1251976042985916) 0.5 -0.28047263483387014 (10.898969650268555,5.377272129058838) (0.6647553443908691,0.21931792795658112) 0.5 -0.38726617597381924 (7.0,5.0) (0,0) 1e-07 -0.3164220303651123 (7.0,1.0) (0,0) 1e-07 -0.3164220303651123 
5.0 (8.18597412109375,2.537565231323242) (0.4445642828941345,0.01593755930662155) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.03583449563998253 (10.372783660888672,0.5) (0.4729881286621094,-0.09138715267181396) 0.5 0.15555886494174043 (11.209410667419434,1.1111717224121094) (0.5602836608886719,-0.1432538628578186) 0.5 -0.2554432155090405 (10.102262496948242,4.0) (0.5831079483032227,0.10600018501281738) 0.5 -0.28047263483387014 (11.270959854125977,5.5) (0.37199005484580994,0.12272787094116211) 0.5 -0.38726617597381924 (7.0,5.0) (0,0) 1e-07 -0.3164220303651123 (7.0,1.0) (0,0) 1e-07 -0.3164220303651123 
6.0 (8.670416831970215,2.557224750518799) (0.48444312810897827,0.019659407436847687) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.04055920062934979 (10.372783660888672,0.5) (-1.0119709514810893e-09,0.0) 0.5 0.15555886494174043 (11.534940719604492,1.2784451246261597) (0.3255300521850586,0.1672733575105667) 0.5 -0.2554432155090405 (10.102262496948242,4.0) (-9.471039064123943e-09,0.0) 0.5 -0.28047263483387014 (11.270959854125977,5.5) (-1.3553990640957636e-07,0.0) 0.5 -0.38726617597381924 (7.0,5.0) (0,0) 1e-07 -0.3164220303651123 (7.0,1.0) (0,0) 1e-07 -0.3164220303651123 
7.0 (9.278314590454102,2.593259334564209) (0.6078982353210449,0.0360344760119915) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.05920786889952885 (10.372783660888672,0.5) (-1.0119709514810893e-09,0.0) 0.5 0.15555886494174043 (11.514309883117676,1.2792843580245972) (-0.020631203427910805,0.0008392110466957092) 0.5 -0.2554432155090405 (10.102262496948242,4.0) (-9.471039064123943e-09,0.0) 0.5 -0.28047263483387014 (11.270959854125977,5.5) (-1.3553990640957636e-07,0.0) 0.5 -0.38726617597381924 (7.0,5.0) (0,0) 1e-07 -0.3164220303651123 (7.0,1.0) (0,0) 1e-07 -0.3164220303651123 
8.0 (9.954736709594727,2.652250051498413) (0.676422119140625,0.05899081379175186) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.08698996898720182 (10.372783660888672,0.5) (-1.0119709514810893e-09,0.0) 0.5 0.15555886494174043 (11.338327407836914,1.183289647102356) (-0.17598213255405426,-0.09599471092224121) 0.5 -0.2554432155090405 (10.102262496948242,4.0) (-9.471039064123943e-09,0.0) 0.5 -0.28047263483387014 (11.270959854125977,5.5) (-1.3553990640957636e-07,0.0) 0.5 -0.38726617597381924 (7.0,5.0) (0,0) 1e-07 -0.3164220303651123 (7.0,1.0) (0,0) 1e-07 -0.3164220303651123 
9.0 (10.636436462402344,2.719388484954834) (0.6817001104354858,0.0671384260058403) 0.5 -0.3164220303651123 (10.0,3.490550696954135) 3.0 0.0981701583641582 (10.366378784179688,0.4952355623245239) (-0.006405338644981384,-0.0047644441947340965) 0.5 0.15555886494174043 (11.17943286895752,1.0776987075805664) (-0.15889497101306915,-0.10559094697237015) 0.5 -0.2554432155090405 (10.102262496948242,4.0) (-9.471039064123943e-09,0.0) 0.5 -0.28047263483387014 (11.270959854125977,5.5) (-1.3553990640957636e-07,0.0) 0.5 -0.38726617597381924 (7.0,5.0) (0,0) 1e-07 -0.3164220303651123 (7.0,1.0) (0,0) 1e-07 -0.3164220303651123 
