[[(7.0, 6.0), (0, 6.0), (0, 5.0), (7.0, 5.0)], [(7.0, 1.0), (0, 1.0), (0, 0), (7.0, 0)]]
timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.0 (6.0,2.540745973587036) (0.0,0.0) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 0.0 (7.317344665527344,1.5) (0.0,0.0) 0.5 -0.1883510765719704 (8.039645195007324,2.5) (0.0,0.0) 0.5 -0.2970108567443386 (7.024527549743652,3.5) (0.0,0.0) 0.5 0.1493711918343873 (8.048731803894043,4.5) (0.0,0.0) 0.5 -0.07386460299698483 (6.0,5.0) (0,0) 1e-07 -0.3764389590590268 (6.0,1.0) (0,0) 1e-07 -0.3764389590590268 
1.0 (6.361093521118164,2.4502694606781006) (0.36109358072280884,-0.09047657251358032) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 -0.24550816684477667 (7.945229530334473,1.1905479431152344) (0.6278847455978394,-0.3094521164894104) 0.5 -0.1883510765719704 (8.672538757324219,2.200925350189209) (0.6328936219215393,-0.2990746796131134) 0.5 -0.2970108567443386 (7.324402809143066,3.501648426055908) (0.2998751103878021,0.0016483515501022339) 0.5 0.1493711918343873 (8.71531867980957,4.713687419891357) (0.6665866374969482,0.21368740499019623) 0.5 -0.07386460299698483 (6.361093521118164,5.0) (0,0) 1e-07 -0.3764389590590268 (6.361093521118164,1.0) (0,0) 1e-07 -0.3764389590590268 
2.0 (6.90476131439209,2.4572293758392334) (0.5436675548553467,0.006959930062294006) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 0.012801113152498917 (8.61378288269043,0.9830962419509888) (0.6685535311698914,-0.2074517011642456) 0.5 -0.1883510765719704 (9.305432319641113,1.901850700378418) (0.6328936219215393,-0.2990747094154358) 0.5 -0.2970108567443386 (8.013164520263672,3.6265769004821777) (0.6887618899345398,0.12492842227220535) 0.5 0.1493711918343873 (9.381905555725098,4.927374839782715) (0.6665865778923035,0.21368740499019623) 0.5 -0.07386460299698483 (6.90476131439209,5.0) (0,0) 1e-07 -0.3764389590590268 (6.90476131439209,1.0) (0,0) 1e-07 -0.3764389590590268 
3.0 (7.380894184112549,2.4716365337371826) (0.4761328101158142,0.014407075941562653) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 0.03024929413445136 (9.282336235046387,0.7756445407867432) (0.6685535311698914,-0.2074517011642456) 0.5 -0.1883510765719704 (9.938325881958008,1.602776050567627) (0.6328936219215393,-0.2990747094154358) 0.5 -0.2970108567443386 (8.701926231384277,3.7515053749084473) (0.6887617707252502,0.12492839246988297) 0.5 0.1493711918343873 (10.048492431640625,5.141062259674072) (0.6665865778923035,0.2136874496936798) 0.5 -0.07386460299698483 (7.0,5.0) (0,0) 1e-07 -0.3764389590590268 (7.0,1.0) (0,0) 1e-07 -0.3764389590590268 
4.0 (7.820652961730957,2.4637269973754883) (0.43975895643234253,-0.007909506559371948) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 -0.017984065384791227 (9.944558143615723,0.5487922430038452) (0.6622220873832703,-0.22685231268405914) 0.5 -0.1883510765719704 (10.579360961914062,1.3215752840042114) (0.6410351991653442,-0.2812007665634155) 0.5 -0.2970108567443386 (9.390687942504883,3.876433849334717) (0.6887618899345398,0.12492835521697998) 0.5 0.1493711918343873 (10.715079307556152,5.35474967956543) (0.6665865182876587,0.2136874794960022) 0.5 -0.07386460299698483 (7.0,5.0) (0,0) 1e-07 -0.3764389590590268 (7.0,1.0) (0,0) 1e-07 -0.3764389590590268 
5.0 (8.290328979492188,2.4683096408843994) (0.4696763753890991,0.00458265095949173) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 0.009756729921715475 (10.170654296875,0.5) (0.22609654068946838,-0.048792243003845215) 0.5 -0.1883510765719704 (11.231480598449707,1.0671346187591553) (0.6521195769309998,-0.2544406056404114) 0.5 -0.2970108567443386 (10.071940422058105,4.0) (0.6812524795532227,0.1235661506652832) 0.5 0.1493711918343873 (11.168179512023926,5.5) (0.45309990644454956,0.1452503204345703) 0.5 -0.07386460299698483 (7.0,5.0) (0,0) 1e-07 -0.3764389590590268 (7.0,1.0) (0,0) 1e-07 -0.3764389590590268 
6.0 (8.719502449035645,2.464031219482422) (0.42917340993881226,-0.004278518259525299) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 -0.009968876050130871 (10.170654296875,0.5) (3.8289104509203753e-07,0.0) 0.5 -0.1883510765719704 (11.545650482177734,1.0806550979614258) (0.31416991353034973,0.013520419597625732) 0.5 -0.2970108567443386 (10.071940422058105,4.0) (1.4446026597170203e-08,0.0) 0.5 0.1493711918343873 (11.168179512023926,5.5) (-2.868917476916977e-07,0.0) 0.5 -0.07386460299698483 (7.0,5.0) (0,0) 1e-07 -0.3764389590590268 (7.0,1.0) (0,0) 1e-07 -0.3764389590590268 
7.0 (9.171538352966309,2.4546496868133545) (0.4520363211631775,-0.009381435811519623) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 -0.0207507423759606 (10.170654296875,0.5) (3.8289104509203753e-07,0.0) 0.5 -0.1883510765719704 (11.445265769958496,1.081383228302002) (-0.10038445889949799,0.000728115439414978) 0.5 -0.2970108567443386 (10.071940422058105,4.0) (1.4446026597170203e-08,0.0) 0.5 0.1493711918343873 (11.168179512023926,5.5) (-2.868917476916977e-07,0.0) 0.5 -0.07386460299698483 (7.0,5.0) (0,0) 1e-07 -0.3764389590590268 (7.0,1.0) (0,0) 1e-07 -0.3764389590590268 
8.0 (9.62868595123291,2.446295976638794) (0.457148015499115,-0.008353717625141144) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 -0.018271517531086943 (10.170654296875,0.5) (3.8289104509203753e-07,0.0) 0.5 -0.1883510765719704 (11.213903427124023,1.0) (-0.23136195540428162,-0.08138322830200195) 0.5 -0.2970108567443386 (10.071940422058105,4.0) (1.4446026597170203e-08,0.0) 0.5 0.1493711918343873 (11.168179512023926,5.5) (-2.868917476916977e-07,0.0) 0.5 -0.07386460299698483 (7.0,5.0) (0,0) 1e-07 -0.3764389590590268 (7.0,1.0) (0,0) 1e-07 -0.3764389590590268 
9.0 (10.023130416870117,2.4278030395507812) (0.39444416761398315,-0.018492847681045532) 0.5 -0.3764389590590268 (10.0,2.9873527149907115) 3.0 -0.04684900341123904 (10.132193565368652,0.4801691472530365) (-0.03846056014299393,-0.019830839708447456) 0.5 -0.1883510765719704 (11.213903427124023,1.0) (3.876508287703473e-07,0.0) 0.5 -0.2970108567443386 (10.071940422058105,4.0) (1.4446026597170203e-08,0.0) 0.5 0.1493711918343873 (11.168179512023926,5.5) (-2.868917476916977e-07,0.0) 0.5 -0.07386460299698483 (7.0,5.0) (0,0) 1e-07 -0.3764389590590268 (7.0,1.0) (0,0) 1e-07 -0.3764389590590268 
