timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6 position7 velocity7 radius7 position8 velocity8 radius8 position9 velocity9 radius9 position10 velocity10 radius10 
103.69898986816406 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8593831062316895,1.8173788785934448) (0.002289108233526349,-0.0005894709611311555) 0.2199999988079071 (2.590198278427124,2.2967824935913086) (-2.1314870537025854e-05,-0.0024376981891691685) 0.2199999988079071 (0.33643674850463867,0.9736035466194153) (0.0001890134735731408,0.0001710249634925276) 0.2199999988079071 (0.8149886727333069,0.7042360305786133) (0.011906458996236324,0.004507931414991617) 0.2199999988079071 (0.4824179708957672,2.8435845375061035) (0.0003607220423873514,-0.0002787417033687234) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
103.79898834228516 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.859612226486206,1.8173198699951172) (0.0022914865985512733,-0.0005900834803469479) 0.2199999988079071 (2.590196132659912,2.2965383529663086) (-2.1337766156648286e-05,-0.0024403189308941364) 0.2199999988079071 (0.33645564317703247,0.9736206531524658) (0.00018903000454884022,0.00017103992286138237) 0.2199999988079071 (0.8161873817443848,0.7046898603439331) (0.011987069621682167,0.004538451787084341) 0.2199999988079071 (0.4824540615081787,2.8435566425323486) (0.0003607822291087359,-0.00027878821128979325) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
103.89898681640625 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8598415851593018,1.8172607421875) (0.0022938705515116453,-0.0005906973383389413) 0.2199999988079071 (2.5901939868927,2.2962939739227295) (-2.1360738173825666e-05,-0.0024429475888609886) 0.2199999988079071 (0.33647453784942627,0.9736377596855164) (0.00018904653552453965,0.00017105488223023713) 0.2199999988079071 (0.8173942565917969,0.7051467895507812) (0.012068838812410831,0.0045694103464484215) 0.2199999988079071 (0.4824901521205902,2.8435287475585938) (0.00036084247403778136,-0.00027883474831469357) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
103.99898529052734 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8600711822509766,1.8172016143798828) (0.0022962598595768213,-0.0005913125351071358) 0.2199999988079071 (2.5901918411254883,2.2960493564605713) (-2.1383764760685153e-05,-0.002445582067593932) 0.2199999988079071 (0.33649343252182007,0.9736548662185669) (0.00018906306650023907,0.0001710698415990919) 0.2199999988079071 (0.8186094164848328,0.7056068778038025) (0.012151791714131832,0.004600817337632179) 0.2199999988079071 (0.4825262427330017,2.843500852584839) (0.0003609027189668268,-0.00027888131444342434) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.09898376464844 (-0.4402380883693695,1.6370010375976562) (-4.2235141707765156e-13,0.0) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 3.141592653589793 (0.8603010773658752,1.817142367362976) (0.002298654057085514,-0.0005919291288591921) 0.2199999988079071 (2.5901896953582764,2.295804500579834) (-2.140684227924794e-05,-0.002448222367092967) 0.2199999988079071 (0.33651232719421387,0.9736719727516174) (0.0001890795974759385,0.00017108480096794665) 0.2199999988079071 (0.8198330402374268,0.7060701251029968) (0.012235954403877258,0.004632682539522648) 0.2199999988079071 (0.4825623333454132,2.843472957611084) (0.00036096296389587224,-0.00027892785146832466) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.19898223876953 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.860531210899353,1.8170831203460693) (0.0023010545410215855,-0.0005925471778027713) 0.2199999988079071 (2.5901875495910645,2.2955594062805176) (-2.142997254850343e-05,-0.0024508684873580933) 0.2199999988079071 (0.33653125166893005,0.973689079284668) (0.00018909614300355315,0.0001710997603368014) 0.2199999988079071 (0.8210651874542236,0.7065366506576538) (0.012321357615292072,0.00466501759365201) 0.2199999988079071 (0.4825984239578247,2.843445062637329) (0.00036102323792874813,-0.00027897441759705544) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.29898071289062 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8607615828514099,1.817023754119873) (0.0023034599144011736,-0.0005931666237302125) 0.2199999988079071 (2.5901854038238525,2.295314073562622) (-2.145315556845162e-05,-0.002453520195558667) 0.2199999988079071 (0.33655017614364624,0.9737061858177185) (0.0001891126885311678,0.0001711147342575714) 0.2199999988079071 (0.8223059773445129,0.7070064544677734) (0.012408026494085789,0.004697831347584724) 0.2199999988079071 (0.4826345443725586,2.843417167663574) (0.000361083511961624,-0.00027902101282961667) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.39897918701172 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8609921932220459,1.8169643878936768) (0.0023058708757162094,-0.0005937874084338546) 0.2199999988079071 (2.5901832580566406,2.2950685024261475) (-2.1476391339092515e-05,-0.0024561777245253325) 0.2199999988079071 (0.3365691006183624,0.973723292350769) (0.00018912923405878246,0.0001711297081783414) 0.2199999988079071 (0.823555588722229,0.7074795961380005) (0.012495988979935646,0.004731134511530399) 0.2199999988079071 (0.4826706647872925,2.8433892726898193) (0.0003611438150983304,-0.0002790676080621779) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.49897766113281 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.861223042011261,1.816904902458191) (0.0023082869593054056,-0.0005944095901213586) 0.2199999988079071 (2.5901811122894287,2.2948226928710938) (-2.1499681679415517e-05,-0.002458841074258089) 0.2199999988079071 (0.3365880250930786,0.9737403988838196) (0.00018914579413831234,0.00017114468209911138) 0.2199999988079071 (0.8248141407966614,0.707956075668335) (0.012585277669131756,0.004764940124005079) 0.2199999988079071 (0.48270678520202637,2.8433613777160645) (0.0003612041473388672,-0.0002791142323985696) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.5989761352539 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8614541292190552,1.816845417022705) (0.0023107086308300495,-0.0005950331687927246) 0.2199999988079071 (2.590178966522217,2.294576644897461) (-2.1523022951441817e-05,-0.0024615100119262934) 0.2199999988079071 (0.3366069495677948,0.9737575054168701) (0.000189162339665927,0.0001711596705717966) 0.2199999988079071 (0.8260817527770996,0.7084360122680664) (0.012675920501351357,0.004799258895218372) 0.2199999988079071 (0.48274290561676025,2.8433334827423096) (0.00036126450868323445,-0.00027916088583879173) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.698974609375 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8616854548454285,1.8167858123779297) (0.00231313519179821,-0.0005956580862402916) 0.2199999988079071 (2.590176820755005,2.29433012008667) (-2.1546418793150224e-05,-0.0024641850031912327) 0.2199999988079071 (0.336625874042511,0.9737746119499207) (0.00018917889974545687,0.00017117465904448181) 0.2199999988079071 (0.8273585438728333,0.7089194059371948) (0.012767951004207134,0.0048341029323637486) 0.2199999988079071 (0.48277902603149414,2.8433055877685547) (0.00036132484092377126,-0.0002792075101751834) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.7989730834961 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8619170188903809,1.8167262077331543) (0.0023155673407018185,-0.0005962843424640596) 0.2199999988079071 (2.590174674987793,2.2940833568573) (-2.1569894670392387e-05,-0.0024668683763593435) 0.2199999988079071 (0.3366447985172272,0.9737917184829712) (0.00018919545982498676,0.0001711896329652518) 0.2199999988079071 (0.8286446928977966,0.7094063758850098) (0.012861398048698902,0.004869483411312103) 0.2199999988079071 (0.4828151762485504,2.8432776927948) (0.00036138520226813853,-0.00027925416361540556) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.89897155761719 (-0.4402380883693695,1.6370010375976562) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -0.3926990863197901 (0.8621488213539124,1.8166664838790894) (0.002318004844710231,-0.0005969119956716895) 0.2199999988079071 (2.590172529220581,2.2938363552093506) (-2.159342147933785e-05,-0.0024695575702935457) 0.2199999988079071 (0.33666372299194336,0.9738088250160217) (0.00018921201990451664,0.00017120462143793702) 0.2199999988079071 (0.8299403190612793,0.7098969221115112) (0.012956300750374794,0.004905414301902056) 0.2199999988079071 (0.4828513264656067,2.843249797821045) (0.0003614456218201667,-0.00027930084615945816) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
104.99897003173828 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.862380862236023,1.8166067600250244) (0.0023204477038234472,-0.0005975410458631814) 0.2199999988079071 (2.590170383453369,2.2935891151428223) (-2.161700467695482e-05,-0.0024722525849938393) 0.2199999988079071 (0.33668264746665955,0.9738259315490723) (0.00018922857998404652,0.00017121960991062224) 0.2199999988079071 (0.8312456011772156,0.710391104221344) (0.013052688911557198,0.004941907711327076) 0.2199999988079071 (0.48288747668266296,2.84322190284729) (0.00036150601226836443,-0.00027934752870351076) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.09896850585938 (-0.4402380883693695,1.6370010375976562) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -0.3926990863197901 (0.8626131415367126,1.81654691696167) (0.002322895685210824,-0.0005981714930385351) 0.2199999988079071 (2.5901682376861572,2.293341636657715) (-2.1640640625264496e-05,-0.002474953653290868) 0.2199999988079071 (0.33670157194137573,0.9738430380821228) (0.0001892451400635764,0.00017123459838330746) 0.2199999988079071 (0.832560658454895,0.7108889818191528) (0.013150600716471672,0.004978979006409645) 0.2199999988079071 (0.48292362689971924,2.843194007873535) (0.00036156646092422307,-0.0002793942403513938) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.19896697998047 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8628456592559814,1.8164870738983154) (0.002325349487364292,-0.0005988033371977508) 0.2199999988079071 (2.5901660919189453,2.2930939197540283) (-2.1664331143256277e-05,-0.002477660309523344) 0.2199999988079071 (0.3367204964160919,0.9738601446151733) (0.0001892617146950215,0.00017124958685599267) 0.2199999988079071 (0.833885669708252,0.7113906741142273) (0.013250072486698627,0.005016640294343233) 0.2199999988079071 (0.4829597771167755,2.8431661128997803) (0.00036162688047625124,-0.0002794409519992769) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.29896545410156 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8630784153938293,1.8164271116256714) (0.0023278084117919207,-0.0005994365201331675) 0.2199999988079071 (2.5901639461517334,2.2928459644317627) (-2.168807441194076e-05,-0.002480373252183199) 0.2199999988079071 (0.3367394208908081,0.9738772511482239) (0.0001892782747745514,0.0001712645753286779) 0.2199999988079071 (0.8352208137512207,0.7118961811065674) (0.013351145200431347,0.005054906941950321) 0.2199999988079071 (0.4829959571361542,2.8431382179260254) (0.0003616873291321099,-0.00027948766364715993) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.39896392822266 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8633114695549011,1.8163671493530273) (0.0023302726913243532,-0.000600071158260107) 0.2199999988079071 (2.5901618003845215,2.292597770690918) (-2.1711874069296755e-05,-0.0024830917827785015) 0.2199999988079071 (0.3367583453655243,0.9738943576812744) (0.0001892948494059965,0.00017127957835327834) 0.2199999988079071 (0.8365662097930908,0.7124055624008179) (0.013453856110572815,0.005093794781714678) 0.2199999988079071 (0.48303213715553284,2.8431103229522705) (0.00036174783599562943,-0.00027953440439887345) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.49896240234375 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.863544762134552,1.8163070678710938) (0.0023327430244535208,-0.0006007073097862303) 0.2199999988079071 (2.5901596546173096,2.292349100112915) (-2.1735726477345452e-05,-0.002485816366970539) 0.2199999988079071 (0.3367772698402405,0.973911464214325) (0.00018931140948552638,0.00017129456682596356) 0.2199999988079071 (0.8379220366477966,0.7129188776016235) (0.01355824526399374,0.005133317783474922) 0.2199999988079071 (0.4830683171749115,2.8430824279785156) (0.0003618083137553185,-0.0002795811742544174) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.59896087646484 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.863778293132782,1.8162469863891602) (0.002335218945518136,-0.0006013449165038764) 0.2199999988079071 (2.5901575088500977,2.292100191116333) (-2.1759660739917308e-05,-0.002488549565896392) 0.2199999988079071 (0.33679619431495667,0.9739285707473755) (0.0001893279841169715,0.00017130955529864877) 0.2199999988079071 (0.8392884731292725,0.7134362459182739) (0.01366435457020998,0.00517349224537611) 0.2199999988079071 (0.48310449719429016,2.8430545330047607) (0.00036186884972266853,-0.0002796279441099614) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.69895935058594 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8640120625495911,1.816186785697937) (0.0023377002216875553,-0.0006019839202053845) 0.2199999988079071 (2.5901553630828857,2.291851043701172) (-2.1783647753181867e-05,-0.002491288585588336) 0.2199999988079071 (0.33681511878967285,0.973945677280426) (0.0001893445587484166,0.00017132455832324922) 0.2199999988079071 (0.8406656980514526,0.713957667350769) (0.013772229664027691,0.005214334931224585) 0.2199999988079071 (0.4831406772136688,2.843026638031006) (0.0003619293565861881,-0.00027967471396550536) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.79895782470703 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8642460703849792,1.8161264657974243) (0.0023401870857924223,-0.0006026242626830935) 0.2199999988079071 (2.590153217315674,2.2916016578674316) (-2.1807691155117936e-05,-0.002494033658877015) 0.2199999988079071 (0.33683404326438904,0.9739627838134766) (0.0001893611333798617,0.00017133956134784967) 0.2199999988079071 (0.8420538902282715,0.7144832611083984) (0.013881913386285305,0.005255862604826689) 0.2199999988079071 (0.4831768870353699,2.842998743057251) (0.0003619898925535381,-0.0002797215129248798) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.89895629882812 (-0.4402380883693695,1.6370010375976562) (-4.2235141707765156e-13,0.0) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 3.141592653589793 (0.8644803166389465,1.8160661458969116) (0.002342679537832737,-0.0006032660603523254) 0.2199999988079071 (2.590151071548462,2.2913520336151123) (-2.1831789126736112e-05,-0.0024967847857624292) 0.2199999988079071 (0.3368529677391052,0.9739798903465271) (0.00018937770801130682,0.00017135454982053488) 0.2199999988079071 (0.8434532284736633,0.7150130867958069) (0.013993455097079277,0.005298093426972628) 0.2199999988079071 (0.4832130968570709,2.842970848083496) (0.00036205045762471855,-0.0002797683409880847) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
105.99895477294922 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8647148609161377,1.8160057067871094) (0.0023451773449778557,-0.0006039092550054193) 0.2199999988079071 (2.59014892578125,2.291102170944214) (-2.1855941668036394e-05,-0.0024995417334139347) 0.2199999988079071 (0.3368719220161438,0.9739970564842224) (0.00018939428264275193,0.00017136955284513533) 0.2199999988079071 (0.8448638916015625,0.7155472040176392) (0.014106900431215763,0.005341045092791319) 0.2199999988079071 (0.483249306678772,2.842942953109741) (0.00036211105179972947,-0.00027981516905128956) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
106.09895324707031 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.864949643611908,1.8159452676773071) (0.002347681438550353,-0.0006045540212653577) 0.2199999988079071 (2.590146780014038,2.2908518314361572) (-2.1880150598008186e-05,-0.002502304967492819) 0.2199999988079071 (0.3368908762931824,0.9740142226219177) (0.00018941090092994273,0.00017138459952548146) 0.2199999988079071 (0.8462861180305481,0.71608567237854) (0.014222299680113792,0.005384736694395542) 0.2199999988079071 (0.483285516500473,2.8429150581359863) (0.0003621716459747404,-0.00027986199711449444) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
106.1989517211914 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8651846647262573,1.8158847093582153) (0.002350190654397011,-0.000605200242716819) 0.2199999988079071 (2.590144634246826,2.2906012535095215) (-2.1904439563513733e-05,-0.0025050765834748745) 0.2199999988079071 (0.33690983057022095,0.974031388759613) (0.00018942753376904875,0.00017139963165391237) 0.2199999988079071 (0.8477200865745544,0.7166286110877991) (0.014339707791805267,0.005429188720881939) 0.2199999988079071 (0.4833217263221741,2.8428871631622314) (0.00036223226925358176,-0.0002799088542815298) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
106.2989501953125 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8654199242591858,1.8158241510391235) (0.0023527059238404036,-0.0006058478611521423) 0.2199999988079071 (2.5901424884796143,2.2903504371643066) (-2.192878491769079e-05,-0.002507854485884309) 0.2199999988079071 (0.3369287848472595,0.9740485548973083) (0.00018944415205623955,0.0001714146783342585) 0.2199999988079071 (0.8491659760475159,0.717176079750061) (0.014459175989031792,0.005474420730024576) 0.2199999988079071 (0.4833579659461975,2.8428592681884766) (0.0003622928634285927,-0.0002799557114485651) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
106.3989486694336 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8656554222106934,1.8157634735107422) (0.0023552263155579567,-0.0006064969347789884) 0.2199999988079071 (2.5901403427124023,2.2900993824005127) (-2.195318666053936e-05,-0.002510638441890478) 0.2199999988079071 (0.3369477391242981,0.9740657210350037) (0.00018946078489534557,0.00017142972501460463) 0.2199999988079071 (0.8506240248680115,0.7177281379699707) (0.014580759219825268,0.0055204532109200954) 0.2199999988079071 (0.48339420557022095,2.8428313732147217) (0.00036235354491509497,-0.0002800025977194309) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
106.49894714355469 (-0.4402380883693695,1.6370010375976562) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (-0.4402380883693695,1.6370010375976562) 1.5 -2.7488935672700032 (0.8658912181854248,1.8157027959823608) (0.002357752528041601,-0.0006071474635973573) 0.2199999988079071 (2.5901381969451904,2.2898480892181396) (-2.1977642973070033e-05,-0.0025134284514933825) 0.2199999988079071 (0.33696669340133667,0.974082887172699) (0.00018947740318253636,0.00017144475714303553) 0.2199999988079071 (0.8520944714546204,0.7182848453521729) (0.014704516157507896,0.005567308980971575) 0.2199999988079071 (0.4834304451942444,2.842803478240967) (0.0003624141972977668,-0.0002800495130941272) 0.2199999988079071 (1.8390647724052667,2.9936377125599036) (0,0) 0.3 (0.6790491415578761,0.49634596381005036) (0,0) 0.3 (1.3955621225577013,0.35706851902979964) (0,0) 0.3 (0.581422735969936,1.0643029898771672) (0,0) 0.3 
