timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6 
250.8061065673828 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.375993251800537,0.5993272662162781) (-0.002383013255894184,-0.0005889447056688368) 0.2199999988079071 (1.4374911785125732,3.176100254058838) (-9.716454769659322e-06,-4.7144047130132094e-05) 0.2199999988079071 (1.3455591201782227,1.1793427467346191) (-0.003664592979475856,0.007554335985332727) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
250.90611267089844 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3757545948028564,0.5992683172225952) (-0.002385596977546811,-0.0005895833019167185) 0.2199999988079071 (1.4374902248382568,3.176095485687256) (-9.716589374875184e-06,-4.714470196631737e-05) 0.2199999988079071 (1.3451911211013794,1.1801013946533203) (-0.003680194029584527,0.007586496416479349) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.00611877441406 (0.6741390228271484,2.512356996536255) (2.98647554169279e-13,2.98647554169279e-13) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.7853981633974483 (2.3755156993865967,0.5992093086242676) (-0.0023881865199655294,-0.000590223353356123) 0.2199999988079071 (1.4374892711639404,3.176090717315674) (-9.716724889585748e-06,-4.714535680250265e-05) 0.2199999988079071 (1.344821572303772,1.1808632612228394) (-0.003695935942232609,0.0076189469546079636) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.1061248779297 (0.6741390228271484,2.512356996536255) (0.0,-8.649757021750304e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -1.5707963267948966 (2.375276565551758,0.5991502404212952) (-0.002390781883150339,-0.0005908647435717285) 0.2199999988079071 (1.437488317489624,3.176085948944092) (-9.716860404296312e-06,-4.7146008000709116e-05) 0.2199999988079071 (1.3444503545761108,1.1816284656524658) (-0.0037118196487426758,0.007651689928025007) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.2061309814453 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.37503719329834,0.599091112613678) (-0.0023933828342705965,-0.0005915075889788568) 0.2199999988079071 (1.4374873638153076,3.1760811805725098) (-9.716995009512175e-06,-4.714666283689439e-05) 0.2199999988079071 (1.3440775871276855,1.1823968887329102) (-0.003727849805727601,0.007684735115617514) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.30613708496094 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3747975826263428,0.599031925201416) (-0.0023959893733263016,-0.000592151889577508) 0.2199999988079071 (1.4374864101409912,3.1760764122009277) (-9.717130524222739e-06,-4.714731403510086e-05) 0.2199999988079071 (1.3437031507492065,1.183168649673462) (-0.0037440245505422354,0.007718078792095184) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.40614318847656 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3745577335357666,0.5989726185798645) (-0.0023986019659787416,-0.0005927975871600211) 0.2199999988079071 (1.4374854564666748,3.1760716438293457) (-9.717265129438601e-06,-4.714796887128614e-05) 0.2199999988079071 (1.3433271646499634,1.1839438676834106) (-0.003760348306968808,0.007751729805022478) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.5061492919922 (0.6741390228271484,2.512356996536255) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -0.3926990863197901 (2.3743176460266113,0.5989132523536682) (-0.002401220379397273,-0.0005934446817263961) 0.2199999988079071 (1.4374845027923584,3.1760668754577637) (-9.717400644149166e-06,-4.7148623707471415e-05) 0.2199999988079071 (1.3429495096206665,1.1847224235534668) (-0.0037768243346363306,0.007785693276673555) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.6061553955078 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.374077320098877,0.5988538265228271) (-0.002403844613581896,-0.000594093173276633) 0.2199999988079071 (1.437483549118042,3.1760621070861816) (-9.717535249365028e-06,-4.7149274905677885e-05) 0.2199999988079071 (1.342570185661316,1.18550443649292) (-0.003793452400714159,0.007819971069693565) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.70616149902344 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3738367557525635,0.5987943410873413) (-0.00240647466853261,-0.0005947431200183928) 0.2199999988079071 (1.4374825954437256,3.1760573387145996) (-9.717670764075592e-06,-4.714992974186316e-05) 0.2199999988079071 (1.3421891927719116,1.18628990650177) (-0.003810236230492592,0.007854568772017956) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.80616760253906 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.373595952987671,0.5987347960472107) (-0.0024091103114187717,-0.0005953945219516754) 0.2199999988079071 (1.4374816417694092,3.1760525703430176) (-9.717806278786156e-06,-4.715058457804844e-05) 0.2199999988079071 (1.3418065309524536,1.187078833580017) (-0.0038271769881248474,0.007889491505920887) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
251.9061737060547 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.37335467338562,0.5986751914024353) (-0.0024117520079016685,-0.00059604732086882) 0.2199999988079071 (1.4374806880950928,3.1760478019714355) (-9.717940884002019e-06,-4.715123577625491e-05) 0.2199999988079071 (1.3414220809936523,1.1878713369369507) (-0.0038442767690867186,0.007924741134047508) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.0061798095703 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3731131553649902,0.5986155271530151) (-0.002414402086287737,-0.0005967022734694183) 0.2199999988079071 (1.4374797344207764,3.1760430335998535) (-9.718076398712583e-06,-4.7151890612440184e-05) 0.2199999988079071 (1.3410359621047974,1.1886674165725708) (-0.0038615399971604347,0.00796032790094614) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.10618591308594 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3728713989257812,0.5985558032989502) (-0.002417057752609253,-0.0005973586812615395) 0.2199999988079071 (1.43747878074646,3.1760382652282715) (-9.718211003928445e-06,-4.715254544862546e-05) 0.2199999988079071 (1.3406480550765991,1.1894670724868774) (-0.003878967370837927,0.007996252737939358) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.20619201660156 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.372629404067993,0.5984960198402405) (-0.002419719472527504,-0.0005980165442451835) 0.2199999988079071 (1.4374778270721436,3.1760334968566895) (-9.71834651863901e-06,-4.715319664683193e-05) 0.2199999988079071 (1.3402583599090576,1.1902703046798706) (-0.0038965612184256315,0.008032522164285183) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.3061981201172 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.372387170791626,0.598436176776886) (-0.0024223870132118464,-0.0005986758042126894) 0.2199999988079071 (1.4374768733978271,3.1760287284851074) (-9.718482033349574e-06,-4.7153851483017206e-05) 0.2199999988079071 (1.3398668766021729,1.1910772323608398) (-0.003914323635399342,0.008069138042628765) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.4062042236328 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3721446990966797,0.5983762145042419) (-0.00242506037466228,-0.0005993365775793791) 0.2199999988079071 (1.4374759197235107,3.1760239601135254) (-9.718616638565436e-06,-4.715450631920248e-05) 0.2199999988079071 (1.3394736051559448,1.1918878555297852) (-0.003932258114218712,0.00810610968619585) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.50621032714844 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3719019889831543,0.5983161926269531) (-0.0024277400225400925,-0.0005999987479299307) 0.2199999988079071 (1.4374749660491943,3.1760191917419434) (-9.718752153276e-06,-4.715515751740895e-05) 0.2199999988079071 (1.3390785455703735,1.1927021741867065) (-0.003950366750359535,0.008143439888954163) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.60621643066406 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.37165904045105,0.5982561111450195) (-0.002430425491183996,-0.000600662431679666) 0.2199999988079071 (1.437474012374878,3.1760144233703613) (-9.718886758491863e-06,-4.715581235359423e-05) 0.2199999988079071 (1.338681697845459,1.1935203075408936) (-0.003968651406466961,0.008181132376194) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.7062225341797 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.371415615081787,0.5981959700584412) (-0.002433117013424635,-0.0006013275124132633) 0.2199999988079071 (1.4374730587005615,3.1760096549987793) (-9.719022273202427e-06,-4.7156467189779505e-05) 0.2199999988079071 (1.3382829427719116,1.1943422555923462) (-0.003987115807831287,0.008219195529818535) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.8062286376953 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3711719512939453,0.598135769367218) (-0.0024358166847378016,-0.0006019948050379753) 0.2199999988079071 (1.4374721050262451,3.1760048866271973) (-9.719157787912991e-06,-4.7157118387985975e-05) 0.2199999988079071 (1.337882399559021,1.1951680183410645) (-0.0040057627484202385,0.008257635869085789) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
252.90623474121094 (0.6741390228271484,2.512356996536255) (-6.116301909386834e-10,6.116301909386834e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 2.356194490192345 (2.3709280490875244,0.5980755090713501) (-0.002438522642478347,-0.0006026635528542101) 0.2199999988079071 (1.4374711513519287,3.1760001182556152) (-9.719292393128853e-06,-4.715777322417125e-05) 0.2199999988079071 (1.3374799489974976,1.195997714996338) (-0.0040245940908789635,0.008296454325318336) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.00624084472656 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3706839084625244,0.5980151891708374) (-0.0024412344209849834,-0.0006033338140696287) 0.2199999988079071 (1.4374701976776123,3.175995349884033) (-9.719427907839417e-06,-4.715842806035653e-05) 0.2199999988079071 (1.3370755910873413,1.196831226348877) (-0.004043614026159048,0.008335663005709648) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.1062469482422 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3704395294189453,0.5979548096656799) (-0.002443952253088355,-0.0006040055304765701) 0.2199999988079071 (1.437469244003296,3.175990581512451) (-9.71956251305528e-06,-4.7159079258563e-05) 0.2199999988079071 (1.3366693258285522,1.1976687908172607) (-0.004062822088599205,0.008375259116292) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.2062530517578 (0.6741390228271484,2.512356996536255) (7.991333705881232e-10,-3.310118845689658e-10) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 -0.3926990863197901 (2.370194911956787,0.5978943705558777) (-0.0024466761387884617,-0.0006046787020750344) 0.2199999988079071 (1.4374682903289795,3.175985813140869) (-9.719698027765844e-06,-4.7159734094748273e-05) 0.2199999988079071 (1.3362611532211304,1.1985102891921997) (-0.004082225263118744,0.00841525848954916) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.30625915527344 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.36995005607605,0.5978338122367859) (-0.0024494060780853033,-0.0006053534452803433) 0.2199999988079071 (1.437467336654663,3.175981044769287) (-9.719833542476408e-06,-4.716038893093355e-05) 0.2199999988079071 (1.3358509540557861,1.1993558406829834) (-0.004101824015378952,0.008455658331513405) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.40626525878906 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3697047233581543,0.5977731943130493) (-0.0024521423038095236,-0.0006060295854695141) 0.2199999988079071 (1.4374663829803467,3.175976276397705) (-9.71996814769227e-06,-4.716104012914002e-05) 0.2199999988079071 (1.335438847541809,1.2002054452896118) (-0.004121622070670128,0.008496471680700779) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.5062713623047 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3694591522216797,0.597712516784668) (-0.0024548869114369154,-0.0006067079375497997) 0.2199999988079071 (1.4374654293060303,3.175971508026123) (-9.720103662402835e-06,-4.7161694965325296e-05) 0.2199999988079071 (1.3350247144699097,1.2010592222213745) (-0.004141622222959995,0.008537700399756432) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.6062774658203 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.369213342666626,0.5976517796516418) (-0.002457637805491686,-0.000607387803029269) 0.2199999988079071 (1.4374644756317139,3.175966739654541) (-9.720239177113399e-06,-4.716234980151057e-05) 0.2199999988079071 (1.334608554840088,1.2019171714782715) (-0.004161829128861427,0.008579355664551258) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.70628356933594 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.368967294692993,0.597590982913971) (-0.0024603947531431913,-0.000608069181907922) 0.2199999988079071 (1.4374635219573975,3.175961971282959) (-9.720373782329261e-06,-4.716300099971704e-05) 0.2199999988079071 (1.3341903686523438,1.2027792930603027) (-0.0041822451166808605,0.008621441200375557) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.80628967285156 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3687210083007812,0.5975301265716553) (-0.002463157754391432,-0.0006087520159780979) 0.2199999988079071 (1.437462568283081,3.175957202911377) (-9.720509297039825e-06,-4.716365583590232e-05) 0.2199999988079071 (1.3337700366973877,1.2036457061767578) (-0.004202872980386019,0.00866396352648735) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
253.9062957763672 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.3684744834899902,0.5974692106246948) (-0.0024659268092364073,-0.0006094364216551185) 0.2199999988079071 (1.4374616146087646,3.175952434539795) (-9.720643902255688e-06,-4.7164310672087595e-05) 0.2199999988079071 (1.3333476781845093,1.2045164108276367) (-0.004223717376589775,0.008706933818757534) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
254.0063018798828 (0.6741390228271484,2.512356996536255) (0.0,0.0) 0.2199999988079071 (0.6741390228271484,2.512356996536255) 1.5 0.0 (2.36822772026062,0.5974081754684448) (-0.0024687021505087614,-0.0006101223407313228) 0.2199999988079071 (1.4374606609344482,3.175947666168213) (-9.720779416966252e-06,-4.7164961870294064e-05) 0.2199999988079071 (1.332923173904419,1.2053914070129395) (-0.004244780633598566,0.008750353939831257) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
