[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.19719,1.15206) (0,0) 0.12163 (5.98029,1.15206) 1.80348 0 (2.38233,0.539727) (0,0) 0.133723 (2.25555,0.90944) (0,0) 0.135668 (2.27296,1.26005) (0,0) 0.132979 (2.32714,1.68533) (0,0) 0.219892 (1.19719,1.8) (0,0) 0.001 (1.19719,0.3) (0,0) 0.001
0.25 (1.44719,1.15207) (1.00001,5.02764e-05) 0.12163 (5.98029,1.15206) 1.80348 5.02759e-05 (2.42421,0.529075) (0.167533,-0.0426066) 0.133723 (2.17295,0.915602) (-0.330401,0.0246486) 0.135668 (2.2216,1.26054) (-0.205411,0.00194535) 0.132979 (2.32007,1.68432) (-0.028282,-0.00404271) 0.219892 (1.44719,1.8) (0,0) 0.001 (1.44719,0.3) (0,0) 0.001
0.5 (1.53182,1.15518) (0.338507,0.0124563) 0.12163 (5.98029,1.15206) 1.80348 0.0367812 (2.4661,0.518424) (0.167533,-0.0426055) 0.133723 (2.09109,0.891606) (-0.327475,-0.0959869) 0.135668 (2.18323,1.28086) (-0.153488,0.0812964) 0.132979 (2.30284,1.67033) (-0.0689166,-0.0559553) 0.219892 (1.53182,1.8) (0,0) 0.001 (1.53182,0.3) (0,0) 0.001
0.75 (1.66987,1.14321) (0.552215,-0.0478878) 0.12163 (5.98029,1.15206) 1.80348 -0.0865031 (2.50798,0.507775) (0.167536,-0.0425968) 0.133723 (2.00887,0.868809) (-0.328844,-0.0911875) 0.135668 (2.14671,1.30017) (-0.146084,0.0772316) 0.132979 (2.28394,1.66394) (-0.0756085,-0.0255841) 0.219892 (1.66987,1.8) (0,0) 0.001 (1.66987,0.3) (0,0) 0.001
1 (1.85291,1.11814) (0.732147,-0.100266) 0.12163 (5.98029,1.15206) 1.80348 -0.136101 (2.54986,0.497125) (0.167535,-0.0425982) 0.133723 (1.92636,0.847152) (-0.330075,-0.0866282) 0.135668 (2.1125,1.31851) (-0.136835,0.0733701) 0.132979 (2.26791,1.65851) (-0.0641308,-0.0217003) 0.219892 (1.85291,1.8) (0,0) 0.001 (1.85291,0.3) (0,0) 0.001
1.25 (2.09244,1.07584) (0.958102,-0.169219) 0.12163 (5.98029,1.15206) 1.80348 -0.174816 (2.59175,0.486476) (0.167536,-0.0425957) 0.133723 (1.84356,0.826577) (-0.331181,-0.0822968) 0.135668 (2.08164,1.33594) (-0.12344,0.0697016) 0.132979 (2.25431,1.65391) (-0.054411,-0.0184113) 0.219892 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.5 (2.34238,1.08075) (0.999766,0.0196546) 0.12163 (5.98029,1.15206) 1.80348 0.0196566 (2.63363,0.475828) (0.167537,-0.0425922) 0.133723 (1.76052,0.807032) (-0.332177,-0.0781819) 0.135668 (2.02851,1.32145) (-0.212524,-0.0579506) 0.132979 (2.24353,1.65026) (-0.0430972,-0.014583) 0.219892 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.59232,1.08563) (0.999771,0.019508) 0.12163 (5.98029,1.15206) 1.80348 0.01951 (2.67551,0.465176) (0.167533,-0.0426075) 0.133723 (1.67725,0.788464) (-0.333072,-0.0742728) 0.135668 (1.98237,1.29139) (-0.18457,-0.120245) 0.132979 (2.2202,1.6267) (-0.0933298,-0.0942529) 0.219892 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.84228,1.09052) (0.999849,0.019577) 0.12163 (5.98029,1.15206) 1.80348 0.0195775 (2.7174,0.454531) (0.167539,-0.0425833) 0.133723 (1.59378,0.770824) (-0.333879,-0.0705592) 0.135668 (1.93623,1.26133) (-0.184566,-0.12025) 0.132979 (2.19345,1.6071) (-0.107001,-0.078389) 0.219892 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (3.09223,1.09545) (0.999793,0.0196818) 0.12163 (5.98029,1.15206) 1.80348 0.0196834 (2.75928,0.443882) (0.167536,-0.0425938) 0.133723 (1.51026,0.753414) (-0.334072,-0.0696407) 0.135668 (1.89008,1.23127) (-0.18458,-0.120229) 0.132979 (2.1667,1.58751) (-0.106998,-0.0783932) 0.219892 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
