[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.23374,1.05222) (0,0) 0.193646 (5.98029,1.15206) 1.78931 0 (2.29673,0.433422) (0,0) 0.212257 (2.24897,0.789772) (0,0) 0.198764 (2.39231,1.16625) (0,0) 0.130148 (2.35146,1.60829) (0,0) 0.143932 (1.23374,1.8) (0,0) 0.001 (1.23374,0.3) (0,0) 0.001
0.25 (1.48368,1.05748) (0.999782,0.0210193) 0.193646 (5.98029,1.15206) 1.78931 0.0210208 (2.37604,0.418078) (0.317235,-0.0613758) 0.212257 (2.22188,0.807237) (-0.108353,0.0698586) 0.198764 (2.4857,1.14407) (0.373539,-0.0887199) 0.130148 (2.39707,1.60824) (0.182469,-0.000191752) 0.143932 (1.48368,1.8) (0,0) 0.001 (1.48368,0.3) (0,0) 0.001
0.5 (1.72692,1.09566) (0.972956,0.152723) 0.193646 (5.98029,1.15206) 1.78931 0.155698 (2.45577,0.40513) (0.31894,-0.0517942) 0.212257 (2.23172,0.797924) (0.0393484,-0.0372492) 0.198764 (2.57641,1.11271) (0.362864,-0.12543) 0.130148 (2.44163,1.59844) (0.17821,-0.0391917) 0.143932 (1.72692,1.8) (0,0) 0.001 (1.72692,0.3) (0,0) 0.001
0.75 (1.97704,1.13422) (1.00048,0.154263) 0.193646 (5.98029,1.15206) 1.78931 0.152984 (2.53551,0.392186) (0.318943,-0.0517742) 0.212257 (2.26359,0.793095) (0.127466,-0.019319) 0.198764 (2.66581,1.07778) (0.357603,-0.139724) 0.130148 (2.48661,1.59089) (0.179948,-0.0302237) 0.143932 (1.97704,1.8) (0,0) 0.001 (1.97704,0.3) (0,0) 0.001
1 (2.24211,1.17616) (1.06029,0.167726) 0.193646 (5.98029,1.15206) 1.78931 0.156889 (2.61524,0.379238) (0.31894,-0.0517909) 0.212257 (2.29527,0.787185) (0.126736,-0.0236379) 0.198764 (2.75452,1.04112) (0.354822,-0.146642) 0.130148 (2.53171,1.58405) (0.180405,-0.0273688) 0.143932 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.25 (2.47953,1.20436) (0.949661,0.11282) 0.193646 (5.98029,1.15206) 1.78931 0.118246 (2.69498,0.366292) (0.318941,-0.0517857) 0.212257 (2.32746,0.788857) (0.128748,0.00668712) 0.198764 (2.8429,1.00367) (0.353501,-0.1498) 0.130148 (2.57691,1.57786) (0.180785,-0.0247341) 0.143932 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.5 (2.71722,1.23049) (0.950771,0.104529) 0.193646 (5.98029,1.15206) 1.78931 0.109502 (2.77471,0.353342) (0.318939,-0.0518005) 0.212257 (2.35964,0.790527) (0.128748,0.00668178) 0.198764 (2.93113,0.965895) (0.352944,-0.151108) 0.130148 (2.62143,1.56793) (0.17809,-0.0397347) 0.143932 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.95584,1.25381) (0.954503,0.0932546) 0.193646 (5.98029,1.15206) 1.78931 0.0973906 (2.85445,0.340388) (0.318937,-0.0518143) 0.212257 (2.39183,0.792198) (0.128748,0.00668099) 0.198764 (3.01931,0.927981) (0.352709,-0.151654) 0.130148 (2.66596,1.558) (0.178093,-0.0397226) 0.143932 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (3.20571,1.24539) (0.999448,-0.0336598) 0.193646 (5.98029,1.15206) 1.78931 -0.0336656 (2.93418,0.327431) (0.318934,-0.0518308) 0.212257 (2.42402,0.793866) (0.128748,0.00667348) 0.198764 (3.10745,0.889994) (0.352582,-0.151949) 0.130148 (2.71048,1.54807) (0.178092,-0.039727) 0.143932 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (3.45555,1.23699) (0.999377,-0.0336212) 0.193646 (5.98029,1.15206) 1.78931 -0.0336295 (3.01392,0.314482) (0.31894,-0.0517948) 0.212257 (2.45621,0.795535) (0.128748,0.00667485) 0.198764 (3.19558,0.851967) (0.352513,-0.152109) 0.130148 (2.755,1.53814) (0.178096,-0.0397097) 0.143932 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
