timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.900002,1.06577) (0,0) 0.171942 (0.900002,5.82137) 1.91548 0 (0.643988,2.30655) (0,0) 0.123457 (1.55915,2.33586) (0,0) 0.17297 (0,1.06577) (0,0) 0.3 (2.1,1.06577) (0,0) 0.3
0.25 (0.900012,1.31577) (3.82967e-05,1) 0.171942 (0.900002,5.82137) 1.91548 1.57076 (0.634939,2.33412) (-0.0361947,0.110249) 0.123457 (1.58416,2.40692) (0.100045,0.284253) 0.17297 (0,1.31577) (0,0) 0.3 (2.1,1.31577) (0,0) 0.3
0.5 (0.900031,1.56576) (7.45321e-05,0.999964) 0.171942 (0.900002,5.82137) 1.91548 1.57072 (0.625889,2.36168) (-0.0362004,0.110247) 0.123457 (1.60917,2.47799) (0.100043,0.284254) 0.17297 (0,1.56576) (0,0) 0.3 (2.1,1.56576) (0,0) 0.3
0.75 (0.900022,1.81574) (-3.41209e-05,0.999913) 0.171942 (0.900002,5.82137) 1.91548 1.57083 (0.616839,2.38924) (-0.0362001,0.110247) 0.123457 (1.63419,2.54905) (0.100063,0.284247) 0.17297 (0,1.81574) (0,0) 0.3 (2.1,1.81574) (0,0) 0.3
1 (0.900013,2.06575) (-3.4786e-05,1.00006) 0.171942 (0.900002,5.82137) 1.91548 1.57083 (0.607788,2.4168) (-0.0362023,0.110247) 0.123457 (1.6592,2.62011) (0.100039,0.284255) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.900031,2.31575) (6.8896e-05,0.999992) 0.171942 (0.900002,5.82137) 1.91548 1.57073 (0.598738,2.44436) (-0.0362014,0.110247) 0.123457 (1.68421,2.69117) (0.100058,0.284248) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.900034,2.56575) (1.23638e-05,0.999982) 0.171942 (0.900002,5.82137) 1.91548 1.57078 (0.589686,2.47192) (-0.0362058,0.110245) 0.123457 (1.70922,2.76224) (0.100038,0.284255) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.90003,2.81576) (-1.52295e-05,1.00004) 0.171942 (0.900002,5.82137) 1.91548 1.57081 (0.580638,2.49949) (-0.0361947,0.110249) 0.123457 (1.73424,2.8333) (0.10007,0.284244) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.900049,3.06576) (7.48319e-05,1.00003) 0.171942 (0.900002,5.82137) 1.91548 1.57072 (0.571586,2.52705) (-0.0362052,0.110246) 0.123457 (1.75924,2.90436) (0.100022,0.284261) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.900038,3.31576) (-4.33805e-05,1) 0.171942 (0.900002,5.82137) 1.91548 1.57084 (0.56254,2.55461) (-0.0361873,0.110252) 0.123457 (1.78426,2.97543) (0.100056,0.284249) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.900029,3.56577) (-3.48155e-05,1.00002) 0.171942 (0.900002,5.82137) 1.91548 1.57083 (0.553491,2.58217) (-0.0361948,0.110249) 0.123457 (1.80926,3.04649) (0.10001,0.284265) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.900044,3.81577) (6.05734e-05,1.00002) 0.171942 (0.900002,5.82137) 1.91548 1.57074 (0.54444,2.60974) (-0.0362016,0.110247) 0.123457 (1.83427,3.11756) (0.100048,0.284252) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.900031,4.06575) (-5.36071e-05,0.99992) 0.171942 (0.900002,5.82137) 1.91548 1.57085 (0.535388,2.6373) (-0.0362085,0.110245) 0.123457 (1.85929,3.18862) (0.100056,0.284249) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.900031,4.31575) (1.63939e-06,0.999985) 0.171942 (0.900002,5.82137) 1.91548 1.57079 (0.526338,2.66486) (-0.0361992,0.110248) 0.123457 (1.88429,3.25968) (0.100019,0.284262) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.900032,4.56574) (4.21153e-06,0.999966) 0.171942 (0.900002,5.82137) 1.91548 1.57079 (0.517289,2.69242) (-0.036198,0.110248) 0.123457 (1.90929,3.33075) (0.10002,0.284262) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.900019,4.81574) (-5.19695e-05,1.00001) 0.171942 (0.900002,5.82137) 1.91548 1.57085 (0.50824,2.71998) (-0.0361974,0.110248) 0.123457 (1.9343,3.40181) (0.100017,0.284263) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.900028,5.06575) (3.54636e-05,1.00001) 0.171942 (0.900002,5.82137) 1.91548 1.57076 (0.499186,2.74754) (-0.0362141,0.110243) 0.123457 (1.95932,3.47287) (0.10008,0.284241) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.900034,5.25464) (2.25207e-05,0.755589) 0.171942 (0.900002,5.82137) 1.91548 1.57077 (0.490137,2.77511) (-0.0361978,0.110248) 0.123457 (1.98102,3.53451) (0.0867846,0.246556) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.900027,5.39633) (-2.52008e-05,0.566738) 0.171942 (0.900002,5.82137) 1.91548 1.57084 (0.481087,2.80267) (-0.0361985,0.110248) 0.123457 (1.99728,3.58073) (0.0650695,0.184849) 0.17297 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
