timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.18665,1.41425) (0,0) 0.209702 (0.900002,5.82137) 1.57633 0 (0.444055,2.2156) (0,0) 0.211915 (0.843158,2.37665) (0,0) 0.133916 (1.60417,2.35164) (0,0) 0.167022 (1.61104,2.21422) (0,0) 0.206371 (0,1.41425) (0,0) 0.3 (2.1,1.41425) (0,0) 0.3
0.25 (1.1528,1.44606) (-0.135389,0.127237) 0.209702 (0.900002,5.82137) 1.57633 2.38722 (0.4306,2.25459) (-0.0538215,0.155968) 0.211915 (0.80874,2.4563) (-0.137671,0.318574) 0.133916 (1.6029,2.37715) (-0.00509628,0.102048) 0.167022 (1.57682,2.17874) (-0.136885,-0.14189) 0.206371 (0,1.44606) (0,0) 0.3 (2.1,1.44606) (0,0) 0.3
0.5 (1.12148,1.69583) (-0.125256,0.999094) 0.209702 (0.900002,5.82137) 1.57633 1.69551 (0.419936,2.29444) (-0.0426572,0.159384) 0.211915 (0.767205,2.53247) (-0.16614,0.304697) 0.133916 (1.60857,2.40206) (0.022673,0.0996279) 0.167022 (1.56588,2.13068) (-0.0437494,-0.19224) 0.206371 (0,1.69583) (0,0) 0.3 (2.1,1.69583) (0,0) 0.3
0.75 (1.10806,1.94547) (-0.0536855,0.998574) 0.209702 (0.900002,5.82137) 1.57633 1.62451 (0.409273,2.33429) (-0.0426502,0.159386) 0.211915 (0.725667,2.60864) (-0.16615,0.304691) 0.133916 (1.6129,2.42723) (0.0173394,0.100693) 0.167022 (1.55751,2.08211) (-0.0334577,-0.194296) 0.206371 (0,1.94547) (0,0) 0.3 (2.1,1.94547) (0,0) 0.3
1 (1.09464,2.19512) (-0.0536785,0.998577) 0.209702 (0.900002,5.82137) 1.57633 1.6245 (0.398609,2.37413) (-0.0426553,0.159384) 0.211915 (0.684126,2.68481) (-0.166166,0.304683) 0.133916 (1.61883,2.45208) (0.0236983,0.099389) 0.167022 (1.55932,2.0577) (0.00722292,-0.0976231) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.08123,2.44476) (-0.0536394,0.998561) 0.209702 (0.900002,5.82137) 1.57633 1.62446 (0.387944,2.41398) (-0.0426611,0.159383) 0.211915 (0.642579,2.76098) (-0.166188,0.30467) 0.133916 (1.62475,2.47693) (0.0237008,0.0993884) 0.167022 (1.56104,2.05877) (0.00686176,0.00428065) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.06784,2.69439) (-0.0535908,0.998541) 0.209702 (0.900002,5.82137) 1.57633 1.62441 (0.377278,2.45382) (-0.0426643,0.159382) 0.211915 (0.601039,2.83715) (-0.166161,0.304685) 0.133916 (1.63068,2.50177) (0.0236893,0.0993911) 0.167022 (1.56839,2.0724) (0.0294272,0.0545157) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05443,2.94401) (-0.053605,0.998478) 0.209702 (0.900002,5.82137) 1.57633 1.62443 (0.366612,2.49367) (-0.042664,0.159382) 0.211915 (0.559493,2.91332) (-0.166181,0.304674) 0.133916 (1.6366,2.52662) (0.023696,0.0993895) 0.167022 (1.59133,2.09227) (0.0917436,0.0794723) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04102,3.19367) (-0.0536407,0.998648) 0.209702 (0.900002,5.82137) 1.57633 1.62446 (0.355948,2.53352) (-0.0426542,0.159384) 0.211915 (0.517956,2.98949) (-0.166149,0.304692) 0.133916 (1.64252,2.55147) (0.0236935,0.0993901) 0.167022 (1.62804,2.12516) (0.146858,0.131541) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.02761,3.4433) (-0.0536701,0.998519) 0.209702 (0.900002,5.82137) 1.57633 1.62449 (0.345284,2.57336) (-0.0426574,0.159384) 0.211915 (0.47642,3.06567) (-0.166146,0.304693) 0.133916 (1.64845,2.57632) (0.0236939,0.09939) 0.167022 (1.66229,2.1606) (0.136998,0.141781) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.0142,3.69294) (-0.0536449,0.998548) 0.209702 (0.900002,5.82137) 1.57633 1.62447 (0.334618,2.61321) (-0.0426637,0.159382) 0.211915 (0.434879,3.14184) (-0.166164,0.304684) 0.133916 (1.65437,2.60116) (0.0236955,0.0993896) 0.167022 (1.695,2.19747) (0.130835,0.147488) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00078,3.94257) (-0.0536655,0.998527) 0.209702 (0.900002,5.82137) 1.57633 1.62449 (0.323956,2.65305) (-0.0426496,0.159386) 0.211915 (0.393339,3.21801) (-0.166158,0.304687) 0.133916 (1.66029,2.62601) (0.0236948,0.0993898) 0.167022 (1.72676,2.23517) (0.127034,0.150774) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.987382,4.19224) (-0.0535896,0.998654) 0.209702 (0.900002,5.82137) 1.57633 1.62441 (0.313291,2.6929) (-0.0426589,0.159383) 0.211915 (0.3518,3.29418) (-0.166156,0.304688) 0.133916 (1.66622,2.65086) (0.0237004,0.0993885) 0.167022 (1.75793,2.27335) (0.124666,0.152737) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.973969,4.44187) (-0.053652,0.998551) 0.209702 (0.900002,5.82137) 1.57633 1.62447 (0.302626,2.73275) (-0.0426591,0.159383) 0.211915 (0.31026,3.37035) (-0.166163,0.304684) 0.133916 (1.67214,2.67571) (0.0236945,0.0993899) 0.167022 (1.78871,2.31184) (0.123146,0.153965) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.960607,4.69151) (-0.0534483,0.998556) 0.209702 (0.900002,5.82137) 1.57633 1.62427 (0.291963,2.77259) (-0.0426547,0.159384) 0.211915 (0.268711,3.44652) (-0.166192,0.304668) 0.133916 (1.67807,2.70055) (0.0236951,0.0993897) 0.167022 (1.81924,2.35054) (0.122106,0.154791) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.947196,4.94114) (-0.0536429,0.998518) 0.209702 (0.900002,5.82137) 1.57633 1.62447 (0.2813,2.81244) (-0.0426501,0.159386) 0.211915 (0.231521,3.51475) (-0.14876,0.272899) 0.133916 (1.68399,2.7254) (0.023696,0.0993895) 0.167022 (1.84957,2.3894) (0.12131,0.155416) 0.206371 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
