timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.02761,1.45874) (0,0) 0.150775 (0.900002,5.82137) 1.65917 0 (0.656012,2.3323) (0,0) 0.153647 (1.09823,2.3358) (0,0) 0.149563 (1.67555,2.25514) (0,0) 0.14935 (0,1.45874) (0,0) 0.3 (2.1,1.45874) (0,0) 0.3
0.25 (1.02171,1.47375) (-0.0235959,0.0600436) 0.150775 (0.900002,5.82137) 1.65917 1.94524 (0.61561,2.42158) (-0.161608,0.357127) 0.153647 (1.09416,2.41149) (-0.0162984,0.302768) 0.149563 (1.69651,2.33815) (0.0838344,0.332029) 0.14935 (0,1.47375) (0,0) 0.3 (2.1,1.47375) (0,0) 0.3
0.5 (1.0052,1.5357) (-0.0660133,0.247807) 0.150775 (0.900002,5.82137) 1.65917 1.83114 (0.575206,2.51086) (-0.161616,0.357123) 0.153647 (1.06473,2.48134) (-0.117724,0.279419) 0.149563 (1.71747,2.42116) (0.0838448,0.332027) 0.14935 (0,1.5357) (0,0) 0.3 (2.1,1.5357) (0,0) 0.3
0.75 (1.02794,1.62559) (0.0909323,0.35955) 0.150775 (0.900002,5.82137) 1.65917 1.32308 (0.534801,2.60014) (-0.16162,0.357122) 0.153647 (1.02604,2.54653) (-0.154763,0.260734) 0.149563 (1.73844,2.50416) (0.0838634,0.332022) 0.14935 (0,1.62559) (0,0) 0.3 (2.1,1.62559) (0,0) 0.3
1 (1.07329,1.8571) (0.181408,0.926034) 0.150775 (0.900002,5.82137) 1.65917 1.37735 (0.494396,2.68942) (-0.16162,0.357122) 0.153647 (0.987339,2.61171) (-0.154791,0.260718) 0.149563 (1.75939,2.58717) (0.0838241,0.332032) 0.14935 (0,1.8571) (0,0) 0.3 (2.1,1.8571) (0,0) 0.3
1.25 (1.10348,2.09444) (0.120769,0.949391) 0.150775 (0.900002,5.82137) 1.65917 1.44427 (0.454,2.7787) (-0.161585,0.357137) 0.153647 (0.948648,2.67689) (-0.154766,0.260733) 0.149563 (1.78036,2.67017) (0.0838866,0.332016) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.1232,2.33514) (0.0788808,0.9628) 0.150775 (0.900002,5.82137) 1.65917 1.48905 (0.413599,2.86799) (-0.161606,0.357128) 0.153647 (0.909952,2.74207) (-0.154781,0.260724) 0.149563 (1.80133,2.75318) (0.0838716,0.33202) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.13479,2.5782) (0.0463745,0.972206) 0.150775 (0.900002,5.82137) 1.65917 1.52313 (0.373191,2.95727) (-0.16163,0.357117) 0.153647 (0.871261,2.80725) (-0.154766,0.260732) 0.149563 (1.8223,2.83619) (0.0838536,0.332024) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.1379,2.82369) (0.012428,0.981971) 0.150775 (0.900002,5.82137) 1.65917 1.55814 (0.332774,3.04654) (-0.16167,0.357099) 0.153647 (0.832563,2.87243) (-0.154791,0.260718) 0.149563 (1.84326,2.91919) (0.0838514,0.332025) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.11812,3.0729) (-0.0791094,0.996859) 0.150775 (0.900002,5.82137) 1.65917 1.64999 (0.298048,3.12331) (-0.138901,0.307092) 0.153647 (0.793869,2.93761) (-0.154778,0.260726) 0.149563 (1.86422,3.0022) (0.0838328,0.33203) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.09835,3.32212) (-0.0791161,0.99686) 0.150775 (0.900002,5.82137) 1.65917 1.65 (0.263123,3.18977) (-0.139701,0.265831) 0.153647 (0.755172,3.00279) (-0.154785,0.260722) 0.149563 (1.8852,3.0852) (0.0839166,0.332009) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.07856,3.57134) (-0.0791242,0.996877) 0.150775 (0.900002,5.82137) 1.65917 1.65 (0.225176,3.24125) (-0.151789,0.205934) 0.153647 (0.716478,3.06798) (-0.154777,0.260726) 0.149563 (1.90617,3.16821) (0.0838956,0.332014) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.05879,3.82054) (-0.0791056,0.996809) 0.150775 (0.900002,5.82137) 1.65917 1.64999 (0.197742,3.2652) (-0.109736,0.0957886) 0.153647 (0.677784,3.13316) (-0.154777,0.260726) 0.149563 (1.92205,3.23107) (0.0635256,0.251471) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.03901,4.06976) (-0.0791066,0.996858) 0.150775 (0.900002,5.82137) 1.65917 1.64999 (0.187154,3.28005) (-0.0423512,0.0593904) 0.153647 (0.639095,3.19834) (-0.154755,0.260739) 0.149563 (1.93395,3.2782) (0.047602,0.188519) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.01925,4.31899) (-0.0790597,0.996938) 0.150775 (0.900002,5.82137) 1.65917 1.64993 (0.183214,3.29399) (-0.0157617,0.0557458) 0.153647 (0.600398,3.26352) (-0.154788,0.260719) 0.149563 (1.94286,3.31355) (0.0356408,0.141401) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.999473,4.5682) (-0.0790919,0.996822) 0.150775 (0.900002,5.82137) 1.65917 1.64997 (0.183616,3.30707) (0.00160992,0.0523269) 0.153647 (0.5617,3.3287) (-0.154794,0.260716) 0.149563 (1.94956,3.34006) (0.0267888,0.106041) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.979691,4.81741) (-0.0791291,0.996872) 0.150775 (0.900002,5.82137) 1.65917 1.65001 (0.186145,3.31869) (0.0101128,0.0464963) 0.153647 (0.523015,3.39389) (-0.154739,0.260749) 0.149563 (1.95459,3.35997) (0.0201058,0.0796182) 0.14935 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
