timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.09865,1.11061) (0,0) 0.173353 (0.900002,5.82137) 1.51215 0 (0.34631,2.35725) (0,0) 0.148217 (1.33846,2.23623) (0,0) 0.213485 (0,1.11061) (0,0) 0.3 (2.1,1.11061) (0,0) 0.3
0.25 (1.0881,1.36037) (-0.0422077,0.999066) 0.173353 (0.900002,5.82137) 1.51215 1.61302 (0.343474,2.41846) (-0.011344,0.244854) 0.148217 (1.38048,2.3243) (0.168076,0.352257) 0.213485 (0,1.36037) (0,0) 0.3 (2.1,1.36037) (0,0) 0.3
0.5 (1.07757,1.61016) (-0.0421364,0.999133) 0.173353 (0.900002,5.82137) 1.51215 1.61294 (0.340636,2.47967) (-0.0113534,0.244854) 0.148217 (1.42249,2.41236) (0.168064,0.352262) 0.213485 (0,1.61016) (0,0) 0.3 (2.1,1.61016) (0,0) 0.3
0.75 (1.06704,1.85994) (-0.0421208,0.999129) 0.173353 (0.900002,5.82137) 1.51215 1.61293 (0.337799,2.54089) (-0.0113468,0.244854) 0.148217 (1.46451,2.50043) (0.16806,0.352264) 0.213485 (0,1.85994) (0,0) 0.3 (2.1,1.85994) (0,0) 0.3
1 (1.05651,2.10972) (-0.0421052,0.999139) 0.173353 (0.900002,5.82137) 1.51215 1.61291 (0.334969,2.6021) (-0.01132,0.244855) 0.148217 (1.50653,2.58849) (0.168071,0.352259) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.04597,2.35951) (-0.042145,0.999131) 0.173353 (0.900002,5.82137) 1.51215 1.61295 (0.332136,2.66332) (-0.0113346,0.244855) 0.148217 (1.54854,2.67656) (0.168058,0.352265) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.03545,2.60928) (-0.042109,0.999091) 0.173353 (0.900002,5.82137) 1.51215 1.61292 (0.329306,2.72453) (-0.01132,0.244855) 0.148217 (1.59056,2.76462) (0.168081,0.352254) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.02492,2.85903) (-0.0421044,0.999022) 0.173353 (0.900002,5.82137) 1.51215 1.61292 (0.326465,2.78574) (-0.0113615,0.244853) 0.148217 (1.63258,2.85269) (0.168078,0.352256) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.01438,3.10881) (-0.0421601,0.999097) 0.173353 (0.900002,5.82137) 1.51215 1.61297 (0.323634,2.84696) (-0.0113252,0.244855) 0.148217 (1.6746,2.94075) (0.16807,0.35226) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.00384,3.35859) (-0.0421761,0.999133) 0.173353 (0.900002,5.82137) 1.51215 1.61298 (0.3208,2.90817) (-0.011338,0.244855) 0.148217 (1.71662,3.02881) (0.168093,0.352249) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.993331,3.60837) (-0.0420262,0.999117) 0.173353 (0.900002,5.82137) 1.51215 1.61283 (0.317959,2.96938) (-0.0113612,0.244854) 0.148217 (1.75864,3.11688) (0.168064,0.352263) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.982796,3.85815) (-0.042139,0.999129) 0.173353 (0.900002,5.82137) 1.51215 1.61295 (0.315116,3.0306) (-0.011375,0.244853) 0.148217 (1.80066,3.20494) (0.168071,0.352259) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.972266,4.10793) (-0.0421213,0.999098) 0.173353 (0.900002,5.82137) 1.51215 1.61293 (0.312288,3.09181) (-0.0113107,0.244856) 0.148217 (1.84268,3.293) (0.168113,0.352239) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.961725,4.35772) (-0.0421637,0.999162) 0.173353 (0.900002,5.82137) 1.51215 1.61297 (0.309459,3.15303) (-0.0113166,0.244856) 0.148217 (1.8847,3.38107) (0.168062,0.352263) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.951175,4.60751) (-0.0421972,0.999149) 0.173353 (0.900002,5.82137) 1.51215 1.613 (0.307136,3.20318) (-0.00929244,0.200632) 0.148217 (1.92503,3.46564) (0.161337,0.338291) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.940649,4.85728) (-0.0421055,0.999102) 0.173353 (0.900002,5.82137) 1.51215 1.61291 (0.305394,3.24079) (-0.00696553,0.150422) 0.148217 (1.95529,3.52908) (0.121015,0.253744) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.93051,5.0983) (-0.0405548,0.964066) 0.173353 (0.900002,5.82137) 1.51215 1.61284 (0.30409,3.26899) (-0.00521582,0.112811) 0.148217 (1.97798,3.57664) (0.0907792,0.190236) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.922896,5.27906) (-0.0304584,0.723043) 0.173353 (0.900002,5.82137) 1.51215 1.6129 (0.303102,3.29015) (-0.0039548,0.0846499) 0.148217 (1.99502,3.61232) (0.0681392,0.14272) 0.213485 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
