timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.08846,1.00081) (0,0) 0.158206 (0.900002,5.82137) 1.68031 0 (0.487563,2.30078) (0,0) 0.126732 (0.900226,2.34532) (0,0) 0.138698 (1.46996,2.24931) (0,0) 0.180163 (1.5735,2.33564) (0,0) 0.142647 (0,1.00081) (0,0) 0.3 (2.1,1.00081) (0,0) 0.3
0.25 (1.07869,1.25062) (-0.0390739,0.999256) 0.158206 (0.900002,5.82137) 1.68031 1.60988 (0.467225,2.36176) (-0.0813492,0.243927) 0.126732 (0.88863,2.4179) (-0.0463852,0.290337) 0.138698 (1.42959,2.19495) (-0.161444,-0.217423) 0.180163 (1.61303,2.3686) (0.158132,0.131852) 0.142647 (0,1.25062) (0,0) 0.3 (2.1,1.25062) (0,0) 0.3
0.5 (1.06892,1.50044) (-0.0390693,0.999263) 0.158206 (0.900002,5.82137) 1.68031 1.60987 (0.446888,2.42274) (-0.0813475,0.243928) 0.126732 (0.867125,2.48819) (-0.0860182,0.281155) 0.138698 (1.38212,2.18182) (-0.189886,-0.05254) 0.180163 (1.62442,2.4188) (0.045558,0.200787) 0.142647 (0,1.50044) (0,0) 0.3 (2.1,1.50044) (0,0) 0.3
0.75 (1.03543,1.74936) (-0.133951,0.995674) 0.158206 (0.900002,5.82137) 1.68031 1.70453 (0.426552,2.48373) (-0.0813451,0.243928) 0.126732 (0.840656,2.55676) (-0.105878,0.274294) 0.138698 (1.35695,2.20762) (-0.100678,0.103222) 0.180163 (1.63581,2.469) (0.0455651,0.200785) 0.142647 (0,1.74936) (0,0) 0.3 (2.1,1.74936) (0,0) 0.3
1 (1.00551,1.91086) (-0.119704,0.646029) 0.158206 (0.900002,5.82137) 1.68031 1.75401 (0.406216,2.54471) (-0.0813442,0.243929) 0.126732 (0.805401,2.62126) (-0.141018,0.257995) 0.138698 (1.33832,2.26384) (-0.0745361,0.224889) 0.180163 (1.64721,2.51919) (0.0455814,0.200781) 0.142647 (0,1.91086) (0,0) 0.3 (2.1,1.91086) (0,0) 0.3
1.25 (0.980325,2.07664) (-0.100732,0.66311) 0.158206 (0.900002,5.82137) 1.68031 1.72155 (0.383343,2.60478) (-0.0914903,0.240307) 0.126732 (0.769155,2.68521) (-0.144984,0.255787) 0.138698 (1.33309,2.33134) (-0.0209108,0.269999) 0.180163 (1.6586,2.56939) (0.0455808,0.200781) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.972398,2.32671) (-0.0317059,1.00028) 0.158206 (0.900002,5.82137) 1.68031 1.60248 (0.358616,2.66412) (-0.0989092,0.23735) 0.126732 (0.732817,2.7491) (-0.145353,0.255577) 0.138698 (1.33627,2.39897) (0.0127303,0.270508) 0.180163 (1.66999,2.61958) (0.0455669,0.200785) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.967236,2.57664) (-0.0206506,0.999715) 0.158206 (0.900002,5.82137) 1.68031 1.59145 (0.332868,2.72302) (-0.102993,0.235606) 0.126732 (0.697401,2.81351) (-0.141664,0.25764) 0.138698 (1.34396,2.46623) (0.0307449,0.269057) 0.180163 (1.68139,2.66978) (0.045567,0.200785) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.962063,2.8266) (-0.0206899,0.999841) 0.158206 (0.900002,5.82137) 1.68031 1.59149 (0.307077,2.78191) (-0.103164,0.235532) 0.126732 (0.662024,2.87795) (-0.141507,0.257727) 0.138698 (1.35406,2.53318) (0.0403944,0.267778) 0.180163 (1.69278,2.71997) (0.0455893,0.20078) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.956884,3.07655) (-0.0207173,0.999783) 0.158206 (0.900002,5.82137) 1.68031 1.59152 (0.281239,2.84077) (-0.103351,0.23545) 0.126732 (0.62669,2.9424) (-0.141335,0.257821) 0.138698 (1.36546,2.59991) (0.0455954,0.266942) 0.180163 (1.70417,2.77017) (0.0455655,0.200785) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.951713,3.32651) (-0.0206846,0.999842) 0.158206 (0.900002,5.82137) 1.68031 1.59148 (0.255367,2.89962) (-0.103489,0.235389) 0.126732 (0.591388,3.00687) (-0.14121,0.25789) 0.138698 (1.37756,2.66653) (0.0483947,0.266449) 0.180163 (1.71557,2.82037) (0.0455807,0.200781) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.946535,3.57647) (-0.0207127,0.999854) 0.158206 (0.900002,5.82137) 1.68031 1.59151 (0.229473,2.95845) (-0.103576,0.235351) 0.126732 (0.556105,3.07136) (-0.14113,0.257933) 0.138698 (1.39004,2.73307) (0.0499266,0.266166) 0.180163 (1.72696,2.87056) (0.0455735,0.200783) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.941363,3.82643) (-0.0206878,0.999832) 0.158206 (0.900002,5.82137) 1.68031 1.59148 (0.203569,3.01729) (-0.103614,0.235334) 0.126732 (0.520831,3.13584) (-0.141096,0.257952) 0.138698 (1.40273,2.79957) (0.0507628,0.266008) 0.180163 (1.73836,2.92076) (0.0455773,0.200782) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.93618,4.07638) (-0.0207296,0.999812) 0.158206 (0.900002,5.82137) 1.68031 1.59153 (0.177665,3.07612) (-0.103615,0.235334) 0.126732 (0.485558,3.20033) (-0.141095,0.257953) 0.138698 (1.41554,2.86605) (0.051228,0.265918) 0.180163 (1.74975,2.97095) (0.0455758,0.200783) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.930995,4.32633) (-0.0207425,0.999788) 0.158206 (0.900002,5.82137) 1.68031 1.59154 (0.15854,3.13086) (-0.0765013,0.218971) 0.126732 (0.450284,3.26482) (-0.141095,0.257952) 0.138698 (1.42841,2.93252) (0.0514876,0.265868) 0.180163 (1.76115,3.02115) (0.0455916,0.200779) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.925809,4.57627) (-0.0207405,0.99978) 0.158206 (0.900002,5.82137) 1.68031 1.59154 (0.148974,3.17984) (-0.0382658,0.195897) 0.126732 (0.41501,3.32931) (-0.141095,0.257953) 0.138698 (1.44132,2.99898) (0.0516442,0.265838) 0.180163 (1.77254,3.07134) (0.0455626,0.200786) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.920626,4.82624) (-0.0207321,0.999864) 0.158206 (0.900002,5.82137) 1.68031 1.59153 (0.145864,3.22327) (-0.0124371,0.173744) 0.126732 (0.379736,3.3938) (-0.141095,0.257953) 0.138698 (1.45425,3.06543) (0.051718,0.265824) 0.180163 (1.78394,3.12154) (0.0455895,0.200779) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.915455,5.07501) (-0.0206858,0.995085) 0.158206 (0.900002,5.82137) 1.68031 1.59158 (0.143511,3.25585) (-0.00941301,0.130315) 0.126732 (0.34351,3.45776) (-0.144907,0.255831) 0.138698 (1.46719,3.13189) (0.0517778,0.265812) 0.180163 (1.79533,3.17174) (0.0455617,0.200786) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.911576,5.26161) (-0.0155151,0.74638) 0.158206 (0.900002,5.82137) 1.68031 1.59158 (0.141757,3.28029) (-0.00701642,0.0977581) 0.126732 (0.299748,3.51681) (-0.175045,0.236234) 0.138698 (1.48014,3.19834) (0.0517974,0.265808) 0.180163 (1.80671,3.22193) (0.0455421,0.20079) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (0.908691,5.40153) (-0.0115399,0.559681) 0.158206 (0.900002,5.82137) 1.68031 1.59141 (0.140426,3.29861) (-0.00532392,0.0732669) 0.126732 (0.25479,3.56746) (-0.179832,0.202593) 0.138698 (1.49276,3.26133) (0.0504668,0.251978) 0.180163 (1.81811,3.27213) (0.0455948,0.200778) 0.142647 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
