timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.04314,1.03302) (0,0) 0.171562 (0.900002,5.82137) 1.99598 0 (0.403642,2.21126) (0,0) 0.207201 (0.959289,2.31193) (0,0) 0.196481 (1.53612,2.36913) (0,0) 0.139323 (0,1.03302) (0,0) 0.3 (2.1,1.03302) (0,0) 0.3
0.25 (1.03566,1.28292) (-0.0298947,0.999592) 0.171562 (0.900002,5.82137) 1.99598 1.60069 (0.386483,2.30472) (-0.068636,0.373827) 0.207201 (0.948245,2.35031) (-0.0441745,0.153499) 0.196481 (1.56251,2.43307) (0.105547,0.25574) 0.139323 (0,1.28292) (0,0) 0.3 (2.1,1.28292) (0,0) 0.3
0.5 (1.0282,1.53278) (-0.0298544,0.999462) 0.171562 (0.900002,5.82137) 1.99598 1.60066 (0.369316,2.39817) (-0.0686708,0.37382) 0.207201 (0.931803,2.3867) (-0.0657706,0.145559) 0.196481 (1.58889,2.497) (0.105538,0.255743) 0.139323 (0,1.53278) (0,0) 0.3 (2.1,1.53278) (0,0) 0.3
0.75 (1.04946,1.77281) (0.0850227,0.960093) 0.171562 (0.900002,5.82137) 1.99598 1.48247 (0.352152,2.49163) (-0.0686542,0.373824) 0.207201 (0.894027,2.39964) (-0.151101,0.0517863) 0.196481 (1.61528,2.56094) (0.10556,0.255735) 0.139323 (0,1.77281) (0,0) 0.3 (2.1,1.77281) (0,0) 0.3
1 (1.08205,2.00674) (0.130366,0.935742) 0.171562 (0.900002,5.82137) 1.99598 1.43237 (0.334986,2.58508) (-0.0686646,0.373822) 0.207201 (0.856702,2.41384) (-0.149302,0.0567627) 0.196481 (1.64167,2.62487) (0.105539,0.255743) 0.139323 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.12386,2.23333) (0.167229,0.906339) 0.171562 (0.900002,5.82137) 1.99598 1.38834 (0.317818,2.67854) (-0.0686709,0.37382) 0.207201 (0.820029,2.42964) (-0.146691,0.0632059) 0.196481 (1.66805,2.68881) (0.105537,0.255744) 0.139323 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.15745,2.48469) (0.134383,1.00545) 0.171562 (0.900002,5.82137) 1.99598 1.43793 (0.300651,2.77199) (-0.0686709,0.37382) 0.207201 (0.790222,2.45621) (-0.119228,0.106292) 0.196481 (1.69443,2.75275) (0.105531,0.255746) 0.139323 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.14628,2.73489) (-0.0446966,1.00083) 0.171562 (0.900002,5.82137) 1.99598 1.61543 (0.283482,2.86545) (-0.0686753,0.37382) 0.207201 (0.776544,2.49373) (-0.0547113,0.150066) 0.196481 (1.72082,2.81668) (0.105551,0.255738) 0.139323 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.12639,2.9841) (-0.0795355,0.996827) 0.171562 (0.900002,5.82137) 1.99598 1.65042 (0.266309,2.9589) (-0.0686903,0.373817) 0.207201 (0.762868,2.53124) (-0.0547062,0.150068) 0.196481 (1.7472,2.88062) (0.105527,0.255748) 0.139323 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.10651,3.23331) (-0.0795381,0.996832) 0.171562 (0.900002,5.82137) 1.99598 1.65042 (0.249154,3.05236) (-0.0686207,0.37383) 0.207201 (0.749193,2.56876) (-0.0546979,0.150071) 0.196481 (1.77359,2.94455) (0.105535,0.255745) 0.139323 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.08661,3.48251) (-0.0795783,0.996804) 0.171562 (0.900002,5.82137) 1.99598 1.65046 (0.235318,3.12767) (-0.0553442,0.301252) 0.207201 (0.735514,2.60628) (-0.054717,0.150064) 0.196481 (1.79997,3.00849) (0.10552,0.255751) 0.139323 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
