timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.13365,1.42902) (0,0) 0.174627 (0.900002,5.82137) 1.61883 0 (0.571991,2.30472) (0,0) 0.171393 (0.932387,2.28555) (0,0) 0.139099 (1.61783,2.30292) (0,0) 0.18054 (0,1.42902) (0,0) 0.3 (2.1,1.42902) (0,0) 0.3
0.25 (1.13855,1.44471) (0.0195903,0.0627589) 0.174627 (0.900002,5.82137) 1.61883 1.26823 (0.545719,2.37758) (-0.10509,0.291403) 0.171393 (0.936096,2.379) (0.014837,0.373781) 0.139099 (1.64782,2.39812) (0.119975,0.380794) 0.18054 (0,1.44471) (0,0) 0.3 (2.1,1.44471) (0,0) 0.3
0.5 (1.14125,1.51507) (0.0108089,0.281455) 0.174627 (0.900002,5.82137) 1.61883 1.53241 (0.519454,2.45043) (-0.105061,0.291413) 0.171393 (0.919725,2.47107) (-0.0654842,0.368299) 0.139099 (1.67781,2.49332) (0.11996,0.380798) 0.18054 (0,1.51507) (0,0) 0.3 (2.1,1.51507) (0,0) 0.3
0.75 (1.18339,1.63528) (0.168557,0.480855) 0.174627 (0.900002,5.82137) 1.61883 1.23365 (0.493186,2.52328) (-0.105071,0.29141) 0.171393 (0.892651,2.56059) (-0.108296,0.358056) 0.139099 (1.70781,2.58852) (0.119971,0.380795) 0.18054 (0,1.63528) (0,0) 0.3 (2.1,1.63528) (0,0) 0.3
1 (1.21261,1.87614) (0.116871,0.963436) 0.174627 (0.900002,5.82137) 1.61883 1.45008 (0.466914,2.59613) (-0.105089,0.291403) 0.171393 (0.859745,2.64812) (-0.131624,0.350153) 0.139099 (1.7378,2.68372) (0.119973,0.380794) 0.18054 (0,1.87614) (0,0) 0.3 (2.1,1.87614) (0,0) 0.3
1.25 (1.20646,2.12604) (-0.0245794,0.999592) 0.174627 (0.900002,5.82137) 1.61883 1.59538 (0.440638,2.66898) (-0.105101,0.291399) 0.171393 (0.823806,2.73446) (-0.143757,0.345349) 0.139099 (1.7678,2.77892) (0.119996,0.380787) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.1858,2.37518) (-0.0826487,0.996579) 0.174627 (0.900002,5.82137) 1.61883 1.65354 (0.41437,2.74183) (-0.105074,0.291408) 0.171393 (0.786269,2.82012) (-0.150146,0.34262) 0.139099 (1.79779,2.87411) (0.119974,0.380794) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.16513,2.62432) (-0.0826911,0.99654) 0.174627 (0.900002,5.82137) 1.61883 1.65358 (0.388096,2.81468) (-0.105095,0.291401) 0.171393 (0.747883,2.90539) (-0.153544,0.341111) 0.139099 (1.82777,2.96932) (0.119934,0.380807) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.14446,2.87346) (-0.082658,0.996573) 0.174627 (0.900002,5.82137) 1.61883 1.65355 (0.361831,2.88754) (-0.105062,0.291413) 0.171393 (0.709036,2.99046) (-0.15539,0.340274) 0.139099 (1.85777,3.06452) (0.119964,0.380797) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.1238,3.1226) (-0.0826381,0.996568) 0.174627 (0.900002,5.82137) 1.61883 1.65353 (0.335569,2.96039) (-0.105045,0.291419) 0.171393 (0.669941,3.07542) (-0.156381,0.33982) 0.139099 (1.88575,3.15331) (0.111941,0.355191) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.10315,3.37175) (-0.0826251,0.9966) 0.174627 (0.900002,5.82137) 1.61883 1.65351 (0.309295,3.03324) (-0.105097,0.2914) 0.171393 (0.630711,3.16031) (-0.156918,0.339572) 0.139099 (1.90673,3.2199) (0.0839078,0.266358) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.08248,3.62089) (-0.082661,0.996558) 0.174627 (0.900002,5.82137) 1.61883 1.65355 (0.283036,3.1061) (-0.105035,0.291422) 0.171393 (0.5914,3.24517) (-0.157245,0.339421) 0.139099 (1.92246,3.26987) (0.0629426,0.19985) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.06182,3.87004) (-0.0826272,0.996585) 0.174627 (0.900002,5.82137) 1.61883 1.65352 (0.260728,3.16798) (-0.0892342,0.247537) 0.171393 (0.552051,3.33) (-0.157397,0.33935) 0.139099 (1.93427,3.30732) (0.0472322,0.149828) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.04115,4.11919) (-0.0826877,0.996606) 0.174627 (0.900002,5.82137) 1.61883 1.65358 (0.244005,3.21438) (-0.0668918,0.185588) 0.171393 (0.50933,3.41319) (-0.170881,0.332764) 0.139099 (1.9431,3.33539) (0.0353087,0.112286) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.02049,4.36835) (-0.0826411,0.996624) 0.174627 (0.900002,5.82137) 1.61883 1.65353 (0.231455,3.24918) (-0.0502013,0.139215) 0.171393 (0.464462,3.48973) (-0.179474,0.306131) 0.139099 (1.94976,3.35645) (0.0266402,0.0842135) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.999825,4.61749) (-0.0826677,0.996567) 0.174627 (0.900002,5.82137) 1.61883 1.65356 (0.222048,3.27528) (-0.0376245,0.104391) 0.171393 (0.430882,3.54737) (-0.134319,0.230576) 0.139099 (1.95474,3.37223) (0.019937,0.0631369) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.979171,4.86663) (-0.0826187,0.996564) 0.174627 (0.900002,5.82137) 1.61883 1.65351 (0.215007,3.29486) (-0.0281643,0.0783013) 0.171393 (0.405603,3.59037) (-0.101115,0.17198) 0.139099 (1.95848,3.38409) (0.014944,0.0474407) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.959377,5.10531) (-0.0791737,0.954733) 0.174627 (0.900002,5.82137) 1.61883 1.65353 (0.209692,3.30953) (-0.0212595,0.0586834) 0.171393 (0.386629,3.6226) (-0.0758955,0.128955) 0.139099 (1.96125,3.39299) (0.0110848,0.0356059) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.944534,5.28433) (-0.0593717,0.716049) 0.174627 (0.900002,5.82137) 1.61883 1.65352 (0.20574,3.32055) (-0.0158086,0.044109) 0.171393 (0.372409,3.64678) (-0.0568801,0.0966998) 0.139099 (1.96337,3.39966) (0.00848052,0.0266622) 0.18054 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
