timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.979608,1.4445) (0,0) 0.159122 (0.900002,5.82137) 1.60043 0 (0.761195,2.21493) (0,0) 0.218832 (1.63874,2.2392) (0,0) 0.179591 (0,1.4445) (0,0) 0.3 (2.1,1.4445) (0,0) 0.3
0.25 (1.01267,1.46486) (0.132254,0.0814431) 0.159122 (0.900002,5.82137) 1.60043 0.551962 (0.733284,2.28386) (-0.111646,0.275756) 0.218832 (1.65389,2.29424) (0.0605947,0.220167) 0.179591 (0,1.46486) (0,0) 0.3 (2.1,1.46486) (0,0) 0.3
0.5 (1.04408,1.54765) (0.125641,0.331147) 0.159122 (0.900002,5.82137) 1.60043 1.20816 (0.705377,2.3528) (-0.111626,0.275764) 0.218832 (1.66903,2.34928) (0.0605883,0.220169) 0.179591 (0,1.54765) (0,0) 0.3 (2.1,1.54765) (0,0) 0.3
0.75 (1.0937,1.7774) (0.198462,0.919013) 0.159122 (0.900002,5.82137) 1.60043 1.35811 (0.677466,2.42174) (-0.111642,0.275757) 0.218832 (1.68418,2.40432) (0.0605903,0.220168) 0.179591 (0,1.7774) (0,0) 0.3 (2.1,1.7774) (0,0) 0.3
1 (1.09863,2.02808) (0.0197362,1.00272) 0.159122 (0.900002,5.82137) 1.60043 1.55112 (0.649554,2.49068) (-0.111648,0.275755) 0.218832 (1.69933,2.45936) (0.0606064,0.220164) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.08556,2.27774) (-0.0522828,0.998648) 0.159122 (0.900002,5.82137) 1.60043 1.6231 (0.621639,2.55962) (-0.111662,0.27575) 0.218832 (1.71448,2.51441) (0.0605906,0.220168) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.07247,2.52741) (-0.0523515,0.998678) 0.159122 (0.900002,5.82137) 1.60043 1.62317 (0.593729,2.62856) (-0.111641,0.275758) 0.218832 (1.72963,2.56945) (0.0606005,0.220166) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05941,2.77705) (-0.0522649,0.998554) 0.159122 (0.900002,5.82137) 1.60043 1.62309 (0.565818,2.6975) (-0.111644,0.275757) 0.218832 (1.74478,2.62449) (0.0605918,0.220168) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04634,3.02671) (-0.0522532,0.998616) 0.159122 (0.900002,5.82137) 1.60043 1.62307 (0.537911,2.76644) (-0.111629,0.275763) 0.218832 (1.75993,2.67953) (0.0605979,0.220166) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03329,3.27638) (-0.0522159,0.998686) 0.159122 (0.900002,5.82137) 1.60043 1.62303 (0.510005,2.83538) (-0.11162,0.275766) 0.218832 (1.77508,2.73457) (0.0606001,0.220166) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.02022,3.52603) (-0.0522809,0.998617) 0.159122 (0.900002,5.82137) 1.60043 1.6231 (0.482093,2.90432) (-0.111651,0.275754) 0.218832 (1.79023,2.78961) (0.0605941,0.220167) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00714,3.77567) (-0.052299,0.998535) 0.159122 (0.900002,5.82137) 1.60043 1.62312 (0.454177,2.97326) (-0.111662,0.275749) 0.218832 (1.80538,2.84466) (0.0606017,0.220165) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.994058,4.02533) (-0.0523439,0.998654) 0.159122 (0.900002,5.82137) 1.60043 1.62316 (0.426269,3.0422) (-0.111634,0.275761) 0.218832 (1.82053,2.8997) (0.0606,0.220166) 0.179591 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
