timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.18516,1.38144) (0,0) 0.163425 (0.900002,5.82137) 1.70296 0 (0.655219,2.24369) (0,0) 0.134703 (1.11623,2.23887) (0,0) 0.161645 (1.41507,2.20119) (0,0) 0.135003 (0,1.38144) (0,0) 0.3 (2.1,1.38144) (0,0) 0.3
0.25 (1.18776,1.39507) (0.0103725,0.0545189) 0.163425 (0.900002,5.82137) 1.70296 1.38279 (0.640378,2.27939) (-0.0593659,0.142797) 0.134703 (1.11263,2.28786) (-0.0144233,0.19595) 0.161645 (1.44328,2.26317) (0.112849,0.247948) 0.135003 (0,1.39507) (0,0) 0.3 (2.1,1.39507) (0,0) 0.3
0.5 (1.19674,1.44193) (0.0359454,0.187416) 0.163425 (0.900002,5.82137) 1.70296 1.3813 (0.625538,2.31509) (-0.0593572,0.1428) 0.134703 (1.09772,2.33466) (-0.0596267,0.187214) 0.161645 (1.47149,2.32516) (0.112849,0.247947) 0.135003 (0,1.44193) (0,0) 0.3 (2.1,1.44193) (0,0) 0.3
0.75 (1.21265,1.5152) (0.0636453,0.293112) 0.163425 (0.900002,5.82137) 1.70296 1.35698 (0.610696,2.35079) (-0.0593674,0.142796) 0.134703 (1.07735,2.37936) (-0.0814786,0.17879) 0.161645 (1.4997,2.38715) (0.112832,0.247955) 0.135003 (0,1.5152) (0,0) 0.3 (2.1,1.5152) (0,0) 0.3
1 (1.22115,1.61207) (0.0340032,0.387455) 0.163425 (0.900002,5.82137) 1.70296 1.48326 (0.595858,2.38649) (-0.0593536,0.142802) 0.134703 (1.05437,2.42277) (-0.0919432,0.17364) 0.161645 (1.52791,2.44913) (0.112866,0.247939) 0.135003 (0,1.61207) (0,0) 0.3 (2.1,1.61207) (0,0) 0.3
1.25 (1.22993,1.76092) (0.0350867,0.59539) 0.163425 (0.900002,5.82137) 1.70296 1.51193 (0.581018,2.42219) (-0.0593599,0.142799) 0.134703 (1.0304,2.46565) (-0.0958525,0.171513) 0.161645 (1.55613,2.51112) (0.11286,0.247942) 0.135003 (0,1.76092) (0,0) 0.3 (2.1,1.76092) (0,0) 0.3
1.5 (1.24948,2.00269) (0.0782111,0.967083) 0.163425 (0.900002,5.82137) 1.70296 1.4901 (0.566177,2.45789) (-0.059366,0.142797) 0.134703 (1.00644,2.50853) (-0.0958428,0.171519) 0.161645 (1.58434,2.57311) (0.112846,0.247949) 0.135003 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.26446,2.24516) (0.0599126,0.969903) 0.163425 (0.900002,5.82137) 1.70296 1.5091 (0.551335,2.49358) (-0.0593669,0.142796) 0.134703 (0.982482,2.55141) (-0.0958437,0.171518) 0.161645 (1.61255,2.63509) (0.112852,0.247946) 0.135003 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.27535,2.48833) (0.0435667,0.972654) 0.163425 (0.900002,5.82137) 1.70296 1.52603 (0.536496,2.52928) (-0.0593569,0.1428) 0.134703 (0.958519,2.59429) (-0.0958521,0.171514) 0.161645 (1.64077,2.69708) (0.112863,0.247941) 0.135003 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.27807,2.73397) (0.0108991,0.982597) 0.163425 (0.900002,5.82137) 1.70296 1.5597 (0.521651,2.56498) (-0.0593795,0.142791) 0.134703 (0.934554,2.63716) (-0.0958594,0.171509) 0.161645 (1.66898,2.75907) (0.112858,0.247943) 0.135003 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.24767,2.98211) (-0.121598,0.992537) 0.163425 (0.900002,5.82137) 1.70296 1.6927 (0.506809,2.60068) (-0.0593655,0.142797) 0.134703 (0.910591,2.68004) (-0.0958539,0.171513) 0.161645 (1.6972,2.82105) (0.112847,0.247948) 0.135003 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
