timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.12516,1.03548) (0,0) 0.159921 (0.900002,5.82137) 1.7996 0 (0.568568,2.24694) (0,0) 0.185521 (0.789232,2.37085) (0,0) 0.218636 (1.59502,2.38884) (0,0) 0.161358 (1.6702,2.22824) (0,0) 0.130805 (0,1.03548) (0,0) 0.3 (2.1,1.03548) (0,0) 0.3
0.25 (1.11342,1.28519) (-0.0469485,0.998845) 0.159921 (0.900002,5.82137) 1.7996 1.61776 (0.54328,2.26119) (-0.101151,0.0570257) 0.185521 (0.812671,2.45351) (0.0937572,0.330656) 0.218636 (1.58341,2.41364) (-0.0464471,0.0992179) 0.161358 (1.61309,2.18818) (-0.228433,-0.160226) 0.130805 (0,1.28519) (0,0) 0.3 (2.1,1.28519) (0,0) 0.3
0.5 (1.10165,1.53492) (-0.0470746,0.998945) 0.159921 (0.900002,5.82137) 1.7996 1.61789 (0.520042,2.27859) (-0.0929498,0.0695969) 0.185521 (0.830314,2.5376) (0.0705715,0.336368) 0.218636 (1.59041,2.44012) (0.0280175,0.105908) 0.161358 (1.6159,2.14416) (0.0112204,-0.176097) 0.130805 (0,1.53492) (0,0) 0.3 (2.1,1.53492) (0,0) 0.3
0.75 (1.08989,1.78463) (-0.0470281,0.998842) 0.159921 (0.900002,5.82137) 1.7996 1.61784 (0.510287,2.30593) (-0.0390221,0.109365) 0.185521 (0.80176,2.61864) (-0.114215,0.324159) 0.218636 (1.59741,2.4666) (0.0280117,0.10591) 0.161358 (1.61856,2.13553) (0.0106594,-0.0345114) 0.130805 (0,1.78463) (0,0) 0.3 (2.1,1.78463) (0,0) 0.3
1 (1.07911,2.03425) (-0.043144,0.998471) 0.159921 (0.900002,5.82137) 1.7996 1.61398 (0.50053,2.33327) (-0.039028,0.109363) 0.185521 (0.756508,2.69168) (-0.181008,0.292164) 0.218636 (1.60442,2.49307) (0.0280169,0.105908) 0.161358 (1.62109,2.14552) (0.0101264,0.0399816) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.06731,2.28395) (-0.047191,0.998807) 0.159921 (0.900002,5.82137) 1.7996 1.61801 (0.490775,2.36061) (-0.0390205,0.109365) 0.185521 (0.711261,2.76473) (-0.18099,0.292175) 0.218636 (1.61142,2.51955) (0.0280177,0.105908) 0.161358 (1.64317,2.1632) (0.0882963,0.070697) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.0555,2.53366) (-0.0472251,0.998841) 0.159921 (0.900002,5.82137) 1.7996 1.61804 (0.48102,2.38796) (-0.0390193,0.109366) 0.185521 (0.666016,2.83777) (-0.180979,0.292182) 0.218636 (1.61842,2.54603) (0.0280088,0.105911) 0.161358 (1.71954,2.22475) (0.30547,0.246209) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.0437,2.78338) (-0.0472316,0.998882) 0.159921 (0.900002,5.82137) 1.7996 1.61805 (0.471263,2.4153) (-0.0390284,0.109363) 0.185521 (0.62077,2.91082) (-0.180983,0.29218) 0.218636 (1.62543,2.57251) (0.0280142,0.105909) 0.161358 (1.78662,2.2963) (0.268354,0.286211) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.03189,3.0331) (-0.0472357,0.998858) 0.159921 (0.900002,5.82137) 1.7996 1.61805 (0.461507,2.44264) (-0.0390243,0.109364) 0.185521 (0.575522,2.98386) (-0.180995,0.292173) 0.218636 (1.63243,2.59898) (0.0280085,0.105911) 0.161358 (1.84508,2.37507) (0.233808,0.315063) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.02007,3.28281) (-0.0472712,0.998858) 0.159921 (0.900002,5.82137) 1.7996 1.61809 (0.45175,2.46998) (-0.0390267,0.109363) 0.185521 (0.530273,3.0569) (-0.180997,0.292171) 0.218636 (1.63943,2.62546) (0.0280157,0.105909) 0.161358 (1.89456,2.45976) (0.197925,0.338757) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.00826,3.53253) (-0.0472415,0.998879) 0.159921 (0.900002,5.82137) 1.7996 1.61806 (0.441993,2.49732) (-0.039029,0.109362) 0.185521 (0.485029,3.12995) (-0.180975,0.292185) 0.218636 (1.64644,2.65194) (0.0280267,0.105906) 0.161358 (1.93325,2.54989) (0.154754,0.36053) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.99645,3.78225) (-0.0472393,0.998864) 0.159921 (0.900002,5.82137) 1.7996 1.61805 (0.432236,2.52466) (-0.0390278,0.109363) 0.185521 (0.439783,3.203) (-0.180982,0.29218) 0.218636 (1.65344,2.67842) (0.0280087,0.105911) 0.161358 (1.95818,2.64475) (0.0997498,0.379448) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.984658,4.03197) (-0.0471659,0.998878) 0.159921 (0.900002,5.82137) 1.7996 1.61798 (0.42248,2.552) (-0.0390231,0.109365) 0.185521 (0.394543,3.27604) (-0.180962,0.292193) 0.218636 (1.66045,2.70489) (0.0280121,0.10591) 0.161358 (1.96672,2.74246) (0.0341476,0.390851) 0.130805 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
