timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.01469,1.19526) (0,0) 0.215288 (0.900002,5.82137) 1.54351 0 (0.402772,2.23701) (0,0) 0.158997 (0.837954,2.22734) (0,0) 0.21945 (1.51003,2.3923) (0,0) 0.213286 (1.65276,2.23098) (0,0) 0.132706 (0,1.19526) (0,0) 0.3 (2.1,1.19526) (0,0) 0.3
0.25 (1.00849,1.44518) (-0.0248153,0.999698) 0.215288 (0.900002,5.82137) 1.54351 1.59561 (0.393959,2.27397) (-0.0352513,0.147833) 0.158997 (0.837205,2.25759) (-0.00299682,0.120986) 0.21945 (1.48656,2.45777) (-0.0939082,0.261867) 0.213286 (1.71393,2.2616) (0.244659,0.122463) 0.132706 (0,1.44518) (0,0) 0.3 (2.1,1.44518) (0,0) 0.3
0.5 (1.03951,1.68178) (0.124087,0.946393) 0.215288 (0.900002,5.82137) 1.54351 1.44042 (0.385144,2.31093) (-0.0352587,0.147832) 0.158997 (0.82125,2.3165) (-0.0638223,0.235645) 0.21945 (1.49221,2.52709) (0.0226031,0.277276) 0.213286 (1.7621,2.31016) (0.192693,0.194228) 0.132706 (0,1.68178) (0,0) 0.3 (2.1,1.68178) (0,0) 0.3
0.75 (1.05853,1.85886) (0.0760787,0.708307) 0.215288 (0.900002,5.82137) 1.54351 1.4638 (0.376326,2.34789) (-0.0352713,0.147829) 0.158997 (0.798212,2.37302) (-0.0921516,0.226075) 0.21945 (1.51805,2.59165) (0.103386,0.258272) 0.213286 (1.7912,2.37206) (0.116416,0.247594) 0.132706 (0,1.85886) (0,0) 0.3 (2.1,1.85886) (0,0) 0.3
1 (1.08357,2.04222) (0.100171,0.733461) 0.215288 (0.900002,5.82137) 1.54351 1.43506 (0.366203,2.38451) (-0.0404949,0.146484) 0.158997 (0.774137,2.4291) (-0.0962989,0.22434) 0.21945 (1.5439,2.65622) (0.103398,0.258267) 0.213286 (1.81822,2.43489) (0.108053,0.251356) 0.132706 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.11223,2.22931) (0.114616,0.74836) 0.215288 (0.900002,5.82137) 1.54351 1.41882 (0.354718,2.42072) (-0.0459368,0.14487) 0.158997 (0.749786,2.48507) (-0.0974054,0.223862) 0.21945 (1.56975,2.72079) (0.103373,0.258277) 0.213286 (1.8441,2.49821) (0.103547,0.253245) 0.132706 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.14296,2.41583) (0.122942,0.746071) 0.215288 (0.900002,5.82137) 1.54351 1.40748 (0.342278,2.45663) (-0.0497598,0.143601) 0.158997 (0.724808,2.54076) (-0.099909,0.222756) 0.21945 (1.59559,2.78536) (0.10338,0.258274) 0.213286 (1.86939,2.56176) (0.101147,0.254213) 0.132706 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.17028,2.65592) (0.109276,0.960357) 0.215288 (0.900002,5.82137) 1.54351 1.4575 (0.328866,2.49217) (-0.0536483,0.142194) 0.158997 (0.700772,2.59686) (-0.096146,0.224406) 0.21945 (1.62144,2.84993) (0.103387,0.258272) 0.213286 (1.89437,2.62543) (0.0999062,0.254704) 0.132706 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.14901,2.90502) (-0.0850739,0.996417) 0.215288 (0.900002,5.82137) 1.54351 1.65597 (0.315454,2.52772) (-0.0536484,0.142194) 0.158997 (0.676735,2.65296) (-0.0961459,0.224406) 0.21945 (1.64728,2.91449) (0.103386,0.258272) 0.213286 (1.91919,2.68917) (0.0992859,0.254946) 0.132706 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.12774,3.15412) (-0.085085,0.996381) 0.215288 (0.900002,5.82137) 1.54351 1.65598 (0.302042,2.56327) (-0.0536484,0.142194) 0.158997 (0.652699,2.70906) (-0.0961459,0.224406) 0.21945 (1.67313,2.97906) (0.10337,0.258278) 0.213286 (1.94394,2.75294) (0.0989905,0.255061) 0.132706 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.10646,3.40321) (-0.0851286,0.996392) 0.215288 (0.900002,5.82137) 1.54351 1.65603 (0.28863,2.59882) (-0.0536484,0.142194) 0.158997 (0.628662,2.76516) (-0.0961459,0.224406) 0.21945 (1.69897,3.04363) (0.103377,0.258275) 0.213286 (1.96865,2.81671) (0.098857,0.255113) 0.132706 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
