timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (0.949201,1.21521) (0,0) 0.201324 (0.900002,5.82137) 1.58891 0 (0.524331,2.28967) (0,0) 0.195853 (1.07722,2.27283) (0,0) 0.128539 (1.51864,2.29166) (0,0) 0.197422 (0,1.21521) (0,0) 0.3 (2.1,1.21521) (0,0) 0.3
0.25 (0.946534,1.46519) (-0.0106711,0.999954) 0.201324 (0.900002,5.82137) 1.58891 1.58147 (0.503186,2.35774) (-0.0845825,0.272286) 0.195853 (1.07273,2.3133) (-0.0179552,0.16187) 0.128539 (1.5379,2.33984) (0.0770513,0.192714) 0.197422 (0,1.46519) (0,0) 0.3 (2.1,1.46519) (0,0) 0.3
0.5 (0.933395,1.64831) (-0.0525544,0.73246) 0.201324 (0.900002,5.82137) 1.58891 1.64242 (0.482034,2.42581) (-0.0846061,0.272279) 0.195853 (1.0908,2.34978) (0.0722807,0.145944) 0.128539 (1.55716,2.38802) (0.0770552,0.192713) 0.197422 (0,1.64831) (0,0) 0.3 (2.1,1.64831) (0,0) 0.3
0.75 (0.910763,1.85402) (-0.0905302,0.822842) 0.201324 (0.900002,5.82137) 1.58891 1.68038 (0.460888,2.49388) (-0.0845842,0.272286) 0.195853 (1.11308,2.38386) (0.0891256,0.136312) 0.128539 (1.57643,2.43619) (0.077065,0.192709) 0.197422 (0,1.85402) (0,0) 0.3 (2.1,1.85402) (0,0) 0.3
1 (0.881222,2.08613) (-0.118163,0.928436) 0.201324 (0.900002,5.82137) 1.58891 1.69739 (0.439736,2.56195) (-0.084609,0.272278) 0.195853 (1.13536,2.41794) (0.0891256,0.136312) 0.128539 (1.5957,2.48437) (0.077063,0.19271) 0.197422 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.849275,2.32743) (-0.127788,0.965217) 0.201324 (0.900002,5.82137) 1.58891 1.70242 (0.418589,2.63002) (-0.0845889,0.272284) 0.195853 (1.15764,2.45202) (0.0891255,0.136312) 0.128539 (1.61496,2.53255) (0.0770431,0.192718) 0.197422 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.817485,2.56814) (-0.127161,0.962821) 0.201324 (0.900002,5.82137) 1.58891 1.70211 (0.397438,2.69809) (-0.0846019,0.27228) 0.195853 (1.17993,2.4861) (0.0891255,0.136312) 0.128539 (1.63422,2.58073) (0.0770498,0.192715) 0.197422 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.823822,2.81808) (0.0253492,0.999764) 0.201324 (0.900002,5.82137) 1.58891 1.54545 (0.376291,2.76617) (-0.0845885,0.272284) 0.195853 (1.15834,2.52062) (-0.0863217,0.138104) 0.128539 (1.65348,2.62891) (0.0770564,0.192712) 0.197422 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.830147,3.06802) (0.0252996,0.999746) 0.201324 (0.900002,5.82137) 1.58891 1.5455 (0.355141,2.83424) (-0.0846003,0.272281) 0.195853 (1.1352,2.55412) (-0.0925979,0.133977) 0.128539 (1.67275,2.67709) (0.077054,0.192713) 0.197422 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.836471,3.31793) (0.0252968,0.99964) 0.201324 (0.900002,5.82137) 1.58891 1.5455 (0.333999,2.90231) (-0.0845663,0.272291) 0.195853 (1.11204,2.58761) (-0.0926025,0.133974) 0.128539 (1.69201,2.72526) (0.0770627,0.19271) 0.197422 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.842805,3.56782) (0.0253356,0.999593) 0.201324 (0.900002,5.82137) 1.58891 1.54546 (0.312849,2.97038) (-0.0846028,0.27228) 0.195853 (1.08889,2.6211) (-0.092609,0.133969) 0.128539 (1.71128,2.77344) (0.0770593,0.192711) 0.197422 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
