timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.08441,1.13046) (0,0) 0.151449 (0.900002,5.82137) 1.85569 0 (0.935879,2.32417) (0,0) 0.13553 (1.35256,2.21644) (0,0) 0.129322 (0,1.13046) (0,0) 0.3 (2.1,1.13046) (0,0) 0.3
0.25 (1.07459,1.38025) (-0.0392906,0.999142) 0.151449 (0.900002,5.82137) 1.85569 1.6101 (0.915763,2.35675) (-0.0804624,0.13032) 0.13553 (1.3844,2.28546) (0.127381,0.276064) 0.129322 (0,1.38025) (0,0) 0.3 (2.1,1.38025) (0,0) 0.3
0.5 (1.07399,1.62881) (-0.00237774,0.994273) 0.151449 (0.900002,5.82137) 1.85569 1.57319 (0.884935,2.37946) (-0.123312,0.090838) 0.13553 (1.41625,2.35447) (0.127392,0.276059) 0.129322 (0,1.62881) (0,0) 0.3 (2.1,1.62881) (0,0) 0.3
0.75 (1.07339,1.8773) (-0.00242415,0.993927) 0.151449 (0.900002,5.82137) 1.85569 1.57324 (0.854107,2.40217) (-0.123312,0.0908381) 0.13553 (1.44809,2.42349) (0.127379,0.276065) 0.129322 (0,1.8773) (0,0) 0.3 (2.1,1.8773) (0,0) 0.3
1 (1.07277,2.12567) (-0.00248288,0.993488) 0.151449 (0.900002,5.82137) 1.85569 1.5733 (0.823279,2.42488) (-0.123312,0.0908381) 0.13553 (1.47994,2.4925) (0.127374,0.276068) 0.129322 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.07213,2.3739) (-0.00255645,0.992938) 0.151449 (0.900002,5.82137) 1.85569 1.57337 (0.792451,2.44759) (-0.123312,0.0908381) 0.13553 (1.51179,2.56152) (0.127399,0.276056) 0.129322 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.07147,2.62201) (-0.00262501,0.992432) 0.151449 (0.900002,5.82137) 1.85569 1.57344 (0.761623,2.4703) (-0.123311,0.0908394) 0.13553 (1.54363,2.63054) (0.127369,0.27607) 0.129322 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05809,2.87167) (-0.0535369,0.998632) 0.151449 (0.900002,5.82137) 1.85569 1.62436 (0.743895,2.50424) (-0.0709129,0.135753) 0.13553 (1.57548,2.69955) (0.127413,0.27605) 0.129322 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04471,3.12133) (-0.0535085,0.998643) 0.151449 (0.900002,5.82137) 1.85569 1.62433 (0.726168,2.53817) (-0.0709071,0.135756) 0.13553 (1.60733,2.76856) (0.127377,0.276066) 0.129322 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03134,3.37096) (-0.0534821,0.998512) 0.151449 (0.900002,5.82137) 1.85569 1.62431 (0.70844,2.57211) (-0.0709123,0.135753) 0.13553 (1.63918,2.83758) (0.127396,0.276057) 0.129322 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01795,3.62059) (-0.0535624,0.998538) 0.151449 (0.900002,5.82137) 1.85569 1.62439 (0.690712,2.60605) (-0.0709127,0.135753) 0.13553 (1.67103,2.90659) (0.127399,0.276056) 0.129322 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
