timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.08118,1.21958) (0,0) 0.122406 (0.900002,5.82137) 1.67299 0 (0.537645,2.2922) (0,0) 0.120009 (0.886974,2.38711) (0,0) 0.212897 (1.42737,2.21395) (0,0) 0.197127 (1.60237,2.37879) (0,0) 0.152744 (0,1.21958) (0,0) 0.3 (2.1,1.21958) (0,0) 0.3
0.25 (1.07135,1.46938) (-0.0393479,0.999211) 0.122406 (0.900002,5.82137) 1.67299 1.61015 (0.514227,2.35415) (-0.0936749,0.247797) 0.120009 (0.876466,2.42301) (-0.0420299,0.143612) 0.212897 (1.40743,2.15586) (-0.0797855,-0.232365) 0.197127 (1.63976,2.41401) (0.14955,0.140871) 0.152744 (0,1.46938) (0,0) 0.3 (2.1,1.46938) (0,0) 0.3
0.5 (1.0569,1.58401) (-0.0577667,0.458501) 0.122406 (0.900002,5.82137) 1.67299 1.69613 (0.490807,2.4161) (-0.0936793,0.247796) 0.120009 (0.84386,2.41425) (-0.130423,-0.0350254) 0.212897 (1.40773,2.14949) (0.00120585,-0.0254958) 0.197127 (1.65053,2.46423) (0.0430663,0.200886) 0.152744 (0,1.58401) (0,0) 0.3 (2.1,1.58401) (0,0) 0.3
0.75 (1.05894,1.80523) (0.00814587,0.884865) 0.122406 (0.900002,5.82137) 1.67299 1.56159 (0.467389,2.47805) (-0.0936697,0.247799) 0.120009 (0.816106,2.43934) (-0.111016,0.100331) 0.212897 (1.41908,2.17019) (0.0453878,0.0828352) 0.197127 (1.6613,2.51445) (0.0430744,0.200884) 0.152744 (0,1.80523) (0,0) 0.3 (2.1,1.80523) (0,0) 0.3
1 (1.06495,2.05261) (0.0240445,0.989538) 0.122406 (0.900002,5.82137) 1.67299 1.5465 (0.443977,2.54) (-0.0936476,0.247808) 0.120009 (0.788352,2.46442) (-0.111016,0.100331) 0.212897 (1.44998,2.20185) (0.123622,0.126632) 0.197127 (1.67206,2.56468) (0.0430581,0.200888) 0.152744 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.07093,2.29979) (0.0239189,0.988711) 0.122406 (0.900002,5.82137) 1.67299 1.54661 (0.420563,2.60195) (-0.093656,0.247804) 0.120009 (0.760598,2.4895) (-0.111016,0.100331) 0.212897 (1.52055,2.24557) (0.282253,0.174872) 0.197127 (1.68283,2.6149) (0.0430625,0.200887) 0.152744 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.07688,2.54675) (0.0237849,0.987831) 0.122406 (0.900002,5.82137) 1.67299 1.54672 (0.397147,2.6639) (-0.0936642,0.247801) 0.120009 (0.732844,2.51459) (-0.111016,0.100331) 0.212897 (1.587,2.29531) (0.265818,0.198966) 0.197127 (1.69359,2.66512) (0.0430731,0.200884) 0.152744 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.06341,2.79639) (-0.053878,0.998592) 0.122406 (0.900002,5.82137) 1.67299 1.6247 (0.373736,2.72586) (-0.0936437,0.247809) 0.120009 (0.715881,2.54793) (-0.0678513,0.133368) 0.212897 (1.65031,2.349) (0.253227,0.214762) 0.197127 (1.70436,2.71534) (0.0430598,0.200887) 0.152744 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04992,3.04603) (-0.0539315,0.998562) 0.122406 (0.900002,5.82137) 1.67299 1.62475 (0.350329,2.78781) (-0.0936312,0.247814) 0.120009 (0.698917,2.58127) (-0.0678581,0.133365) 0.212897 (1.71115,2.40547) (0.243373,0.225868) 0.197127 (1.71512,2.76556) (0.0430563,0.200888) 0.152744 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03642,3.29567) (-0.0540024,0.998522) 0.122406 (0.900002,5.82137) 1.67299 1.62483 (0.326914,2.84976) (-0.0936579,0.247804) 0.120009 (0.681957,2.61461) (-0.0678384,0.133375) 0.212897 (1.76988,2.46413) (0.234908,0.234659) 0.197127 (1.72589,2.81578) (0.0430632,0.200887) 0.152744 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.02293,3.54532) (-0.0539858,0.998604) 0.122406 (0.900002,5.82137) 1.67299 1.62481 (0.303497,2.91171) (-0.0936675,0.2478) 0.120009 (0.664994,2.64795) (-0.0678511,0.133368) 0.212897 (1.82639,2.52494) (0.226041,0.243212) 0.197127 (1.73666,2.86601) (0.0430709,0.200885) 0.152744 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
