timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.07831,1.12744) (0,0) 0.206386 (0.900002,5.82137) 1.93139 0 (0.880946,2.3221) (0,0) 0.182633 (1.42403,2.35246) (0,0) 0.182492 (0,1.12744) (0,0) 0.3 (2.1,1.12744) (0,0) 0.3
0.25 (1.06882,1.37727) (-0.037959,0.999312) 0.206386 (0.900002,5.82137) 1.93139 1.60876 (0.841337,2.39245) (-0.158435,0.2814) 0.182633 (1.43781,2.38274) (0.0551374,0.12114) 0.182492 (0,1.37727) (0,0) 0.3 (2.1,1.37727) (0,0) 0.3
0.5 (1.05934,1.62709) (-0.0379188,0.999297) 0.206386 (0.900002,5.82137) 1.93139 1.60872 (0.801729,2.4628) (-0.158434,0.281401) 0.182633 (1.4516,2.41303) (0.0551383,0.12114) 0.182492 (0,1.62709) (0,0) 0.3 (2.1,1.62709) (0,0) 0.3
0.75 (1.04984,1.87689) (-0.0379925,0.999191) 0.206386 (0.900002,5.82137) 1.93139 1.6088 (0.762119,2.53315) (-0.158438,0.281399) 0.182633 (1.46538,2.44331) (0.0551297,0.121144) 0.182492 (0,1.87689) (0,0) 0.3 (2.1,1.87689) (0,0) 0.3
1 (1.04034,2.12671) (-0.0379754,0.999297) 0.206386 (0.900002,5.82137) 1.93139 1.60878 (0.722515,2.6035) (-0.158415,0.281411) 0.182633 (1.47916,2.4736) (0.0551264,0.121145) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.03086,2.37653) (-0.0379435,0.999277) 0.206386 (0.900002,5.82137) 1.93139 1.60875 (0.682907,2.67385) (-0.158431,0.281402) 0.182633 (1.49295,2.50388) (0.0551366,0.12114) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.02135,2.62634) (-0.038021,0.99922) 0.206386 (0.900002,5.82137) 1.93139 1.60883 (0.643305,2.74421) (-0.158409,0.281415) 0.182633 (1.50673,2.53417) (0.055138,0.12114) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.01186,2.87614) (-0.0379708,0.999203) 0.206386 (0.900002,5.82137) 1.93139 1.60878 (0.603695,2.81456) (-0.158439,0.281398) 0.182633 (1.52051,2.56446) (0.05512,0.121148) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.00238,3.12597) (-0.0379402,0.999312) 0.206386 (0.900002,5.82137) 1.93139 1.60874 (0.564092,2.88491) (-0.158414,0.281412) 0.182633 (1.5343,2.59474) (0.0551367,0.12114) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.992893,3.37577) (-0.0379297,0.999216) 0.206386 (0.900002,5.82137) 1.93139 1.60874 (0.524482,2.95526) (-0.158439,0.281398) 0.182633 (1.54808,2.62503) (0.0551254,0.121146) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.983413,3.6256) (-0.0379202,0.999313) 0.206386 (0.900002,5.82137) 1.93139 1.60872 (0.484873,3.02561) (-0.158438,0.281398) 0.182633 (1.56186,2.65531) (0.0551302,0.121143) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.973917,3.8754) (-0.0379831,0.999203) 0.206386 (0.900002,5.82137) 1.93139 1.60879 (0.445276,3.09597) (-0.158388,0.281427) 0.182633 (1.57564,2.6856) (0.0551351,0.121141) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.964414,4.12524) (-0.0380114,0.999359) 0.206386 (0.900002,5.82137) 1.93139 1.60881 (0.409012,3.16037) (-0.145055,0.257617) 0.182633 (1.58943,2.71588) (0.0551367,0.12114) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.954927,4.37506) (-0.037947,0.999281) 0.206386 (0.900002,5.82137) 1.93139 1.60875 (0.381807,3.20868) (-0.108821,0.193241) 0.182633 (1.60321,2.74617) (0.055135,0.121141) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.945436,4.62486) (-0.0379653,0.999208) 0.206386 (0.900002,5.82137) 1.93139 1.60877 (0.361404,3.24491) (-0.0816102,0.144914) 0.182633 (1.61699,2.77646) (0.0551298,0.121143) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.935952,4.87468) (-0.0379364,0.999285) 0.206386 (0.900002,5.82137) 1.93139 1.60874 (0.346103,3.27208) (-0.0612041,0.108699) 0.182633 (1.63078,2.80674) (0.0551289,0.121144) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.926977,5.11135) (-0.0359,0.94666) 0.206386 (0.900002,5.82137) 1.93139 1.6087 (0.334624,3.29246) (-0.0459162,0.0815036) 0.182633 (1.64456,2.83703) (0.0551198,0.121148) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.920234,5.28884) (-0.026971,0.709987) 0.206386 (0.900002,5.82137) 1.93139 1.60877 (0.326021,3.30773) (-0.0344117,0.0610988) 0.182633 (1.65834,2.86731) (0.055129,0.121144) 0.182492 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
