timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.07968,1.0934) (0,0) 0.120774 (0.900002,5.82137) 1.54825 0 (0.61267,2.34601) (0,0) 0.206933 (1.2853,2.38328) (0,0) 0.187624 (0,1.0934) (0,0) 0.3 (2.1,1.0934) (0,0) 0.3
0.25 (1.07019,1.34322) (-0.0379539,0.999273) 0.120774 (0.900002,5.82137) 1.54825 1.60876 (0.585605,2.4333) (-0.10826,0.349164) 0.206933 (1.32032,2.44479) (0.140067,0.246003) 0.187624 (0,1.34322) (0,0) 0.3 (2.1,1.34322) (0,0) 0.3
0.5 (1.06069,1.59305) (-0.0379909,0.999343) 0.120774 (0.900002,5.82137) 1.54825 1.60879 (0.558533,2.52059) (-0.108287,0.349155) 0.206933 (1.35534,2.50629) (0.140075,0.245999) 0.187624 (0,1.59305) (0,0) 0.3 (2.1,1.59305) (0,0) 0.3
0.75 (1.0512,1.84285) (-0.0379842,0.999201) 0.120774 (0.900002,5.82137) 1.54825 1.60879 (0.531466,2.60788) (-0.108269,0.349161) 0.206933 (1.39035,2.56779) (0.140065,0.246004) 0.187624 (0,1.84285) (0,0) 0.3 (2.1,1.84285) (0,0) 0.3
1 (1.04171,2.09266) (-0.0379461,0.999235) 0.120774 (0.900002,5.82137) 1.54825 1.60875 (0.504396,2.69517) (-0.10828,0.349158) 0.206933 (1.42537,2.62929) (0.140071,0.246001) 0.187624 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.03221,2.34248) (-0.0380095,0.999286) 0.120774 (0.900002,5.82137) 1.54825 1.60881 (0.477317,2.78245) (-0.108316,0.349147) 0.206933 (1.46039,2.69078) (0.140085,0.245993) 0.187624 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.0227,2.59228) (-0.0380154,0.999192) 0.120774 (0.900002,5.82137) 1.54825 1.60882 (0.450259,2.86975) (-0.108231,0.349173) 0.206933 (1.49541,2.75228) (0.140085,0.245993) 0.187624 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.01322,2.84211) (-0.0379375,0.999336) 0.120774 (0.900002,5.82137) 1.54825 1.60874 (0.423193,2.95704) (-0.108266,0.349162) 0.206933 (1.53043,2.81378) (0.140079,0.245996) 0.187624 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.00373,3.09192) (-0.037947,0.999215) 0.120774 (0.900002,5.82137) 1.54825 1.60875 (0.396123,3.04433) (-0.108279,0.349158) 0.206933 (1.56545,2.87528) (0.140074,0.245999) 0.187624 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.994262,3.34173) (-0.0378794,0.999261) 0.120774 (0.900002,5.82137) 1.54825 1.60869 (0.372152,3.12163) (-0.0958832,0.309233) 0.206933 (1.60047,2.93678) (0.140072,0.246) 0.187624 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.984766,3.59156) (-0.0379855,0.99932) 0.120774 (0.900002,5.82137) 1.54825 1.60879 (0.354151,3.17964) (-0.072005,0.232019) 0.206933 (1.63549,2.99828) (0.140076,0.245998) 0.187624 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
