timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (0.933772,1.0003) (0,0) 0.138248 (0.900002,5.82137) 1.51229 0 (0.499424,2.21618) (0,0) 0.129138 (1.10882,2.39373) (0,0) 0.178247 (1.69363,2.39793) (0,0) 0.132849 (0,1.0003) (0,0) 0.3 (2.1,1.0003) (0,0) 0.3
0.25 (0.932015,1.25029) (-0.00702844,0.999942) 0.138248 (0.900002,5.82137) 1.51229 1.57783 (0.478448,2.29425) (-0.0839064,0.312288) 0.129138 (1.08339,2.45175) (-0.101714,0.232073) 0.178247 (1.70913,2.4553) (0.0620157,0.229472) 0.132849 (0,1.25029) (0,0) 0.3 (2.1,1.25029) (0,0) 0.3
0.5 (0.93026,1.50027) (-0.00701616,0.999935) 0.138248 (0.900002,5.82137) 1.51229 1.57781 (0.457469,2.37232) (-0.0839142,0.312286) 0.129138 (1.05102,2.5062) (-0.129499,0.217793) 0.178247 (1.72463,2.51267) (0.0619943,0.229478) 0.132849 (0,1.50027) (0,0) 0.3 (2.1,1.50027) (0,0) 0.3
0.75 (0.928502,1.75025) (-0.00703538,0.99994) 0.138248 (0.900002,5.82137) 1.51229 1.57783 (0.43649,2.45039) (-0.0839165,0.312285) 0.129138 (1.01865,2.56065) (-0.129483,0.217803) 0.178247 (1.74012,2.57004) (0.0619792,0.229482) 0.132849 (0,1.75025) (0,0) 0.3 (2.1,1.75025) (0,0) 0.3
1 (0.956702,1.98351) (0.112802,0.933018) 0.138248 (0.900002,5.82137) 1.51229 1.45048 (0.415511,2.52846) (-0.0839163,0.312285) 0.129138 (0.963346,2.59154) (-0.221214,0.123565) 0.178247 (1.75563,2.62741) (0.0620075,0.229474) 0.132849 (0,1.98351) (0,0) 0.3 (2.1,1.98351) (0,0) 0.3
1.25 (0.998897,2.20482) (0.168778,0.885263) 0.138248 (0.900002,5.82137) 1.51229 1.3824 (0.394536,2.60654) (-0.0838989,0.31229) 0.129138 (0.90962,2.6251) (-0.214903,0.13424) 0.178247 (1.77112,2.68478) (0.0619717,0.229484) 0.132849 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.05064,2.41303) (0.206959,0.832802) 0.138248 (0.900002,5.82137) 1.51229 1.32722 (0.373559,2.68461) (-0.0839086,0.312287) 0.129138 (0.858018,2.66185) (-0.206408,0.146968) 0.178247 (1.78662,2.74215) (0.0619968,0.229477) 0.132849 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.11365,2.64342) (0.252063,0.921597) 0.138248 (0.900002,5.82137) 1.51229 1.30382 (0.352574,2.76268) (-0.0839421,0.312279) 0.129138 (0.796731,2.67787) (-0.245148,0.0640795) 0.178247 (1.80212,2.79952) (0.0620046,0.229475) 0.132849 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.11303,2.89307) (-0.00248117,0.998576) 0.138248 (0.900002,5.82137) 1.51229 1.57328 (0.331602,2.84075) (-0.083885,0.312294) 0.129138 (0.776195,2.73779) (-0.0821448,0.2397) 0.178247 (1.81762,2.85689) (0.0620038,0.229475) 0.132849 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.0949,3.1424) (-0.0725182,0.997325) 0.138248 (0.900002,5.82137) 1.51229 1.64338 (0.310633,2.91883) (-0.0838784,0.312296) 0.129138 (0.749968,2.79545) (-0.104905,0.230648) 0.178247 (1.83312,2.91426) (0.0619854,0.22948) 0.132849 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.07677,3.39176) (-0.0725445,0.997439) 0.138248 (0.900002,5.82137) 1.51229 1.6434 (0.289653,2.9969) (-0.0839192,0.312285) 0.129138 (0.723746,2.85312) (-0.104891,0.230655) 0.178247 (1.84863,2.97163) (0.0620321,0.229468) 0.132849 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
