timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.15731,1.23733) (0,0) 0.197064 (0.900002,5.82137) 1.59739 0 (0.427809,2.362) (0,0) 0.171381 (0.812741,2.33071) (0,0) 0.179898 (1.21252,2.273) (0,0) 0.189267 (1.69716,2.31873) (0,0) 0.160454 (0,1.23733) (0,0) 0.3 (2.1,1.23733) (0,0) 0.3
0.25 (1.14329,1.48694) (-0.0560687,0.998453) 0.197064 (0.900002,5.82137) 1.59739 1.62689 (0.409132,2.42556) (-0.0747083,0.254265) 0.171381 (0.814722,2.36586) (0.00792355,0.140594) 0.179898 (1.21425,2.2911) (0.00693875,0.0723924) 0.189267 (1.7014,2.34542) (0.0169474,0.106756) 0.160454 (0,1.48694) (0,0) 0.3 (2.1,1.48694) (0,0) 0.3
0.5 (1.13684,1.62151) (-0.0258131,0.538287) 0.197064 (0.900002,5.82137) 1.59739 1.61871 (0.390458,2.48913) (-0.0746961,0.254269) 0.171381 (0.798646,2.39718) (-0.0643055,0.125276) 0.179898 (1.22141,2.35349) (0.0286484,0.249554) 0.189267 (1.70564,2.37211) (0.0169456,0.106756) 0.160454 (0,1.62151) (0,0) 0.3 (2.1,1.62151) (0,0) 0.3
0.75 (1.12742,1.74092) (-0.0376786,0.477645) 0.197064 (0.900002,5.82137) 1.59739 1.64952 (0.371784,2.5527) (-0.0746971,0.254268) 0.171381 (0.78257,2.4285) (-0.0643007,0.125279) 0.179898 (1.25565,2.43017) (0.13697,0.306735) 0.189267 (1.70987,2.39879) (0.0169461,0.106756) 0.160454 (0,1.74092) (0,0) 0.3 (2.1,1.74092) (0,0) 0.3
1 (1.11817,1.89024) (-0.0369924,0.597289) 0.197064 (0.900002,5.82137) 1.59739 1.63265 (0.353109,2.61626) (-0.0746981,0.254268) 0.171381 (0.766491,2.45982) (-0.0643174,0.12527) 0.179898 (1.29596,2.50385) (0.161219,0.294712) 0.189267 (1.71411,2.42548) (0.0169498,0.106755) 0.160454 (0,1.89024) (0,0) 0.3 (2.1,1.89024) (0,0) 0.3
1.25 (1.10932,2.06509) (-0.0354204,0.699404) 0.197064 (0.900002,5.82137) 1.59739 1.6214 (0.334441,2.67983) (-0.0746747,0.254275) 0.171381 (0.750414,2.49113) (-0.0643067,0.125276) 0.179898 (1.3394,2.57573) (0.173747,0.287504) 0.189267 (1.71835,2.45217) (0.016949,0.106756) 0.160454 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.10089,2.26166) (-0.033706,0.786248) 0.197064 (0.900002,5.82137) 1.59739 1.61364 (0.315766,2.7434) (-0.074701,0.254267) 0.171381 (0.734337,2.52245) (-0.0643106,0.125274) 0.179898 (1.38284,2.6476) (0.173772,0.287489) 0.189267 (1.72258,2.47886) (0.0169412,0.106757) 0.160454 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.09276,2.47582) (-0.0325195,0.85667) 0.197064 (0.900002,5.82137) 1.59739 1.60874 (0.297079,2.80696) (-0.0747472,0.254254) 0.171381 (0.71826,2.55377) (-0.064308,0.125275) 0.179898 (1.42629,2.71947) (0.173788,0.28748) 0.189267 (1.72682,2.50555) (0.0169461,0.106756) 0.160454 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.08458,2.71246) (-0.0327298,0.946524) 0.197064 (0.900002,5.82137) 1.59739 1.60536 (0.278401,2.87053) (-0.0747089,0.254265) 0.171381 (0.702182,2.58509) (-0.0643099,0.125274) 0.179898 (1.46972,2.79135) (0.173745,0.287505) 0.189267 (1.73106,2.53224) (0.0169475,0.106756) 0.160454 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.06976,2.96201) (-0.0592887,0.998235) 0.197064 (0.900002,5.82137) 1.59739 1.63012 (0.259724,2.9341) (-0.0747085,0.254265) 0.171381 (0.686107,2.61641) (-0.0643011,0.125279) 0.179898 (1.51317,2.86321) (0.173791,0.287478) 0.189267 (1.73529,2.55893) (0.0169453,0.106756) 0.160454 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.05494,3.21157) (-0.0592595,0.998242) 0.197064 (0.900002,5.82137) 1.59739 1.63009 (0.241041,2.99766) (-0.0747337,0.254258) 0.171381 (0.67003,2.64773) (-0.0643093,0.125274) 0.179898 (1.55661,2.93509) (0.173757,0.287498) 0.189267 (1.73953,2.58562) (0.0169442,0.106756) 0.160454 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
