timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.01645,1.03174) (0,0) 0.128699 (0.900002,5.82137) 1.50252 0 (0.418475,2.211) (0,0) 0.195023 (1.04885,2.24034) (0,0) 0.189101 (1.41203,2.37635) (0,0) 0.172433 (0,1.03174) (0,0) 0.3 (2.1,1.03174) (0,0) 0.3
0.25 (1.01039,1.28166) (-0.0242426,0.999695) 0.128699 (0.900002,5.82137) 1.50252 1.59504 (0.412814,2.2398) (-0.0226475,0.115175) 0.195023 (1.0417,2.26133) (-0.0286266,0.0839307) 0.189101 (1.43554,2.42034) (0.0940467,0.175955) 0.172433 (0,1.28166) (0,0) 0.3 (2.1,1.28166) (0,0) 0.3
0.5 (0.971676,1.52156) (-0.154863,0.959564) 0.128699 (0.900002,5.82137) 1.50252 1.73081 (0.407152,2.26859) (-0.0226469,0.115175) 0.195023 (1.07553,2.25855) (0.135347,-0.0111167) 0.189101 (1.45905,2.46433) (0.094042,0.175957) 0.172433 (0,1.52156) (0,0) 0.3 (2.1,1.52156) (0,0) 0.3
0.75 (0.931856,1.76045) (-0.15928,0.955596) 0.128699 (0.900002,5.82137) 1.50252 1.73596 (0.40149,2.29739) (-0.0226453,0.115175) 0.195023 (1.10338,2.27959) (0.1114,0.0841684) 0.189101 (1.48256,2.50832) (0.094049,0.175954) 0.172433 (0,1.76045) (0,0) 0.3 (2.1,1.76045) (0,0) 0.3
1 (0.892232,1.99872) (-0.158498,0.953077) 0.128699 (0.900002,5.82137) 1.50252 1.73559 (0.395829,2.32618) (-0.0226479,0.115174) 0.195023 (1.12745,2.31281) (0.0962673,0.132886) 0.189101 (1.50607,2.55231) (0.0940461,0.175955) 0.172433 (0,1.99872) (0,0) 0.3 (2.1,1.99872) (0,0) 0.3
1.25 (0.852816,2.23632) (-0.157662,0.950387) 0.128699 (0.900002,5.82137) 1.50252 1.73519 (0.390168,2.35497) (-0.0226432,0.115175) 0.195023 (1.14854,2.35561) (0.0843654,0.171203) 0.189101 (1.52959,2.5963) (0.094043,0.175957) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.813645,2.47313) (-0.156684,0.947238) 0.128699 (0.900002,5.82137) 1.50252 1.73472 (0.384506,2.38377) (-0.0226472,0.115175) 0.195023 (1.16536,2.41215) (0.0672979,0.22615) 0.189101 (1.5531,2.64029) (0.0940551,0.17595) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.820091,2.72305) (0.0257828,0.999668) 0.128699 (0.900002,5.82137) 1.50252 1.54501 (0.378845,2.41256) (-0.0226419,0.115176) 0.195023 (1.1417,2.49705) (-0.0946677,0.339599) 0.189101 (1.57661,2.68427) (0.0940454,0.175956) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.826549,2.97296) (0.0258341,0.999667) 0.128699 (0.900002,5.82137) 1.50252 1.54496 (0.373184,2.44135) (-0.0226451,0.115175) 0.195023 (1.09294,2.57047) (-0.195048,0.293676) 0.189101 (1.60012,2.72826) (0.094041,0.175958) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.832984,3.22288) (0.0257375,0.99967) 0.128699 (0.900002,5.82137) 1.50252 1.54506 (0.367522,2.47015) (-0.0226473,0.115175) 0.195023 (1.04417,2.64388) (-0.195061,0.293667) 0.189101 (1.62363,2.77226) (0.0940291,0.175964) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.839409,3.4728) (0.0257022,0.999694) 0.128699 (0.900002,5.82137) 1.50252 1.54509 (0.361861,2.49894) (-0.0226453,0.115175) 0.195023 (0.995405,2.7173) (-0.195063,0.293666) 0.189101 (1.64714,2.81624) (0.0940669,0.175944) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.845857,3.72272) (0.0257891,0.99966) 0.128699 (0.900002,5.82137) 1.50252 1.545 (0.356198,2.52773) (-0.0226505,0.115174) 0.195023 (0.946639,2.79072) (-0.195066,0.293664) 0.189101 (1.67066,2.86023) (0.0940443,0.175956) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.852303,3.97263) (0.0257847,0.999633) 0.128699 (0.900002,5.82137) 1.50252 1.54501 (0.350536,2.55653) (-0.022649,0.115174) 0.195023 (0.897873,2.86413) (-0.195061,0.293667) 0.189101 (1.69417,2.90422) (0.0940687,0.175943) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.858753,4.22252) (0.0258009,0.999574) 0.128699 (0.900002,5.82137) 1.50252 1.54499 (0.344873,2.58532) (-0.0226522,0.115174) 0.195023 (0.849111,2.93755) (-0.195049,0.293675) 0.189101 (1.71768,2.94821) (0.0940422,0.175957) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.865197,4.47244) (0.0257767,0.999682) 0.128699 (0.900002,5.82137) 1.50252 1.54502 (0.33921,2.61412) (-0.0226503,0.115174) 0.195023 (0.800349,3.01097) (-0.195046,0.293677) 0.189101 (1.74119,2.9922) (0.0940225,0.175968) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.871652,4.72235) (0.0258201,0.99964) 0.128699 (0.900002,5.82137) 1.50252 1.54497 (0.333547,2.64291) (-0.022654,0.115173) 0.195023 (0.75159,3.08439) (-0.195039,0.293682) 0.189101 (1.7647,3.03619) (0.0940568,0.175949) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.878107,4.97227) (0.0258186,0.99966) 0.128699 (0.900002,5.82137) 1.50252 1.54497 (0.327882,2.6717) (-0.0226584,0.115172) 0.195023 (0.702822,3.15781) (-0.195069,0.293662) 0.189101 (1.78822,3.08017) (0.094051,0.175953) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.883581,5.18455) (0.0218979,0.849114) 0.128699 (0.900002,5.82137) 1.50252 1.54501 (0.322221,2.7005) (-0.0226454,0.115175) 0.195023 (0.654047,3.23122) (-0.1951,0.293642) 0.189101 (1.81173,3.12416) (0.0940662,0.175944) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.887695,5.34376) (0.0164533,0.636848) 0.128699 (0.900002,5.82137) 1.50252 1.54497 (0.316562,2.72929) (-0.0226363,0.115177) 0.195023 (0.605271,3.30463) (-0.195104,0.293639) 0.189101 (1.83524,3.16815) (0.0940431,0.175957) 0.172433 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
