timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.93987,1.32445) (0,0) 0.214146 (0.900002,5.82137) 1.56208 0 (0.562711,2.34701) (0,0) 0.205219 (0.800257,2.3407) (0,0) 0.189507 (1.24126,2.3593) (0,0) 0.16794 (1.67655,2.29377) (0,0) 0.153227 (0,1.32445) (0,0) 0.3 (2.1,1.32445) (0,0) 0.3
0.25 (0.937653,1.57444) (-0.00886741,0.999959) 0.214146 (0.900002,5.82137) 1.56208 1.57966 (0.491252,2.38669) (-0.285836,0.158696) 0.205219 (0.840727,2.32511) (0.161879,-0.0623531) 0.189507 (1.25142,2.40676) (0.0406183,0.189849) 0.16794 (1.68636,2.35138) (0.0392573,0.230457) 0.153227 (0,1.57444) (0,0) 0.3 (2.1,1.57444) (0,0) 0.3
0.5 (0.899438,1.76099) (-0.15286,0.746203) 0.214146 (0.900002,5.82137) 1.56208 1.77285 (0.456748,2.46078) (-0.138013,0.296377) 0.205219 (0.884237,2.36566) (0.174038,0.162182) 0.189507 (1.26539,2.45324) (0.0559059,0.185922) 0.16794 (1.69618,2.40899) (0.039272,0.230454) 0.153227 (0,1.76099) (0,0) 0.3 (2.1,1.76099) (0,0) 0.3
0.75 (0.862237,1.91682) (-0.148804,0.623321) 0.214146 (0.900002,5.82137) 1.56208 1.80514 (0.422245,2.53487) (-0.138013,0.296377) 0.205219 (0.916669,2.42737) (0.129729,0.246858) 0.189507 (1.28882,2.49575) (0.093709,0.170032) 0.16794 (1.706,2.46661) (0.0392777,0.230453) 0.153227 (0,1.91682) (0,0) 0.3 (2.1,1.91682) (0,0) 0.3
1 (0.825484,2.05908) (-0.147013,0.569047) 0.214146 (0.900002,5.82137) 1.56208 1.82362 (0.387742,2.60897) (-0.138013,0.296377) 0.205219 (0.925325,2.52539) (0.0346254,0.392057) 0.189507 (1.31451,2.53326) (0.102743,0.150038) 0.16794 (1.71738,2.52393) (0.0455103,0.229304) 0.153227 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.788731,2.20134) (-0.147013,0.569047) 0.214146 (0.900002,5.82137) 1.56208 1.82362 (0.353238,2.68306) (-0.138013,0.296377) 0.205219 (0.933982,2.6234) (0.0346255,0.392057) 0.189507 (1.33577,2.57689) (0.0850697,0.174515) 0.16794 (1.72875,2.58126) (0.0455103,0.229304) 0.153227 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.751978,2.3436) (-0.147013,0.569047) 0.214146 (0.900002,5.82137) 1.56208 1.82362 (0.318735,2.75716) (-0.138013,0.296377) 0.205219 (0.942638,2.72142) (0.0346255,0.392057) 0.189507 (1.35704,2.62052) (0.0850696,0.174515) 0.16794 (1.74013,2.63859) (0.0455103,0.229304) 0.153227 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.715225,2.48586) (-0.147013,0.569047) 0.214146 (0.900002,5.82137) 1.56208 1.82362 (0.284232,2.83125) (-0.138013,0.296377) 0.205219 (0.951294,2.81943) (0.0346255,0.392057) 0.189507 (1.37831,2.66415) (0.0850696,0.174515) 0.16794 (1.75151,2.69591) (0.0455103,0.229304) 0.153227 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.678472,2.62813) (-0.147013,0.569047) 0.214146 (0.900002,5.82137) 1.56208 1.82362 (0.249729,2.90535) (-0.138013,0.296377) 0.205219 (0.959951,2.91744) (0.0346256,0.392057) 0.189507 (1.39958,2.70777) (0.0850696,0.174515) 0.16794 (1.76289,2.75324) (0.0455103,0.229304) 0.153227 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.641719,2.77038) (-0.147011,0.569001) 0.214146 (0.900002,5.82137) 1.56208 1.82363 (0.215225,2.97944) (-0.138013,0.296377) 0.205219 (0.96862,3.01546) (0.0346753,0.392052) 0.189507 (1.42084,2.7514) (0.0850696,0.174515) 0.16794 (1.77426,2.81056) (0.0455103,0.229304) 0.153227 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.604239,2.93466) (-0.14992,0.657133) 0.214146 (0.900002,5.82137) 1.56208 1.7951 (0.180722,3.05353) (-0.138013,0.296377) 0.205219 (0.966133,3.11382) (-0.00994669,0.393457) 0.189507 (1.44211,2.79503) (0.0850696,0.174515) 0.16794 (1.78564,2.86789) (0.0455103,0.229304) 0.153227 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
