timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.950975,1.38581) (0,0) 0.158545 (0.900002,5.82137) 1.61098 0 (0.411378,2.34024) (0,0) 0.173102 (0.877318,2.32283) (0,0) 0.14989 (1.54728,2.24522) (0,0) 0.158289 (1.68922,2.38985) (0,0) 0.123377 (0,1.38581) (0,0) 0.3 (2.1,1.38581) (0,0) 0.3
0.25 (0.966415,1.40286) (0.0617618,0.0681969) 0.158545 (0.900002,5.82137) 1.61098 0.834874 (0.386804,2.43083) (-0.0982926,0.362368) 0.173102 (0.87661,2.39983) (-0.00283183,0.307996) 0.14989 (1.52983,2.21331) (-0.0698193,-0.127627) 0.158289 (1.70031,2.45387) (0.0443608,0.256087) 0.123377 (0,1.40286) (0,0) 0.3 (2.1,1.40286) (0,0) 0.3
0.5 (0.962657,1.65283) (-0.0150313,0.999863) 0.158545 (0.900002,5.82137) 1.61098 1.58583 (0.362222,2.52142) (-0.0983286,0.362358) 0.173102 (0.857023,2.4743) (-0.0783495,0.297878) 0.14989 (1.53479,2.2266) (0.019868,0.0531663) 0.158289 (1.7114,2.51789) (0.044362,0.256087) 0.123377 (0,1.65283) (0,0) 0.3 (2.1,1.65283) (0,0) 0.3
0.75 (0.972799,1.89918) (0.0405656,0.985387) 0.158545 (0.900002,5.82137) 1.61098 1.52965 (0.337645,2.61201) (-0.0983075,0.362364) 0.173102 (0.819922,2.53845) (-0.148404,0.256595) 0.14989 (1.55183,2.26427) (0.0681398,0.150654) 0.158289 (1.72249,2.58192) (0.0443602,0.256087) 0.123377 (0,1.89918) (0,0) 0.3 (2.1,1.89918) (0,0) 0.3
1 (0.982888,2.14532) (0.0403577,0.984586) 0.158545 (0.900002,5.82137) 1.61098 1.52983 (0.313065,2.7026) (-0.0983229,0.362359) 0.173102 (0.780655,2.60469) (-0.157067,0.264952) 0.14989 (1.56392,2.3112) (0.0483808,0.187738) 0.158289 (1.73358,2.64594) (0.0443623,0.256086) 0.123377 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.991065,2.39177) (0.0327075,0.985811) 0.158545 (0.900002,5.82137) 1.61098 1.53763 (0.288481,2.79319) (-0.0983336,0.362356) 0.173102 (0.74139,2.67093) (-0.157057,0.264958) 0.14989 (1.57602,2.35813) (0.0483859,0.187737) 0.158289 (1.74468,2.70996) (0.0443719,0.256085) 0.123377 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.997449,2.63853) (0.0255373,0.98704) 0.158545 (0.900002,5.82137) 1.61098 1.54493 (0.263909,2.88378) (-0.0982906,0.362368) 0.173102 (0.702128,2.73717) (-0.157049,0.264963) 0.14989 (1.58811,2.40507) (0.048369,0.187741) 0.158289 (1.75577,2.77398) (0.0443675,0.256086) 0.123377 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.998213,2.88684) (0.00305672,0.993205) 0.158545 (0.900002,5.82137) 1.61098 1.56772 (0.23934,2.97437) (-0.0982756,0.362372) 0.173102 (0.662864,2.80341) (-0.157058,0.264958) 0.14989 (1.6002,2.45201) (0.0483563,0.187745) 0.158289 (1.76686,2.838) (0.0443559,0.256088) 0.123377 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.989862,3.1367) (-0.0334055,0.999469) 0.158545 (0.900002,5.82137) 1.61098 1.60421 (0.214747,3.06496) (-0.0983696,0.362347) 0.173102 (0.623597,2.86964) (-0.157068,0.264952) 0.14989 (1.61229,2.49894) (0.0483611,0.187744) 0.158289 (1.77795,2.90202) (0.0443645,0.256086) 0.123377 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.981497,3.38656) (-0.0334611,0.99943) 0.158545 (0.900002,5.82137) 1.61098 1.60426 (0.191734,3.1466) (-0.0920547,0.326582) 0.173102 (0.584332,2.93588) (-0.157061,0.264956) 0.14989 (1.62438,2.54588) (0.0483549,0.187745) 0.158289 (1.78903,2.96605) (0.0443343,0.256091) 0.123377 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.973126,3.6364) (-0.0334821,0.999376) 0.158545 (0.900002,5.82137) 1.61098 1.60429 (0.169628,3.22352) (-0.0884245,0.307674) 0.173102 (0.545067,3.00212) (-0.15706,0.264957) 0.14989 (1.63647,2.59281) (0.0483548,0.187745) 0.158289 (1.80012,3.03007) (0.0443653,0.256086) 0.123377 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
