timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.981932,1.05978) (0,0) 0.165055 (0.900002,5.82137) 1.70298 0 (0.403378,2.28553) (0,0) 0.123695 (0.92927,2.21529) (0,0) 0.123082 (1.27243,2.21768) (0,0) 0.17143 (1.64857,2.36267) (0,0) 0.205968 (0,1.05978) (0,0) 0.3 (2.1,1.05978) (0,0) 0.3
0.25 (0.97763,1.30975) (-0.017208,0.999851) 0.165055 (0.900002,5.82137) 1.70298 1.58801 (0.380054,2.37886) (-0.0932965,0.373348) 0.123695 (0.925948,2.24401) (-0.0132882,0.11488) 0.123082 (1.27117,2.22272) (-0.00500563,0.0201389) 0.17143 (1.66305,2.43518) (0.0579176,0.29006) 0.205968 (0,1.30975) (0,0) 0.3 (2.1,1.30975) (0,0) 0.3
0.5 (0.974219,1.45061) (-0.0136434,0.563452) 0.165055 (0.900002,5.82137) 1.70298 1.59501 (0.356729,2.4722) (-0.0933,0.373347) 0.123695 (0.897991,2.25138) (-0.111825,0.0294803) 0.123082 (1.28246,2.25886) (0.0451346,0.144582) 0.17143 (1.67753,2.5077) (0.0579251,0.290058) 0.205968 (0,1.45061) (0,0) 0.3 (2.1,1.45061) (0,0) 0.3
0.75 (0.976402,1.58892) (0.00873135,0.553254) 0.165055 (0.900002,5.82137) 1.70298 1.55502 (0.333404,2.56554) (-0.093298,0.373347) 0.123695 (0.870139,2.25913) (-0.111411,0.0310065) 0.123082 (1.30924,2.3071) (0.107136,0.19293) 0.17143 (1.69201,2.58021) (0.0579264,0.290058) 0.205968 (0,1.58892) (0,0) 0.3 (2.1,1.58892) (0,0) 0.3
1 (0.990515,1.75521) (0.0564495,0.66516) 0.165055 (0.900002,5.82137) 1.70298 1.48613 (0.310082,2.65887) (-0.0932899,0.373349) 0.123695 (0.842364,2.26716) (-0.1111,0.0321031) 0.123082 (1.36206,2.35709) (0.21127,0.199985) 0.17143 (1.7065,2.65272) (0.0579546,0.290052) 0.205968 (0,1.75521) (0,0) 0.3 (2.1,1.75521) (0,0) 0.3
1.25 (1.02832,1.99223) (0.151232,0.948063) 0.165055 (0.900002,5.82137) 1.70298 1.41261 (0.286766,2.75221) (-0.0932638,0.373356) 0.123695 (0.814655,2.27541) (-0.110833,0.0330147) 0.123082 (1.41818,2.41207) (0.224479,0.219916) 0.17143 (1.72099,2.72524) (0.057944,0.290054) 0.205968 (0,1.99223) (0,0) 0.3 (2.1,1.99223) (0,0) 0.3
1.5 (1.06827,2.22705) (0.159788,0.939284) 0.165055 (0.900002,5.82137) 1.70298 1.40229 (0.263432,2.84555) (-0.0933355,0.373338) 0.123695 (0.787049,2.284) (-0.110426,0.0343495) 0.123082 (1.47366,2.47076) (0.221931,0.23475) 0.17143 (1.73547,2.79775) (0.0579449,0.290054) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05658,2.47678) (-0.0467575,0.998933) 0.165055 (0.900002,5.82137) 1.70298 1.61757 (0.240101,2.93888) (-0.0933235,0.373341) 0.123695 (0.774863,2.31022) (-0.0487445,0.104871) 0.123082 (1.52637,2.53228) (0.210827,0.246081) 0.17143 (1.74996,2.87027) (0.0579425,0.290055) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.0449,2.72652) (-0.0467396,0.99893) 0.165055 (0.900002,5.82137) 1.70298 1.61755 (0.216775,3.03222) (-0.0933039,0.373346) 0.123695 (0.762677,2.33644) (-0.0487435,0.104871) 0.123082 (1.5733,2.59643) (0.187719,0.256614) 0.17143 (1.76444,2.94278) (0.0579269,0.290058) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03319,2.97626) (-0.0468045,0.998971) 0.165055 (0.900002,5.82137) 1.70298 1.61761 (0.196705,3.11257) (-0.0802802,0.321397) 0.123695 (0.750491,2.36265) (-0.0487415,0.104872) 0.123082 (1.61409,2.66272) (0.163157,0.265166) 0.17143 (1.77893,3.01529) (0.0579702,0.290049) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.02151,3.22598) (-0.0467192,0.998905) 0.165055 (0.900002,5.82137) 1.70298 1.61753 (0.181634,3.17282) (-0.0602834,0.24099) 0.123695 (0.738306,2.38887) (-0.0487425,0.104872) 0.123082 (1.64953,2.73062) (0.141783,0.271589) 0.17143 (1.79342,3.0878) (0.0579587,0.290051) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00983,3.47573) (-0.0467531,0.998973) 0.165055 (0.900002,5.82137) 1.70298 1.61756 (0.170334,3.218) (-0.0452008,0.180747) 0.123695 (0.72612,2.41509) (-0.0487434,0.104871) 0.123082 (1.68045,2.79973) (0.123661,0.276419) 0.17143 (1.80791,3.16032) (0.0579481,0.290053) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.998159,3.72546) (-0.0466711,0.99891) 0.165055 (0.900002,5.82137) 1.70298 1.61748 (0.161883,3.25192) (-0.0338046,0.135654) 0.123695 (0.713935,2.44131) (-0.0487408,0.104872) 0.123082 (1.70752,2.86975) (0.108284,0.280111) 0.17143 (1.82239,3.23283) (0.0579126,0.290061) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.986448,3.97519) (-0.0468435,0.998934) 0.165055 (0.900002,5.82137) 1.70298 1.61766 (0.155512,3.27734) (-0.0254848,0.101689) 0.123695 (0.70175,2.46753) (-0.0487403,0.104873) 0.123082 (1.7314,2.94049) (0.095529,0.282922) 0.17143 (1.83687,3.30535) (0.0579275,0.290058) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.974758,4.22493) (-0.0467589,0.998966) 0.165055 (0.900002,5.82137) 1.70298 1.61757 (0.150751,3.2964) (-0.0190429,0.0762615) 0.123695 (0.689565,2.49375) (-0.0487366,0.104874) 0.123082 (1.75266,3.01175) (0.085025,0.285075) 0.17143 (1.85136,3.37786) (0.0579626,0.290051) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.963068,4.47467) (-0.0467579,0.998956) 0.165055 (0.900002,5.82137) 1.70298 1.61757 (0.147163,3.31069) (-0.0143519,0.0571551) 0.123695 (0.677381,2.51996) (-0.0487393,0.104873) 0.123082 (1.77178,3.08343) (0.076492,0.286723) 0.17143 (1.86585,3.45037) (0.0579342,0.290056) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.951391,4.72441) (-0.0467113,0.998955) 0.165055 (0.900002,5.82137) 1.70298 1.61752 (0.144479,3.32143) (-0.0107354,0.0429529) 0.123695 (0.665195,2.54618) (-0.0487424,0.104872) 0.123082 (1.78921,3.15543) (0.0697131,0.287974) 0.17143 (1.88014,3.52289) (0.0571861,0.290057) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.939687,4.97412) (-0.0468163,0.998845) 0.165055 (0.900002,5.82137) 1.70298 1.61763 (0.142463,3.32946) (-0.00806591,0.032118) 0.123695 (0.653009,2.5724) (-0.0487432,0.104871) 0.123082 (1.80428,3.22148) (0.060301,0.264197) 0.17143 (1.89388,3.59549) (0.0549719,0.290425) 0.205968 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
