timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.12999,1.49487) (0,0) 0.183233 (0.900002,5.82137) 1.75578 0 (0.969563,2.2915) (0,0) 0.214231 (1.51496,2.28038) (0,0) 0.206113 (0,1.49487) (0,0) 0.3 (2.1,1.49487) (0,0) 0.3
0.25 (1.13423,1.50631) (0.0169341,0.0457604) 0.183233 (0.900002,5.82137) 1.75578 1.21636 (0.93789,2.34175) (-0.126692,0.201006) 0.214231 (1.52409,2.30513) (0.0365384,0.0989915) 0.206113 (0,1.50631) (0,0) 0.3 (2.1,1.50631) (0,0) 0.3
0.5 (1.11863,1.54833) (-0.0623743,0.168116) 0.183233 (0.900002,5.82137) 1.75578 1.92607 (0.906219,2.39201) (-0.126682,0.201012) 0.214231 (1.53323,2.32988) (0.0365367,0.0989921) 0.206113 (0,1.54833) (0,0) 0.3 (2.1,1.54833) (0,0) 0.3
0.75 (1.10868,1.61438) (-0.0398021,0.26419) 0.183233 (0.900002,5.82137) 1.75578 1.72033 (0.874552,2.44226) (-0.126671,0.201019) 0.214231 (1.54236,2.35463) (0.0365384,0.0989915) 0.206113 (0,1.61438) (0,0) 0.3 (2.1,1.61438) (0,0) 0.3
1 (1.11156,1.71545) (0.0115015,0.404281) 0.183233 (0.900002,5.82137) 1.75578 1.54235 (0.842881,2.49251) (-0.126683,0.201011) 0.214231 (1.5515,2.37938) (0.036538,0.0989917) 0.206113 (0,1.71545) (0,0) 0.3 (2.1,1.71545) (0,0) 0.3
1.25 (1.12649,1.96031) (0.0597395,0.979428) 0.183233 (0.900002,5.82137) 1.75578 1.50988 (0.81121,2.54277) (-0.126682,0.201012) 0.214231 (1.56063,2.40412) (0.0365383,0.0989916) 0.206113 (0,1.96031) (0,0) 0.3 (2.1,1.96031) (0,0) 0.3
1.5 (1.13282,2.20677) (0.0253116,0.985835) 0.183233 (0.900002,5.82137) 1.75578 1.54513 (0.779543,2.59302) (-0.126669,0.20102) 0.214231 (1.56976,2.42887) (0.0365359,0.0989925) 0.206113 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.13226,2.45434) (-0.00225129,0.990276) 0.183233 (0.900002,5.82137) 1.75578 1.57307 (0.747869,2.64327) (-0.126695,0.201004) 0.214231 (1.5789,2.45362) (0.0365334,0.0989934) 0.206113 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.12364,2.7031) (-0.0344636,0.995051) 0.183233 (0.900002,5.82137) 1.75578 1.60542 (0.716197,2.69353) (-0.12669,0.201007) 0.214231 (1.58803,2.47837) (0.0365408,0.0989907) 0.206113 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.10574,2.95247) (-0.0716109,0.997483) 0.183233 (0.900002,5.82137) 1.75578 1.64246 (0.68452,2.74377) (-0.126706,0.200997) 0.214231 (1.59717,2.50312) (0.036538,0.0989917) 0.206113 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.08786,3.20184) (-0.0715212,0.997495) 0.183233 (0.900002,5.82137) 1.75578 1.64237 (0.652851,2.79403) (-0.126677,0.201015) 0.214231 (1.6063,2.52786) (0.0365368,0.0989921) 0.206113 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
