timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.13381,1.29415) (0,0) 0.186549 (0.900002,5.82137) 1.98082 0 (0.403671,2.30705) (0,0) 0.148751 (0.783406,2.25347) (0,0) 0.130896 (1.48496,2.36835) (0,0) 0.185992 (1.63454,2.21909) (0,0) 0.182597 (0,1.29415) (0,0) 0.3 (2.1,1.29415) (0,0) 0.3
0.25 (1.1209,1.54381) (-0.0516319,0.998667) 0.186549 (0.900002,5.82137) 1.98082 1.62245 (0.394689,2.34222) (-0.0359273,0.140701) 0.148751 (0.786617,2.29482) (0.0128449,0.165386) 0.130896 (1.45112,2.40212) (-0.135369,0.135086) 0.185992 (1.70089,2.26344) (0.265425,0.177411) 0.182597 (0,1.54381) (0,0) 0.3 (2.1,1.54381) (0,0) 0.3
0.5 (1.11166,1.55171) (-0.0369507,0.03158) 0.186549 (0.900002,5.82137) 1.98082 2.4344 (0.385708,2.3774) (-0.0359241,0.140702) 0.148751 (0.779657,2.34528) (-0.0278386,0.201844) 0.130896 (1.42717,2.44031) (-0.0957953,0.152751) 0.185992 (1.76583,2.30985) (0.259727,0.185652) 0.182597 (0,1.55171) (0,0) 0.3 (2.1,1.55171) (0,0) 0.3
0.75 (1.09622,1.58775) (-0.0617672,0.144152) 0.186549 (0.900002,5.82137) 1.98082 1.97562 (0.376727,2.41257) (-0.035922,0.140702) 0.148751 (0.766569,2.39451) (-0.052354,0.196913) 0.130896 (1.4446,2.48483) (0.0696968,0.178088) 0.185992 (1.79872,2.38257) (0.131565,0.290888) 0.182597 (0,1.58775) (0,0) 0.3 (2.1,1.58775) (0,0) 0.3
1 (1.09499,1.64796) (-0.00491392,0.240843) 0.186549 (0.900002,5.82137) 1.98082 1.5912 (0.367748,2.44775) (-0.0359183,0.140703) 0.148751 (0.75021,2.44275) (-0.0654353,0.192961) 0.130896 (1.4636,2.5287) (0.0760111,0.175486) 0.185992 (1.82831,2.4567) (0.118368,0.296503) 0.182597 (0,1.64796) (0,0) 0.3 (2.1,1.64796) (0,0) 0.3
1.25 (1.09543,1.73068) (0.00176604,0.330877) 0.186549 (0.900002,5.82137) 1.98082 1.56546 (0.358768,2.48292) (-0.0359196,0.140703) 0.148751 (0.732156,2.49038) (-0.0722161,0.190527) 0.130896 (1.4826,2.57257) (0.0760167,0.175484) 0.185992 (1.85368,2.53237) (0.101491,0.302696) 0.182597 (0,1.73068) (0,0) 0.3 (2.1,1.73068) (0,0) 0.3
1.5 (1.0951,1.93628) (-0.00131032,0.822415) 0.186549 (0.900002,5.82137) 1.98082 1.57239 (0.349788,2.5181) (-0.0359179,0.140703) 0.148751 (0.713218,2.53767) (-0.0757525,0.189149) 0.130896 (1.50161,2.61645) (0.0760107,0.175486) 0.185992 (1.87501,2.60929) (0.0853024,0.30765) 0.182597 (0,1.93628) (0,0) 0.3 (2.1,1.93628) (0,0) 0.3
1.75 (1.08257,2.18598) (-0.0501345,0.99879) 0.186549 (0.900002,5.82137) 1.98082 1.62095 (0.340806,2.55328) (-0.0359276,0.140701) 0.148751 (0.693812,2.58477) (-0.0776209,0.18839) 0.130896 (1.52061,2.66032) (0.076009,0.175487) 0.185992 (1.89267,2.68712) (0.0706312,0.311346) 0.182597 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.07002,2.43566) (-0.0501876,0.998716) 0.186549 (0.900002,5.82137) 1.98082 1.62101 (0.331829,2.58845) (-0.0359111,0.140705) 0.148751 (0.674157,2.63176) (-0.0786225,0.187974) 0.130896 (1.53961,2.70419) (0.0760045,0.175489) 0.185992 (1.90693,2.76565) (0.0570447,0.314119) 0.182597 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.05748,2.68534) (-0.0501554,0.998749) 0.186549 (0.900002,5.82137) 1.98082 1.62097 (0.322848,2.62363) (-0.035924,0.140702) 0.148751 (0.654368,2.6787) (-0.0791534,0.187751) 0.130896 (1.55861,2.74806) (0.0760067,0.175488) 0.185992 (1.91785,2.84472) (0.0436808,0.316255) 0.182597 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.04494,2.93503) (-0.0501681,0.998756) 0.186549 (0.900002,5.82137) 1.98082 1.62098 (0.313869,2.6588) (-0.0359139,0.140704) 0.148751 (0.634507,2.72561) (-0.0794474,0.187627) 0.130896 (1.57762,2.79193) (0.0760266,0.17548) 0.185992 (1.92523,2.92419) (0.0295139,0.31789) 0.182597 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.03241,3.18471) (-0.0501402,0.99873) 0.186549 (0.900002,5.82137) 1.98082 1.62096 (0.304888,2.69398) (-0.0359233,0.140702) 0.148751 (0.614606,2.7725) (-0.0796031,0.187561) 0.130896 (1.59662,2.8358) (0.0760105,0.175487) 0.185992 (1.9286,3.00393) (0.0135165,0.318971) 0.182597 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.01989,3.4344) (-0.0500614,0.998746) 0.186549 (0.900002,5.82137) 1.98082 1.62088 (0.295909,2.72915) (-0.0359184,0.140703) 0.148751 (0.594682,2.81938) (-0.0796937,0.187523) 0.130896 (1.61562,2.87967) (0.0760158,0.175484) 0.185992 (1.92755,3.08374) (-0.0042197,0.319229) 0.182597 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.00734,3.68411) (-0.0502017,0.998826) 0.186549 (0.900002,5.82137) 1.98082 1.62101 (0.286928,2.76433) (-0.035925,0.140701) 0.148751 (0.574747,2.86625) (-0.0797418,0.187502) 0.130896 (1.63462,2.92355) (0.0760046,0.175489) 0.185992 (1.92652,3.16355) (-0.00413884,0.31923) 0.182597 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.994805,3.9338) (-0.050148,0.998781) 0.186549 (0.900002,5.82137) 1.98082 1.62096 (0.277947,2.7995) (-0.0359238,0.140702) 0.148751 (0.554804,2.91312) (-0.0797722,0.187489) 0.130896 (1.65363,2.96742) (0.0760041,0.175489) 0.185992 (1.92547,3.24335) (-0.00419692,0.319229) 0.182597 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
