timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.07072,1.07206) (0,0) 0.146416 (0.900002,5.82137) 1.88971 0 (0.494595,2.37317) (0,0) 0.191239 (0.922589,2.2933) (0,0) 0.18134 (1.30278,2.34766) (0,0) 0.124399 (1.6915,2.3927) (0,0) 0.126626 (0,1.07206) (0,0) 0.3 (2.1,1.07206) (0,0) 0.3
0.25 (1.06174,1.3219) (-0.0359003,0.999361) 0.146416 (0.900002,5.82137) 1.88971 1.6067 (0.48124,2.40974) (-0.0534189,0.146271) 0.191239 (0.923016,2.30414) (0.00170811,0.0433853) 0.18134 (1.3009,2.39438) (-0.00753233,0.186902) 0.124399 (1.70345,2.46218) (0.0477787,0.277919) 0.126626 (0,1.3219) (0,0) 0.3 (2.1,1.3219) (0,0) 0.3
0.5 (1.08016,1.56627) (0.0736683,0.977499) 0.146416 (0.900002,5.82137) 1.88971 1.49557 (0.467883,2.44631) (-0.0534281,0.146267) 0.191239 (0.892775,2.30208) (-0.120967,-0.00824737) 0.18134 (1.32197,2.43613) (0.0842911,0.166986) 0.124399 (1.71539,2.53166) (0.0477662,0.277922) 0.126626 (0,1.56627) (0,0) 0.3 (2.1,1.56627) (0,0) 0.3
0.75 (1.09684,1.80066) (0.0667356,0.937557) 0.146416 (0.900002,5.82137) 1.88971 1.49974 (0.454527,2.48287) (-0.0534243,0.146269) 0.191239 (0.865255,2.31496) (-0.110076,0.0515273) 0.18134 (1.34515,2.47675) (0.0927142,0.16246) 0.124399 (1.72733,2.60114) (0.0477688,0.277921) 0.126626 (0,1.80066) (0,0) 0.3 (2.1,1.80066) (0,0) 0.3
1 (1.11353,2.03505) (0.0667356,0.937558) 0.146416 (0.900002,5.82137) 1.88971 1.49974 (0.441167,2.51944) (-0.0534401,0.146263) 0.191239 (0.839338,2.33587) (-0.103671,0.0836235) 0.18134 (1.36833,2.51736) (0.0927142,0.16246) 0.124399 (1.73927,2.67062) (0.0477721,0.277921) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.13021,2.26944) (0.0667355,0.937558) 0.146416 (0.900002,5.82137) 1.88971 1.49974 (0.42781,2.55601) (-0.0534261,0.146268) 0.191239 (0.814267,2.36102) (-0.100284,0.100597) 0.18134 (1.39151,2.55798) (0.0927142,0.16246) 0.124399 (1.75122,2.7401) (0.0477721,0.277921) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.14689,2.50383) (0.0667354,0.93756) 0.146416 (0.900002,5.82137) 1.88971 1.49974 (0.414451,2.59257) (-0.0534385,0.146264) 0.191239 (0.789644,2.38841) (-0.0984903,0.109583) 0.18134 (1.41469,2.59859) (0.0927142,0.16246) 0.124399 (1.76316,2.80958) (0.0477634,0.277922) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.12835,2.75313) (-0.0741708,0.99721) 0.146416 (0.900002,5.82137) 1.88971 1.64504 (0.401091,2.62914) (-0.0534375,0.146264) 0.191239 (0.789972,2.43255) (0.00131218,0.176529) 0.18134 (1.43786,2.63921) (0.092714,0.16246) 0.124399 (1.7751,2.87906) (0.0477792,0.277919) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.10979,3.00243) (-0.0742334,0.997204) 0.146416 (0.900002,5.82137) 1.88971 1.6451 (0.387731,2.6657) (-0.053443,0.146262) 0.191239 (0.78399,2.49127) (-0.0239285,0.234889) 0.18134 (1.45968,2.68057) (0.0872551,0.165456) 0.124399 (1.78705,2.94854) (0.0477701,0.277921) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.09124,3.25175) (-0.0742238,0.997256) 0.146416 (0.900002,5.82137) 1.88971 1.64509 (0.374372,2.70227) (-0.0534325,0.146266) 0.191239 (0.773072,2.54927) (-0.0436745,0.23203) 0.18134 (1.4815,2.72193) (0.0872687,0.165449) 0.124399 (1.799,3.01802) (0.0478003,0.277916) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.07268,3.50105) (-0.0742482,0.9972) 0.146416 (0.900002,5.82137) 1.88971 1.64512 (0.361019,2.73884) (-0.0534117,0.146273) 0.191239 (0.75946,2.60671) (-0.0544471,0.229741) 0.18134 (1.50331,2.7633) (0.0872653,0.165451) 0.124399 (1.81093,3.0875) (0.04775,0.277924) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.05412,3.75038) (-0.0742413,0.997315) 0.146416 (0.900002,5.82137) 1.88971 1.6451 (0.347662,2.77541) (-0.0534303,0.146267) 0.191239 (0.744368,2.66377) (-0.0603655,0.228257) 0.18134 (1.52513,2.80466) (0.0872529,0.165458) 0.124399 (1.82288,3.15698) (0.0477971,0.277916) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.03557,3.9997) (-0.0741869,0.997283) 0.146416 (0.900002,5.82137) 1.88971 1.64505 (0.334308,2.81197) (-0.0534156,0.146272) 0.191239 (0.728451,2.72061) (-0.063669,0.227358) 0.18134 (1.54694,2.84602) (0.0872677,0.16545) 0.124399 (1.83482,3.22646) (0.0477453,0.277925) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.01702,4.24901) (-0.0741771,0.997234) 0.146416 (0.900002,5.82137) 1.88971 1.64504 (0.320953,2.84854) (-0.0534214,0.14627) 0.191239 (0.71207,2.77732) (-0.0655228,0.226831) 0.18134 (1.56876,2.88738) (0.0872695,0.165449) 0.124399 (1.84676,3.29594) (0.0477493,0.277924) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.998453,4.4983) (-0.0742877,0.997175) 0.146416 (0.900002,5.82137) 1.88971 1.64516 (0.307596,2.88511) (-0.0534257,0.146268) 0.191239 (0.695423,2.83395) (-0.0665882,0.22652) 0.18134 (1.59058,2.92875) (0.0872753,0.165446) 0.124399 (1.8587,3.36542) (0.0477719,0.277921) 0.126626 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
