timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.05185,1.07172) (0,0) 0.126214 (0.900002,5.82137) 1.69098 0 (0.730829,2.3175) (0,0) 0.188021 (1.6998,2.32682) (0,0) 0.219384 (0,1.07172) (0,0) 0.3 (2.1,1.07172) (0,0) 0.3
0.25 (1.04387,1.3216) (-0.0319236,0.999521) 0.126214 (0.900002,5.82137) 1.69098 1.60272 (0.711853,2.36315) (-0.0759024,0.182578) 0.188021 (1.71488,2.38746) (0.0603158,0.242571) 0.219384 (0,1.3216) (0,0) 0.3 (2.1,1.3216) (0,0) 0.3
0.5 (1.03588,1.57146) (-0.0319721,0.999408) 0.126214 (0.900002,5.82137) 1.69098 1.60278 (0.692881,2.40879) (-0.0758879,0.182584) 0.188021 (1.72997,2.4481) (0.0603359,0.242566) 0.219384 (0,1.57146) (0,0) 0.3 (2.1,1.57146) (0,0) 0.3
0.75 (1.02788,1.82132) (-0.0319657,0.999449) 0.126214 (0.900002,5.82137) 1.69098 1.60277 (0.673911,2.45444) (-0.0758787,0.182588) 0.188021 (1.74504,2.50874) (0.0603197,0.24257) 0.219384 (0,1.82132) (0,0) 0.3 (2.1,1.82132) (0,0) 0.3
1 (1.01991,2.0712) (-0.0319019,0.999522) 0.126214 (0.900002,5.82137) 1.69098 1.6027 (0.654941,2.50009) (-0.0758831,0.182586) 0.188021 (1.76012,2.56939) (0.0603133,0.242572) 0.219384 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.01192,2.32106) (-0.0319485,0.999437) 0.126214 (0.900002,5.82137) 1.69098 1.60275 (0.63597,2.54573) (-0.0758844,0.182586) 0.188021 (1.7752,2.63003) (0.0603168,0.242571) 0.219384 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.00393,2.57091) (-0.0319485,0.999427) 0.126214 (0.900002,5.82137) 1.69098 1.60275 (0.616993,2.59138) (-0.075907,0.182576) 0.188021 (1.79028,2.69067) (0.0603273,0.242568) 0.219384 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.995934,2.82079) (-0.0320044,0.999485) 0.126214 (0.900002,5.82137) 1.69098 1.60281 (0.598021,2.63702) (-0.0758874,0.182584) 0.188021 (1.80536,2.75131) (0.0602977,0.242576) 0.219384 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.987961,3.07064) (-0.0318922,0.999425) 0.126214 (0.900002,5.82137) 1.69098 1.6027 (0.579045,2.68267) (-0.0759048,0.182577) 0.188021 (1.82044,2.81196) (0.0603093,0.242573) 0.219384 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.979961,3.32052) (-0.0319979,0.999496) 0.126214 (0.900002,5.82137) 1.69098 1.6028 (0.560072,2.72831) (-0.0758899,0.182583) 0.188021 (1.83552,2.8726) (0.060321,0.24257) 0.219384 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.971965,3.57037) (-0.031984,0.999401) 0.126214 (0.900002,5.82137) 1.69098 1.60279 (0.5411,2.77396) (-0.0758895,0.182584) 0.188021 (1.8506,2.93324) (0.0603198,0.24257) 0.219384 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
