timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.1946,1.13985) (0,0) 0.212306 (0.900002,5.82137) 1.94589 0 (0.401554,2.21736) (0,0) 0.145065 (0.964398,2.35627) (0,0) 0.188391 (1.62145,2.25917) (0,0) 0.167392 (0,1.13985) (0,0) 0.3 (2.1,1.13985) (0,0) 0.3
0.25 (1.17887,1.38935) (-0.0628924,0.998022) 0.212306 (0.900002,5.82137) 1.94589 1.63373 (0.386911,2.29747) (-0.0585737,0.320412) 0.145065 (0.944094,2.41285) (-0.0812167,0.226299) 0.188391 (1.63313,2.29811) (0.046739,0.155765) 0.167392 (0,1.38935) (0,0) 0.3 (2.1,1.38935) (0,0) 0.3
0.5 (1.16316,1.63887) (-0.0628591,0.998073) 0.212306 (0.900002,5.82137) 1.94589 1.63369 (0.372264,2.37757) (-0.0585864,0.32041) 0.145065 (0.918516,2.46724) (-0.102311,0.217578) 0.188391 (1.64482,2.33705) (0.0467334,0.155766) 0.167392 (0,1.63887) (0,0) 0.3 (2.1,1.63887) (0,0) 0.3
0.75 (1.16126,1.88563) (-0.00759627,0.987027) 0.212306 (0.900002,5.82137) 1.94589 1.57849 (0.357618,2.45767) (-0.058584,0.32041) 0.145065 (0.876276,2.51) (-0.168958,0.171058) 0.188391 (1.6565,2.37599) (0.0467455,0.155763) 0.167392 (0,1.88563) (0,0) 0.3 (2.1,1.88563) (0,0) 0.3
1 (1.15932,2.13219) (-0.00774693,0.986265) 0.212306 (0.900002,5.82137) 1.94589 1.57865 (0.342974,2.53777) (-0.0585766,0.320411) 0.145065 (0.834037,2.55277) (-0.168958,0.171058) 0.188391 (1.66819,2.41494) (0.0467498,0.155761) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.15734,2.37851) (-0.00794624,0.985257) 0.212306 (0.900002,5.82137) 1.94589 1.57886 (0.328328,2.61788) (-0.0585854,0.32041) 0.145065 (0.791797,2.59553) (-0.168958,0.171058) 0.188391 (1.67987,2.45388) (0.0467375,0.155765) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.15529,2.62453) (-0.0081776,0.984088) 0.212306 (0.900002,5.82137) 1.94589 1.57911 (0.313684,2.69798) (-0.0585742,0.320412) 0.145065 (0.749558,2.6383) (-0.168958,0.171058) 0.188391 (1.69156,2.49282) (0.0467337,0.155766) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.13539,2.87374) (-0.0796123,0.996833) 0.212306 (0.900002,5.82137) 1.94589 1.65049 (0.299037,2.77808) (-0.0585898,0.320409) 0.145065 (0.727802,2.69433) (-0.0870235,0.224131) 0.188391 (1.70325,2.53176) (0.0467469,0.155762) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.11551,3.12294) (-0.0795228,0.996809) 0.212306 (0.900002,5.82137) 1.94589 1.65041 (0.284382,2.85818) (-0.0586213,0.320403) 0.145065 (0.706043,2.75036) (-0.0870343,0.224126) 0.188391 (1.71493,2.5707) (0.0467269,0.155768) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.09559,3.37214) (-0.079663,0.996786) 0.212306 (0.900002,5.82137) 1.94589 1.65055 (0.269748,2.93829) (-0.0585361,0.320419) 0.145065 (0.68429,2.8064) (-0.0870157,0.224134) 0.188391 (1.72661,2.60964) (0.0467441,0.155763) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.07569,3.62134) (-0.0796185,0.996797) 0.212306 (0.900002,5.82137) 1.94589 1.6505 (0.255102,3.01839) (-0.0585814,0.32041) 0.145065 (0.662531,2.86243) (-0.0870339,0.224127) 0.188391 (1.7383,2.64858) (0.0467413,0.155764) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.05577,3.87053) (-0.0796585,0.996787) 0.212306 (0.900002,5.82137) 1.94589 1.65054 (0.240474,3.09849) (-0.058513,0.320423) 0.145065 (0.640775,2.91846) (-0.0870261,0.22413) 0.188391 (1.74998,2.68752) (0.0467392,0.155765) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.03589,4.11973) (-0.0795256,0.996809) 0.212306 (0.900002,5.82137) 1.94589 1.65041 (0.225964,3.1683) (-0.0580393,0.279215) 0.145065 (0.619017,2.97449) (-0.0870293,0.224128) 0.188391 (1.76167,2.72646) (0.046748,0.155762) 0.167392 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
