timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.957799,1.03463) (0,0) 0.201577 (0.900002,5.82137) 1.82506 0 (0.392927,2.28819) (0,0) 0.185798 (1.70768,2.21729) (0,0) 0.199432 (0,1.03463) (0,0) 0.3 (2.1,1.03463) (0,0) 0.3
0.25 (0.954781,1.28462) (-0.0120719,0.999925) 0.201577 (0.900002,5.82137) 1.82506 1.58287 (0.386261,2.36477) (-0.0266639,0.306341) 0.185798 (1.71497,2.24965) (0.029161,0.129418) 0.199432 (0,1.28462) (0,0) 0.3 (2.1,1.28462) (0,0) 0.3
0.5 (0.951765,1.53458) (-0.0120643,0.999863) 0.201577 (0.900002,5.82137) 1.82506 1.58286 (0.379596,2.44136) (-0.026662,0.306341) 0.185798 (1.72226,2.282) (0.0291596,0.129418) 0.199432 (0,1.53458) (0,0) 0.3 (2.1,1.53458) (0,0) 0.3
0.75 (0.948747,1.78457) (-0.0120721,0.999958) 0.201577 (0.900002,5.82137) 1.82506 1.58287 (0.372927,2.51794) (-0.0266742,0.30634) 0.185798 (1.72955,2.31436) (0.0291637,0.129417) 0.199432 (0,1.78457) (0,0) 0.3 (2.1,1.78457) (0,0) 0.3
1 (0.945728,2.03455) (-0.0120726,0.999925) 0.201577 (0.900002,5.82137) 1.82506 1.58287 (0.366259,2.59453) (-0.0266723,0.30634) 0.185798 (1.73684,2.34671) (0.0291511,0.12942) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.942727,2.28455) (-0.0120065,0.999978) 0.201577 (0.900002,5.82137) 1.82506 1.5828 (0.359603,2.67112) (-0.0266235,0.306344) 0.185798 (1.74413,2.37907) (0.0291626,0.129418) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.939705,2.53453) (-0.0120885,0.999943) 0.201577 (0.900002,5.82137) 1.82506 1.58289 (0.352936,2.7477) (-0.026668,0.306341) 0.185798 (1.75142,2.41142) (0.0291586,0.129418) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.936689,2.78451) (-0.0120608,0.999905) 0.201577 (0.900002,5.82137) 1.82506 1.58286 (0.346268,2.82429) (-0.0266742,0.30634) 0.185798 (1.7587,2.44378) (0.0291485,0.129421) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.933673,3.03449) (-0.0120642,0.999911) 0.201577 (0.900002,5.82137) 1.82506 1.58286 (0.339601,2.90087) (-0.0266689,0.306341) 0.185798 (1.76599,2.47613) (0.0291623,0.129418) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.930662,3.28449) (-0.0120438,1.00002) 0.201577 (0.900002,5.82137) 1.82506 1.58284 (0.332936,2.97746) (-0.0266585,0.306341) 0.185798 (1.77328,2.50849) (0.0291601,0.129418) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.927641,3.53446) (-0.012086,0.999871) 0.201577 (0.900002,5.82137) 1.82506 1.58288 (0.326262,3.05404) (-0.026697,0.306338) 0.185798 (1.78057,2.54084) (0.0291574,0.129419) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.924621,3.78446) (-0.0120796,1.00001) 0.201577 (0.900002,5.82137) 1.82506 1.58288 (0.319739,3.12894) (-0.0260907,0.299603) 0.185798 (1.78786,2.5732) (0.0291557,0.129419) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.921614,4.03443) (-0.0120268,0.999869) 0.201577 (0.900002,5.82137) 1.82506 1.58282 (0.314857,3.1851) (-0.0195267,0.224648) 0.185798 (1.79515,2.60555) (0.0291563,0.129419) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.918591,4.2844) (-0.0120951,0.999908) 0.201577 (0.900002,5.82137) 1.82506 1.58289 (0.311199,3.22723) (-0.0146342,0.168524) 0.185798 (1.80244,2.63791) (0.029163,0.129417) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.915564,4.53437) (-0.0121071,0.999871) 0.201577 (0.900002,5.82137) 1.82506 1.5829 (0.308448,3.25882) (-0.0110053,0.12635) 0.185798 (1.80973,2.67026) (0.0291502,0.12942) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.912524,4.78434) (-0.0121602,0.999887) 0.201577 (0.900002,5.82137) 1.82506 1.58296 (0.30638,3.2825) (-0.00826869,0.0947059) 0.185798 (1.81702,2.70261) (0.0291601,0.129418) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.909497,5.03433) (-0.0121075,0.999963) 0.201577 (0.900002,5.82137) 1.82506 1.5829 (0.304828,3.30026) (-0.00620854,0.0710648) 0.185798 (1.82431,2.73497) (0.0291527,0.12942) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.907136,5.23109) (-0.00944367,0.787025) 0.201577 (0.900002,5.82137) 1.82506 1.58279 (0.303683,3.31359) (-0.00457995,0.0533057) 0.185798 (1.8316,2.76732) (0.0291555,0.129419) 0.199432 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
