timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.928227,1.19175) (0,0) 0.145818 (0.900002,5.82137) 1.61429 0 (0.456369,2.32865) (0,0) 0.187167 (0.939504,2.38591) (0,0) 0.151349 (1.42733,2.33711) (0,0) 0.13058 (1.58962,2.3902) (0,0) 0.204335 (0,1.19175) (0,0) 0.3 (2.1,1.19175) (0,0) 0.3
0.25 (0.926713,1.44175) (-0.00605547,1.00002) 0.145818 (0.900002,5.82137) 1.61429 1.57685 (0.433552,2.40175) (-0.0912664,0.292419) 0.187167 (0.925678,2.47112) (-0.0553012,0.340817) 0.151349 (1.39113,2.32526) (-0.144782,-0.0473649) 0.13058 (1.62574,2.40201) (0.144481,0.0472665) 0.204335 (0,1.44175) (0,0) 0.3 (2.1,1.44175) (0,0) 0.3
0.5 (0.925173,1.69173) (-0.0061597,0.999907) 0.145818 (0.900002,5.82137) 1.61429 1.57696 (0.410736,2.47486) (-0.0912637,0.29242) 0.187167 (0.901817,2.55407) (-0.0954457,0.33182) 0.151349 (1.35494,2.31342) (-0.144782,-0.0473649) 0.13058 (1.66186,2.41383) (0.144481,0.0472666) 0.204335 (0,1.69173) (0,0) 0.3 (2.1,1.69173) (0,0) 0.3
0.75 (0.928833,1.90681) (0.014639,0.860338) 0.145818 (0.900002,5.82137) 1.61429 1.55378 (0.387923,2.54796) (-0.0912514,0.292423) 0.187167 (0.866655,2.63291) (-0.140646,0.315331) 0.151349 (1.33751,2.34729) (-0.0697044,0.135449) 0.13058 (1.66922,2.45112) (0.0294403,0.149138) 0.204335 (0,1.90681) (0,0) 0.3 (2.1,1.90681) (0,0) 0.3
1 (0.946547,2.15003) (0.0708557,0.972858) 0.145818 (0.900002,5.82137) 1.61429 1.49809 (0.364263,2.6208) (-0.0946407,0.291344) 0.187167 (0.829755,2.71094) (-0.147601,0.312136) 0.151349 (1.33231,2.38501) (-0.0208023,0.150906) 0.13058 (1.67658,2.4884) (0.0294517,0.149136) 0.204335 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.965763,2.39209) (0.0768633,0.968255) 0.145818 (0.900002,5.82137) 1.61429 1.49158 (0.339047,2.69311) (-0.100866,0.289248) 0.187167 (0.792682,2.78889) (-0.148292,0.311808) 0.151349 (1.33385,2.42306) (0.00613474,0.152209) 0.13058 (1.68394,2.52568) (0.0294471,0.149137) 0.204335 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.985963,2.63308) (0.0807995,0.96396) 0.145818 (0.900002,5.82137) 1.61429 1.48717 (0.312851,2.76507) (-0.104782,0.287853) 0.187167 (0.755422,2.86676) (-0.14904,0.311451) 0.151349 (1.339,2.4608) (0.0205989,0.150933) 0.13058 (1.6913,2.56297) (0.029439,0.149139) 0.204335 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.00703,2.87273) (0.0842616,0.95861) 0.145818 (0.900002,5.82137) 1.61429 1.48312 (0.285967,2.83678) (-0.107536,0.286835) 0.187167 (0.717829,2.94446) (-0.150374,0.310809) 0.151349 (1.34608,2.49822) (0.028332,0.149675) 0.13058 (1.69867,2.60025) (0.029448,0.149137) 0.204335 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.01395,3.11982) (0.0276858,0.988348) 0.145818 (0.900002,5.82137) 1.61429 1.54279 (0.258472,2.90826) (-0.109982,0.285906) 0.187167 (0.680804,3.02243) (-0.148097,0.3119) 0.151349 (1.35417,2.53543) (0.0323765,0.148852) 0.13058 (1.70603,2.63754) (0.0294392,0.149138) 0.204335 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.00342,3.3696) (-0.0421146,0.999129) 0.145818 (0.900002,5.82137) 1.61429 1.61292 (0.230928,2.97972) (-0.110177,0.285831) 0.187167 (0.643826,3.10043) (-0.147914,0.311987) 0.151349 (1.36277,2.57253) (0.0343755,0.148403) 0.13058 (1.71339,2.67482) (0.0294422,0.149138) 0.204335 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.992885,3.61939) (-0.0421429,0.999136) 0.145818 (0.900002,5.82137) 1.61429 1.61295 (0.203342,3.05116) (-0.110344,0.285767) 0.187167 (0.606886,3.17844) (-0.147759,0.312061) 0.151349 (1.37158,2.60958) (0.0352669,0.148194) 0.13058 (1.72075,2.71211) (0.0294475,0.149137) 0.204335 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
