timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.13868,1.26731) (0,0) 0.188677 (0.900002,5.82137) 1.74993 0 (0.504804,2.28263) (0,0) 0.144118 (0.818259,2.31636) (0,0) 0.153653 (1.57979,2.30619) (0,0) 0.178462 (1.65613,2.25659) (0,0) 0.134752 (0,1.26731) (0,0) 0.3 (2.1,1.26731) (0,0) 0.3
0.25 (1.12558,1.51698) (-0.0523787,0.998687) 0.188677 (0.900002,5.82137) 1.74993 1.6232 (0.483895,2.34343) (-0.0836376,0.243211) 0.144118 (0.815116,2.34148) (-0.0125717,0.100476) 0.153653 (1.53443,2.37505) (-0.181437,0.275406) 0.178462 (1.71023,2.27779) (0.216414,0.0847941) 0.134752 (0,1.51698) (0,0) 0.3 (2.1,1.51698) (0,0) 0.3
0.5 (1.11945,1.95442) (-0.0245384,1.74976) 0.188677 (0.900002,5.82137) 1.74993 1.58482 (0.462986,2.40423) (-0.0836351,0.243212) 0.144118 (0.802499,2.36343) (-0.0504663,0.0877879) 0.153653 (1.49584,2.44791) (-0.154335,0.291459) 0.178462 (1.76484,2.29765) (0.218432,0.0794525) 0.134752 (0,1.95442) (0,0) 0.3 (2.1,1.95442) (0,0) 0.3
0.75 (1.10373,2.19369) (-0.062866,0.957082) 0.188677 (0.900002,5.82137) 1.74993 1.63639 (0.442075,2.46504) (-0.0836456,0.243209) 0.144118 (0.779095,2.37307) (-0.0936164,0.0385946) 0.153653 (1.51928,2.52696) (0.0937282,0.316201) 0.178462 (1.78107,2.35345) (0.0649177,0.223184) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.09786,2.44238) (-0.0234903,0.994764) 0.188677 (0.900002,5.82137) 1.74993 1.59441 (0.421168,2.52584) (-0.0836275,0.243215) 0.144118 (0.753933,2.37585) (-0.100651,0.0110896) 0.153653 (1.54702,2.6046) (0.110992,0.310562) 0.178462 (1.79276,2.41037) (0.0467681,0.227679) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.08323,2.69197) (-0.0585346,0.998345) 0.188677 (0.900002,5.82137) 1.74993 1.62936 (0.400255,2.58664) (-0.0836533,0.243206) 0.144118 (0.743129,2.39874) (-0.0432158,0.0915749) 0.153653 (1.57502,2.68215) (0.112002,0.310199) 0.178462 (1.80417,2.46734) (0.0456492,0.227906) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.0686,2.94154) (-0.0585105,0.998275) 0.188677 (0.900002,5.82137) 1.74993 1.62934 (0.379344,2.64744) (-0.0836404,0.24321) 0.144118 (0.732327,2.42163) (-0.0432075,0.0915788) 0.153653 (1.60378,2.75942) (0.115018,0.309093) 0.178462 (1.81315,2.52475) (0.035931,0.229639) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05398,3.19111) (-0.0584679,0.998273) 0.188677 (0.900002,5.82137) 1.74993 1.6293 (0.358428,2.70824) (-0.0836659,0.243202) 0.144118 (0.721525,2.44453) (-0.0432086,0.0915783) 0.153653 (1.63254,2.8367) (0.115035,0.309087) 0.178462 (1.81915,2.58255) (0.0240004,0.231191) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.03939,3.44067) (-0.0583748,0.998254) 0.188677 (0.900002,5.82137) 1.74993 1.62921 (0.337515,2.76905) (-0.0836502,0.243207) 0.144118 (0.710721,2.46742) (-0.043215,0.0915753) 0.153653 (1.66131,2.91396) (0.115072,0.309073) 0.178462 (1.82426,2.64043) (0.0204178,0.231535) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.02477,3.69024) (-0.0584866,0.998299) 0.188677 (0.900002,5.82137) 1.74993 1.62932 (0.316613,2.82985) (-0.0836106,0.243221) 0.144118 (0.699916,2.49032) (-0.0432193,0.0915733) 0.153653 (1.69007,2.99123) (0.115071,0.309074) 0.178462 (1.82936,2.69832) (0.0204105,0.231535) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01015,3.93981) (-0.0584652,0.998277) 0.188677 (0.900002,5.82137) 1.74993 1.6293 (0.295695,2.89065) (-0.0836707,0.2432) 0.144118 (0.689113,2.51321) (-0.0432129,0.0915763) 0.153653 (1.71881,3.06851) (0.114964,0.309113) 0.178462 (1.83447,2.7562) (0.0204297,0.231534) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.99555,4.18938) (-0.0584006,0.99828) 0.188677 (0.900002,5.82137) 1.74993 1.62923 (0.274773,2.95145) (-0.0836879,0.243194) 0.144118 (0.678308,2.5361) (-0.0432214,0.0915723) 0.153653 (1.74757,3.14578) (0.115037,0.309086) 0.178462 (1.83957,2.81408) (0.0203928,0.231537) 0.134752 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
