timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.18358,1.41067) (0,0) 0.171691 (0.900002,5.82137) 1.83726 0 (0.330806,2.26872) (0,0) 0.193717 (1.43908,2.20448) (0,0) 0.12228 (0,1.41067) (0,0) 0.3 (2.1,1.41067) (0,0) 0.3
0.25 (1.14798,1.4363) (-0.142377,0.10255) 0.171691 (0.900002,5.82137) 1.83726 2.51739 (0.328625,2.34608) (-0.00872629,0.309415) 0.193717 (1.45373,2.24105) (0.0586204,0.146287) 0.12228 (0,1.4363) (0,0) 0.3 (2.1,1.4363) (0,0) 0.3
0.5 (1.11417,1.51527) (-0.135258,0.315879) 0.171691 (0.900002,5.82137) 1.83726 1.97537 (0.326442,2.42343) (-0.00873021,0.309415) 0.193717 (1.46839,2.27762) (0.0586172,0.146288) 0.12228 (0,1.51527) (0,0) 0.3 (2.1,1.51527) (0,0) 0.3
0.75 (1.10175,1.76496) (-0.0496754,0.998758) 0.171691 (0.900002,5.82137) 1.83726 1.62049 (0.324253,2.50078) (-0.00875713,0.309414) 0.193717 (1.48305,2.3142) (0.0586234,0.146286) 0.12228 (0,1.76496) (0,0) 0.3 (2.1,1.76496) (0,0) 0.3
1 (1.08931,2.01465) (-0.0497566,0.998762) 0.171691 (0.900002,5.82137) 1.83726 1.62057 (0.322075,2.57814) (-0.00870951,0.309416) 0.193717 (1.4977,2.35077) (0.0586186,0.146288) 0.12228 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.07689,2.26435) (-0.0496842,0.998767) 0.171691 (0.900002,5.82137) 1.83726 1.6205 (0.319898,2.65549) (-0.0087076,0.309416) 0.193717 (1.51235,2.38734) (0.058613,0.14629) 0.12228 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.06447,2.51402) (-0.0496881,0.998703) 0.171691 (0.900002,5.82137) 1.83726 1.62051 (0.31772,2.73285) (-0.00871235,0.309415) 0.193717 (1.52701,2.42391) (0.0586124,0.14629) 0.12228 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05203,2.76371) (-0.0497222,0.998768) 0.171691 (0.900002,5.82137) 1.83726 1.62054 (0.315532,2.8102) (-0.00875413,0.309414) 0.193717 (1.54166,2.46049) (0.0586189,0.146288) 0.12228 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.03962,3.0134) (-0.0496608,0.998763) 0.171691 (0.900002,5.82137) 1.83726 1.62048 (0.313356,2.88755) (-0.00870403,0.309416) 0.193717 (1.55631,2.49706) (0.0586167,0.146288) 0.12228 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.0272,3.2631) (-0.0496601,0.998777) 0.171691 (0.900002,5.82137) 1.83726 1.62048 (0.311165,2.96491) (-0.00876362,0.309414) 0.193717 (1.57097,2.53363) (0.0586122,0.14629) 0.12228 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01481,3.51278) (-0.0495896,0.998736) 0.171691 (0.900002,5.82137) 1.83726 1.62041 (0.308972,3.04226) (-0.00877056,0.309414) 0.193717 (1.58562,2.5702) (0.0586148,0.146289) 0.12228 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
