timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.08621,1.14747) (0,0) 0.190274 (0.900002,5.82137) 1.97743 0 (0.445474,2.32079) (0,0) 0.162435 (1.17379,2.27523) (0,0) 0.140458 (1.46697,2.32867) (0,0) 0.159474 (0,1.14747) (0,0) 0.3 (2.1,1.14747) (0,0) 0.3
0.25 (1.07626,1.39726) (-0.0398278,0.999162) 0.190274 (0.900002,5.82137) 1.97743 1.61064 (0.437424,2.35383) (-0.0321996,0.13214) 0.162435 (1.16558,2.31491) (-0.0328378,0.158722) 0.140458 (1.49074,2.38027) (0.095097,0.20641) 0.159474 (0,1.39726) (0,0) 0.3 (2.1,1.39726) (0,0) 0.3
0.5 (1.04011,1.63983) (-0.144579,0.970271) 0.190274 (0.900002,5.82137) 1.97743 1.71872 (0.429375,2.38686) (-0.032196,0.132141) 0.162435 (1.1951,2.30624) (0.118113,-0.0346783) 0.140458 (1.51452,2.43188) (0.0951033,0.206407) 0.159474 (0,1.63983) (0,0) 0.3 (2.1,1.63983) (0,0) 0.3
0.75 (1.00158,1.88116) (-0.154146,0.965312) 0.190274 (0.900002,5.82137) 1.97743 1.72914 (0.421323,2.4199) (-0.0322083,0.132138) 0.162435 (1.21795,2.33083) (0.0914001,0.0983727) 0.140458 (1.53829,2.48348) (0.0951075,0.206405) 0.159474 (0,1.88116) (0,0) 0.3 (2.1,1.88116) (0,0) 0.3
1 (0.96317,2.12202) (-0.15362,0.963456) 0.190274 (0.900002,5.82137) 1.97743 1.72891 (0.413271,2.45293) (-0.032209,0.132138) 0.162435 (1.23605,2.37222) (0.0723742,0.165547) 0.140458 (1.56207,2.53508) (0.0951012,0.206408) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.924914,2.36236) (-0.153023,0.961347) 0.190274 (0.900002,5.82137) 1.97743 1.72865 (0.405221,2.48597) (-0.0321997,0.13214) 0.162435 (1.25202,2.42108) (0.0639013,0.195461) 0.140458 (1.58584,2.58668) (0.095107,0.206405) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.905513,2.61096) (-0.077604,0.994405) 0.190274 (0.900002,5.82137) 1.97743 1.64868 (0.397173,2.519) (-0.0321907,0.132142) 0.162435 (1.2483,2.47236) (-0.014909,0.2051) 0.140458 (1.60962,2.63828) (0.0951189,0.2064) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.905082,2.86097) (-0.00172612,1.00003) 0.190274 (0.900002,5.82137) 1.97743 1.57252 (0.389124,2.55204) (-0.032196,0.132141) 0.162435 (1.22782,2.51952) (-0.0818852,0.188635) 0.140458 (1.6334,2.68988) (0.0950944,0.206411) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.904646,3.11097) (-0.00174143,1.00001) 0.190274 (0.900002,5.82137) 1.97743 1.57254 (0.381072,2.58507) (-0.0322071,0.132138) 0.162435 (1.19987,2.56266) (-0.111808,0.172591) 0.140458 (1.65718,2.74148) (0.0951087,0.206404) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.904209,3.36098) (-0.00174955,1.00002) 0.190274 (0.900002,5.82137) 1.97743 1.57255 (0.373022,2.61811) (-0.0322021,0.132139) 0.162435 (1.16897,2.60375) (-0.123622,0.164335) 0.140458 (1.68095,2.79309) (0.0951043,0.206406) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.903773,3.61097) (-0.00174623,0.999982) 0.190274 (0.900002,5.82137) 1.97743 1.57254 (0.364975,2.65114) (-0.0321881,0.132143) 0.162435 (1.13806,2.64483) (-0.123617,0.164339) 0.140458 (1.70473,2.84469) (0.0951012,0.206408) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.90336,3.86096) (-0.00165127,0.999963) 0.190274 (0.900002,5.82137) 1.97743 1.57245 (0.356923,2.68418) (-0.0322071,0.132138) 0.162435 (1.10716,2.68592) (-0.123613,0.164342) 0.140458 (1.7285,2.89629) (0.0950996,0.206408) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.902951,4.11097) (-0.00163529,1.00003) 0.190274 (0.900002,5.82137) 1.97743 1.57243 (0.348873,2.71721) (-0.0321995,0.13214) 0.162435 (1.07626,2.72701) (-0.123606,0.164347) 0.140458 (1.75227,2.94789) (0.0950926,0.206412) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.902501,4.36097) (-0.00180111,0.999976) 0.190274 (0.900002,5.82137) 1.97743 1.5726 (0.340824,2.75025) (-0.032196,0.132141) 0.162435 (1.04535,2.76809) (-0.123613,0.164342) 0.140458 (1.77606,2.99949) (0.0951219,0.206398) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.902073,4.61096) (-0.00171085,0.999963) 0.190274 (0.900002,5.82137) 1.97743 1.57251 (0.332778,2.78328) (-0.0321846,0.132144) 0.162435 (1.01445,2.80917) (-0.123623,0.164334) 0.140458 (1.79984,3.05109) (0.0951261,0.206396) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.901632,4.86095) (-0.00176416,0.999982) 0.190274 (0.900002,5.82137) 1.97743 1.57256 (0.32444,2.81625) (-0.0333522,0.131854) 0.162435 (0.98376,2.85042) (-0.122755,0.164984) 0.140458 (1.82361,3.10269) (0.0951086,0.206404) 0.159474 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
