timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.13716,1.20084) (0,0) 0.205446 (0.900002,5.82137) 1.9207 0 (0.642284,2.31597) (0,0) 0.155201 (1.13705,2.29136) (0,0) 0.154547 (1.49468,2.29269) (0,0) 0.216939 (0,1.20084) (0,0) 0.3 (2.1,1.20084) (0,0) 0.3
0.25 (1.12435,1.45052) (-0.0512439,0.99871) 0.205446 (0.900002,5.82137) 1.9207 1.62206 (0.623793,2.35875) (-0.0739648,0.171115) 0.155201 (1.13028,2.24872) (-0.0270718,-0.170566) 0.154547 (1.52061,2.35421) (0.103724,0.246093) 0.216939 (0,1.45052) (0,0) 0.3 (2.1,1.45052) (0,0) 0.3
0.5 (1.05578,1.67254) (-0.274276,0.888102) 0.205446 (0.900002,5.82137) 1.9207 1.87034 (0.6053,2.40153) (-0.0739719,0.171112) 0.155201 (1.15604,2.2556) (0.103034,0.0275314) 0.154547 (1.54655,2.41573) (0.103731,0.246089) 0.216939 (0,1.67254) (0,0) 0.3 (2.1,1.67254) (0,0) 0.3
0.75 (1.0085,1.83622) (-0.189099,0.65472) 0.205446 (0.900002,5.82137) 1.9207 1.85197 (0.573535,2.43563) (-0.127059,0.136408) 0.155201 (1.17296,2.29712) (0.0676874,0.166095) 0.154547 (1.57247,2.47726) (0.103704,0.246101) 0.216939 (0,1.83622) (0,0) 0.3 (2.1,1.83622) (0,0) 0.3
1 (0.961229,1.9999) (-0.189099,0.65472) 0.205446 (0.900002,5.82137) 1.9207 1.85197 (0.54177,2.46973) (-0.127059,0.136408) 0.155201 (1.18521,2.34755) (0.0489642,0.201722) 0.154547 (1.5984,2.53878) (0.103705,0.2461) 0.216939 (0,1.9999) (0,0) 0.3 (2.1,1.9999) (0,0) 0.3
1.25 (0.913954,2.16358) (-0.1891,0.65472) 0.205446 (0.900002,5.82137) 1.9207 1.85197 (0.510006,2.50384) (-0.127059,0.136408) 0.155201 (1.19745,2.39798) (0.0489643,0.201722) 0.154547 (1.62433,2.60031) (0.103708,0.246099) 0.216939 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.866679,2.32726) (-0.1891,0.65472) 0.205446 (0.900002,5.82137) 1.9207 1.85197 (0.478241,2.53794) (-0.127059,0.136408) 0.155201 (1.20969,2.44842) (0.0489641,0.201722) 0.154547 (1.65025,2.66183) (0.103713,0.246097) 0.216939 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.822714,2.56809) (-0.175861,0.963321) 0.205446 (0.900002,5.82137) 1.9207 1.75136 (0.446476,2.57204) (-0.127059,0.136408) 0.155201 (1.20316,2.4999) (-0.026119,0.20593) 0.154547 (1.67619,2.72336) (0.103724,0.246092) 0.216939 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.82867,2.81803) (0.0238263,0.999739) 0.205446 (0.900002,5.82137) 1.9207 1.54697 (0.43214,2.61638) (-0.0573444,0.177377) 0.155201 (1.17346,2.54246) (-0.118774,0.170241) 0.154547 (1.70212,2.78488) (0.103722,0.246093) 0.216939 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.834605,3.06795) (0.0237397,0.999692) 0.205446 (0.900002,5.82137) 1.9207 1.54705 (0.417799,2.66073) (-0.0573627,0.177372) 0.155201 (1.14323,2.58463) (-0.120945,0.168706) 0.154547 (1.72805,2.8464) (0.10374,0.246086) 0.216939 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.840531,3.31788) (0.0237021,0.999721) 0.205446 (0.900002,5.82137) 1.9207 1.54709 (0.403466,2.70507) (-0.0573336,0.177381) 0.155201 (1.113,2.62681) (-0.12093,0.168717) 0.154547 (1.75398,2.90793) (0.103713,0.246097) 0.216939 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
