timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.08982,1.12501) (0,0) 0.145655 (0.900002,5.82137) 1.90589 0 (0.505553,2.28283) (0,0) 0.163681 (1.16671,2.24614) (0,0) 0.155954 (1.5715,2.25028) (0,0) 0.137348 (0,1.12501) (0,0) 0.3 (2.1,1.12501) (0,0) 0.3
0.25 (1.07973,1.37481) (-0.0403712,0.999199) 0.145655 (0.900002,5.82137) 1.90589 1.61118 (0.487992,2.34314) (-0.070243,0.241247) 0.163681 (1.1631,2.33554) (-0.0144587,0.357603) 0.155954 (1.59586,2.32179) (0.0974105,0.286055) 0.137348 (0,1.37481) (0,0) 0.3 (2.1,1.37481) (0,0) 0.3
0.5 (1.05479,1.62111) (-0.0997456,0.985195) 0.145655 (0.900002,5.82137) 1.90589 1.6717 (0.47043,2.40346) (-0.0702487,0.241245) 0.163681 (1.17534,2.42417) (0.048941,0.354534) 0.155954 (1.62021,2.39331) (0.097393,0.286061) 0.137348 (0,1.62111) (0,0) 0.3 (2.1,1.62111) (0,0) 0.3
0.75 (1.02989,1.86724) (-0.0995866,0.984521) 0.145655 (0.900002,5.82137) 1.90589 1.67161 (0.452868,2.46377) (-0.0702465,0.241246) 0.163681 (1.18757,2.5128) (0.0489409,0.354534) 0.155954 (1.64456,2.46482) (0.0974132,0.286054) 0.137348 (0,1.86724) (0,0) 0.3 (2.1,1.86724) (0,0) 0.3
1 (1.00504,2.11318) (-0.0994076,0.983762) 0.145655 (0.900002,5.82137) 1.90589 1.6715 (0.435305,2.52408) (-0.0702514,0.241244) 0.163681 (1.19981,2.60144) (0.0489409,0.354534) 0.155954 (1.66891,2.53634) (0.0973882,0.286063) 0.137348 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.98024,2.3589) (-0.0992015,0.982888) 0.145655 (0.900002,5.82137) 1.90589 1.67138 (0.417746,2.58439) (-0.0702357,0.241249) 0.163681 (1.21204,2.69007) (0.0489409,0.354534) 0.155954 (1.69325,2.60786) (0.0973739,0.286068) 0.137348 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.955498,2.60438) (-0.0989687,0.981899) 0.145655 (0.900002,5.82137) 1.90589 1.67125 (0.400188,2.6447) (-0.0702316,0.24125) 0.163681 (1.22428,2.7787) (0.048941,0.354534) 0.155954 (1.7176,2.67937) (0.0974015,0.286058) 0.137348 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.930828,2.84954) (-0.098678,0.980667) 0.145655 (0.900002,5.82137) 1.90589 1.67108 (0.382625,2.70501) (-0.0702543,0.241243) 0.163681 (1.23651,2.86734) (0.0489409,0.354534) 0.155954 (1.74194,2.75089) (0.0973769,0.286067) 0.137348 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.928228,3.09953) (-0.0104027,0.999945) 0.145655 (0.900002,5.82137) 1.90589 1.5812 (0.365064,2.76533) (-0.0702445,0.241246) 0.163681 (1.22118,2.95549) (-0.0613304,0.352602) 0.155954 (1.7663,2.8224) (0.0974094,0.286056) 0.137348 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.92563,3.34949) (-0.0103904,0.999866) 0.145655 (0.900002,5.82137) 1.90589 1.58119 (0.347507,2.82564) (-0.0702256,0.241252) 0.163681 (1.18388,3.03682) (-0.149191,0.325317) 0.155954 (1.79065,2.89392) (0.097412,0.286055) 0.137348 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.923019,3.59948) (-0.0104454,0.999925) 0.145655 (0.900002,5.82137) 1.90589 1.58124 (0.329943,2.88595) (-0.0702581,0.241242) 0.163681 (1.13554,3.11211) (-0.193351,0.301172) 0.155954 (1.815,2.96543) (0.0974124,0.286054) 0.137348 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
