timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.08477,1.23758) (0,0) 0.198229 (0.900002,5.82137) 1.96919 0 (0.46942,2.23033) (0,0) 0.139474 (1.19365,2.39818) (0,0) 0.134549 (1.60094,2.30711) (0,0) 0.193091 (0,1.23758) (0,0) 0.3 (2.1,1.23758) (0,0) 0.3
0.25 (1.07468,1.48738) (-0.0403749,0.999196) 0.198229 (0.900002,5.82137) 1.96919 1.61118 (0.462921,2.25681) (-0.0259965,0.105945) 0.139474 (1.17178,2.44054) (-0.0874504,0.169415) 0.134549 (1.61666,2.35453) (0.0628611,0.189679) 0.193091 (0,1.48738) (0,0) 0.3 (2.1,1.48738) (0,0) 0.3
0.5 (1.03392,1.72924) (-0.163047,0.967431) 0.198229 (0.900002,5.82137) 1.96919 1.73776 (0.456422,2.2833) (-0.0259962,0.105945) 0.139474 (1.17637,2.48798) (0.0183651,0.189767) 0.134549 (1.63238,2.40195) (0.0628654,0.189678) 0.193091 (0,1.72924) (0,0) 0.3 (2.1,1.72924) (0,0) 0.3
0.75 (0.990339,1.96968) (-0.174305,0.961781) 0.198229 (0.900002,5.82137) 1.96919 1.75008 (0.449924,2.30979) (-0.025993,0.105946) 0.139474 (1.18427,2.53498) (0.0315914,0.188018) 0.134549 (1.64809,2.44937) (0.0628618,0.189679) 0.193091 (0,1.96968) (0,0) 0.3 (2.1,1.96968) (0,0) 0.3
1 (0.946899,2.20962) (-0.173762,0.95974) 0.198229 (0.900002,5.82137) 1.96919 1.74991 (0.443424,2.33627) (-0.0260006,0.105944) 0.139474 (1.19217,2.58199) (0.0315914,0.188018) 0.134549 (1.66381,2.49679) (0.0628661,0.189678) 0.193091 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.903616,2.44896) (-0.173129,0.957361) 0.198229 (0.900002,5.82137) 1.96919 1.7497 (0.436926,2.36276) (-0.0259893,0.105947) 0.139474 (1.20007,2.62899) (0.0315914,0.188018) 0.134549 (1.67952,2.54421) (0.0628608,0.189679) 0.193091 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.860529,2.68756) (-0.172348,0.954428) 0.198229 (0.900002,5.82137) 1.96919 1.74945 (0.430425,2.38925) (-0.026005,0.105943) 0.139474 (1.20797,2.676) (0.0315914,0.188018) 0.134549 (1.69524,2.59163) (0.0628629,0.189679) 0.193091 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.863677,2.93754) (0.0125899,0.999924) 0.198229 (0.900002,5.82137) 1.96919 1.55821 (0.423926,2.41573) (-0.025995,0.105946) 0.139474 (1.18834,2.71943) (-0.0784886,0.173748) 0.134549 (1.71096,2.63905) (0.0628697,0.189676) 0.193091 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.866826,3.18752) (0.0125953,0.999923) 0.198229 (0.900002,5.82137) 1.96919 1.5582 (0.417427,2.44222) (-0.0259977,0.105945) 0.139474 (1.15729,2.7556) (-0.124203,0.144646) 0.134549 (1.72667,2.68647) (0.0628527,0.189682) 0.193091 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.869963,3.43752) (0.0125501,0.999998) 0.198229 (0.900002,5.82137) 1.96919 1.55825 (0.410927,2.4687) (-0.0260003,0.105944) 0.139474 (1.12624,2.79176) (-0.124199,0.144649) 0.134549 (1.74239,2.73389) (0.062868,0.189677) 0.193091 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.873119,3.68751) (0.0126212,0.999927) 0.198229 (0.900002,5.82137) 1.96919 1.55817 (0.404427,2.49519) (-0.0259979,0.105945) 0.139474 (1.09519,2.82792) (-0.124202,0.144647) 0.134549 (1.7581,2.78131) (0.0628564,0.189681) 0.193091 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
