timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.12117,1.33934) (0,0) 0.127072 (0.900002,5.82137) 1.75483 0 (0.66883,2.24481) (0,0) 0.214304 (1.30332,2.33806) (0,0) 0.187175 (0,1.33934) (0,0) 0.3 (2.1,1.33934) (0,0) 0.3
0.25 (1.10883,1.58904) (-0.0493611,0.998773) 0.127072 (0.900002,5.82137) 1.75483 1.62018 (0.643327,2.3215) (-0.102011,0.306759) 0.214304 (1.31778,2.36496) (0.0578416,0.107579) 0.187175 (0,1.58904) (0,0) 0.3 (2.1,1.58904) (0,0) 0.3
0.5 (1.09437,1.83844) (-0.0578195,0.997615) 0.127072 (0.900002,5.82137) 1.75483 1.62869 (0.617823,2.39819) (-0.102014,0.306758) 0.214304 (1.33459,2.39045) (0.0672457,0.101965) 0.187175 (0,1.83844) (0,0) 0.3 (2.1,1.83844) (0,0) 0.3
0.75 (1.07993,2.08781) (-0.0577971,0.997454) 0.127072 (0.900002,5.82137) 1.75483 1.62868 (0.592325,2.47488) (-0.101995,0.306765) 0.214304 (1.3514,2.41594) (0.0672458,0.101965) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1 (1.06548,2.33717) (-0.0577965,0.997449) 0.127072 (0.900002,5.82137) 1.75483 1.62868 (0.566823,2.55157) (-0.102007,0.306761) 0.214304 (1.36821,2.44143) (0.0672458,0.101965) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.05103,2.58653) (-0.0577936,0.997431) 0.127072 (0.900002,5.82137) 1.75483 1.62867 (0.541321,2.62826) (-0.102007,0.306761) 0.214304 (1.38502,2.46692) (0.0672455,0.101965) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.03935,2.83627) (-0.0467088,0.998976) 0.127072 (0.900002,5.82137) 1.75483 1.61752 (0.515821,2.70495) (-0.102,0.306763) 0.214304 (1.39928,2.49393) (0.0570133,0.10802) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.02768,3.08598) (-0.0466708,0.998863) 0.127072 (0.900002,5.82137) 1.75483 1.61749 (0.490326,2.78165) (-0.101982,0.306769) 0.214304 (1.41353,2.52093) (0.0570076,0.108023) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.01603,3.33571) (-0.0466275,0.998913) 0.127072 (0.900002,5.82137) 1.75483 1.61744 (0.464824,2.85834) (-0.102009,0.30676) 0.214304 (1.42778,2.54794) (0.0570161,0.108019) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.00436,3.58545) (-0.0466816,0.99893) 0.127072 (0.900002,5.82137) 1.75483 1.61749 (0.439322,2.93503) (-0.102005,0.306761) 0.214304 (1.44204,2.57494) (0.05702,0.108017) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.992696,3.83518) (-0.0466398,0.998943) 0.127072 (0.900002,5.82137) 1.75483 1.61745 (0.41384,3.01172) (-0.101931,0.306786) 0.214304 (1.45629,2.60195) (0.057007,0.108024) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.981025,4.08491) (-0.0466832,0.998907) 0.127072 (0.900002,5.82137) 1.75483 1.6175 (0.388346,3.08842) (-0.101974,0.306771) 0.214304 (1.47054,2.62895) (0.0570134,0.10802) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.969371,4.33463) (-0.0466169,0.998906) 0.127072 (0.900002,5.82137) 1.75483 1.61743 (0.366309,3.15473) (-0.0881496,0.265249) 0.214304 (1.4848,2.65596) (0.0570105,0.108022) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.957726,4.58436) (-0.0465804,0.99892) 0.127072 (0.900002,5.82137) 1.75483 1.61739 (0.349782,3.20444) (-0.066106,0.198854) 0.214304 (1.49905,2.68296) (0.0570118,0.108021) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.946072,4.83409) (-0.0466163,0.998919) 0.127072 (0.900002,5.82137) 1.75483 1.61743 (0.337383,3.24173) (-0.0495969,0.14915) 0.214304 (1.5133,2.70997) (0.0570104,0.108022) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.934561,5.0809) (-0.0460438,0.987216) 0.127072 (0.900002,5.82137) 1.75483 1.6174 (0.32809,3.26969) (-0.0371721,0.111842) 0.214304 (1.52756,2.73697) (0.0570169,0.108018) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.925923,5.26604) (-0.0345531,0.740569) 0.127072 (0.900002,5.82137) 1.75483 1.61742 (0.321122,3.29065) (-0.0278704,0.0838501) 0.214304 (1.54181,2.76398) (0.0570122,0.108021) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.919444,5.40487) (-0.0259145,0.555331) 0.127072 (0.900002,5.82137) 1.75483 1.61743 (0.315898,3.30639) (-0.0208964,0.0629437) 0.214304 (1.55606,2.79098) (0.0570141,0.10802) 0.187175 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
