timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.00403,1.11102) (0,0) 0.142558 (0.900002,5.82137) 1.63287 0 (0.50822,2.36524) (0,0) 0.147479 (1.17764,2.30279) (0,0) 0.137668 (1.50087,2.26472) (0,0) 0.126092 (0,1.11102) (0,0) 0.3 (2.1,1.11102) (0,0) 0.3
0.25 (0.998528,1.36095) (-0.0220158,0.999753) 0.142558 (0.900002,5.82137) 1.63287 1.59281 (0.492777,2.41377) (-0.0617698,0.194138) 0.147479 (1.17299,2.35715) (-0.0186053,0.217425) 0.137668 (1.53331,2.34462) (0.129733,0.319626) 0.126092 (0,1.36095) (0,0) 0.3 (2.1,1.36095) (0,0) 0.3
0.5 (0.992996,1.61088) (-0.0221267,0.999693) 0.142558 (0.900002,5.82137) 1.63287 1.59293 (0.47734,2.46231) (-0.0617484,0.194145) 0.147479 (1.15322,2.40799) (-0.0790928,0.203382) 0.137668 (1.56574,2.42453) (0.129732,0.319626) 0.126092 (0,1.61088) (0,0) 0.3 (2.1,1.61088) (0,0) 0.3
0.75 (0.965466,1.85742) (-0.110122,0.986157) 0.142558 (0.900002,5.82137) 1.63287 1.682 (0.4619,2.51084) (-0.0617605,0.194141) 0.147479 (1.1554,2.46251) (0.00872777,0.218045) 0.137668 (1.59817,2.50444) (0.129734,0.319626) 0.126092 (0,1.85742) (0,0) 0.3 (2.1,1.85742) (0,0) 0.3
1 (0.937966,2.10376) (-0.110001,0.985377) 0.142558 (0.900002,5.82137) 1.63287 1.68197 (0.446457,2.55938) (-0.0617735,0.194137) 0.147479 (1.15758,2.51702) (0.00872781,0.218045) 0.137668 (1.63061,2.58434) (0.129732,0.319626) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.910498,2.34989) (-0.10987,0.984533) 0.142558 (0.900002,5.82137) 1.63287 1.68193 (0.431019,2.60791) (-0.0617502,0.194144) 0.147479 (1.15976,2.57153) (0.00872772,0.218045) 0.137668 (1.66303,2.66425) (0.129707,0.319637) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.883069,2.59578) (-0.109716,0.983537) 0.142558 (0.900002,5.82137) 1.63287 1.68189 (0.415583,2.65645) (-0.0617442,0.194146) 0.147479 (1.16195,2.62604) (0.00872783,0.218045) 0.137668 (1.69547,2.74416) (0.129734,0.319626) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.864262,2.84453) (-0.0752278,0.995004) 0.142558 (0.900002,5.82137) 1.63287 1.64626 (0.400144,2.70498) (-0.0617544,0.194143) 0.147479 (1.15535,2.68019) (-0.0263907,0.216618) 0.137668 (1.72789,2.82407) (0.129707,0.319636) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.867266,3.09453) (0.0120148,0.999997) 0.142558 (0.900002,5.82137) 1.63287 1.55878 (0.384706,2.75352) (-0.061753,0.194143) 0.147479 (1.13282,2.72988) (-0.0900969,0.198752) 0.137668 (1.76033,2.90398) (0.129728,0.319628) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.870268,3.34451) (0.0120105,0.999919) 0.142558 (0.900002,5.82137) 1.63287 1.55879 (0.369263,2.80205) (-0.0617724,0.194137) 0.147479 (1.10226,2.77507) (-0.12224,0.180769) 0.137668 (1.79276,2.98388) (0.129738,0.319624) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.873249,3.5945) (0.0119234,0.999957) 0.142558 (0.900002,5.82137) 1.63287 1.55887 (0.353821,2.85059) (-0.0617662,0.194139) 0.147479 (1.06772,2.8173) (-0.138173,0.168902) 0.137668 (1.82521,3.06378) (0.129801,0.319599) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.876268,3.84447) (0.0120736,0.999909) 0.142558 (0.900002,5.82137) 1.63287 1.55872 (0.338381,2.89912) (-0.0617606,0.194141) 0.147479 (1.03318,2.85952) (-0.138174,0.168901) 0.137668 (1.85763,3.14369) (0.129673,0.31965) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.879264,4.09445) (0.011984,0.99991) 0.142558 (0.900002,5.82137) 1.63287 1.55881 (0.322947,2.94766) (-0.0617376,0.194148) 0.147479 (0.998635,2.90175) (-0.138173,0.168902) 0.137668 (1.88564,3.21268) (0.112026,0.275957) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.882257,4.34443) (0.0119725,0.999905) 0.142558 (0.900002,5.82137) 1.63287 1.55882 (0.307512,2.9962) (-0.0617377,0.194148) 0.147479 (0.964094,2.94398) (-0.138162,0.168912) 0.137668 (1.90664,3.26442) (0.0839987,0.206936) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.885262,4.59442) (0.0120209,0.999973) 0.142558 (0.900002,5.82137) 1.63287 1.55878 (0.292076,3.04473) (-0.0617449,0.194146) 0.147479 (0.929552,2.9862) (-0.138171,0.168904) 0.137668 (1.92239,3.30324) (0.0630328,0.155278) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.888269,4.8444) (0.0120294,0.999912) 0.142558 (0.900002,5.82137) 1.63287 1.55877 (0.27664,3.09327) (-0.0617465,0.194145) 0.147479 (0.895006,3.02843) (-0.138181,0.168896) 0.137668 (1.93421,3.33234) (0.0472838,0.116431) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.891203,5.08863) (0.0117325,0.976911) 0.142558 (0.900002,5.82137) 1.63287 1.55879 (0.261202,3.14181) (-0.0617514,0.194144) 0.147479 (0.860464,3.07066) (-0.138169,0.168906) 0.137668 (1.94308,3.35415) (0.0354493,0.0872439) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.893384,5.2718) (0.00872663,0.73269) 0.142558 (0.900002,5.82137) 1.63287 1.55889 (0.245759,3.19034) (-0.0617717,0.194137) 0.147479 (0.82592,3.11288) (-0.138177,0.168899) 0.137668 (1.94973,3.37052) (0.026601,0.0654767) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.895036,5.40919) (0.00660607,0.549573) 0.142558 (0.900002,5.82137) 1.63287 1.55878 (0.2277,3.23636) (-0.0722365,0.184097) 0.147479 (0.791598,3.15529) (-0.137288,0.169623) 0.137668 (1.95473,3.38282) (0.0200053,0.0491798) 0.126092 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
