timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.15816,1.41816) (0,0) 0.194135 (0.900002,5.82137) 1.89931 0 (0.563932,2.20317) (0,0) 0.153664 (0.918875,2.28618) (0,0) 0.195197 (1.43321,2.30228) (0,0) 0.196254 (0,1.41816) (0,0) 0.3 (2.1,1.41816) (0,0) 0.3
0.25 (1.15947,1.43177) (0.00523444,0.0544563) 0.194135 (0.900002,5.82137) 1.89931 1.47497 (0.536551,2.28828) (-0.109523,0.340474) 0.153664 (0.90704,2.33506) (-0.0473386,0.195519) 0.195197 (1.47511,2.38956) (0.167599,0.349113) 0.196254 (0,1.43177) (0,0) 0.3 (2.1,1.43177) (0,0) 0.3
0.5 (1.18179,1.48624) (0.0892799,0.217864) 0.194135 (0.900002,5.82137) 1.89931 1.18187 (0.50916,2.3734) (-0.109567,0.34046) 0.153664 (0.887682,2.38148) (-0.077432,0.185669) 0.195197 (1.51702,2.47683) (0.167627,0.3491) 0.196254 (0,1.48624) (0,0) 0.3 (2.1,1.48624) (0,0) 0.3
0.75 (1.26178,1.67309) (0.319969,0.747409) 0.194135 (0.900002,5.82137) 1.89931 1.1663 (0.48178,2.45852) (-0.109519,0.340475) 0.153664 (0.868323,2.4279) (-0.0774357,0.185667) 0.195197 (1.55891,2.56411) (0.167589,0.349118) 0.196254 (0,1.67309) (0,0) 0.3 (2.1,1.67309) (0,0) 0.3
1 (1.34013,1.82882) (0.313407,0.622926) 0.194135 (0.900002,5.82137) 1.89931 1.10466 (0.454391,2.54363) (-0.109557,0.340463) 0.153664 (0.848963,2.47431) (-0.0774401,0.185665) 0.195197 (1.58013,2.65857) (0.0848554,0.377848) 0.196254 (0,1.82882) (0,0) 0.3 (2.1,1.82882) (0,0) 0.3
1.25 (1.41556,1.98142) (0.301735,0.61041) 0.194135 (0.900002,5.82137) 1.89931 1.11171 (0.427007,2.62875) (-0.109535,0.34047) 0.153664 (0.829607,2.52073) (-0.0774266,0.185671) 0.195197 (1.60134,2.75304) (0.0848554,0.377848) 0.196254 (0,1.98142) (0,0) 0.3 (2.1,1.98142) (0,0) 0.3
1.5 (1.48792,2.13072) (0.289413,0.597197) 0.194135 (0.900002,5.82137) 1.89931 1.11953 (0.399628,2.71387) (-0.109516,0.340476) 0.153664 (0.810252,2.56715) (-0.0774175,0.185675) 0.195197 (1.62256,2.8475) (0.0848554,0.377848) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.557,2.27652) (0.276346,0.583185) 0.194135 (0.900002,5.82137) 1.89931 1.12828 (0.372241,2.79899) (-0.109546,0.340467) 0.153664 (0.790897,2.61357) (-0.0774221,0.185673) 0.195197 (1.64377,2.94196) (0.0848554,0.377848) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.62263,2.41861) (0.262519,0.568359) 0.194135 (0.900002,5.82137) 1.89931 1.1381 (0.34485,2.8841) (-0.109566,0.34046) 0.153664 (0.771538,2.65999) (-0.0774336,0.185668) 0.195197 (1.66498,3.03642) (0.0848553,0.377848) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.68468,2.55685) (0.248173,0.552975) 0.194135 (0.900002,5.82137) 1.89931 1.14894 (0.317462,2.96922) (-0.109553,0.340465) 0.153664 (0.752186,2.7064) (-0.0774092,0.185678) 0.195197 (1.6862,3.13088) (0.0848553,0.377848) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.74297,2.69108) (0.233177,0.536894) 0.194135 (0.900002,5.82137) 1.89931 1.16107 (0.290098,3.05434) (-0.109453,0.340497) 0.153664 (0.732829,2.75282) (-0.0774274,0.18567) 0.195197 (1.70741,3.22535) (0.0848553,0.377848) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.79737,2.82112) (0.217583,0.520173) 0.194135 (0.900002,5.82137) 1.89931 1.17462 (0.266016,3.12915) (-0.0963317,0.299222) 0.153664 (0.713473,2.79924) (-0.0774233,0.185672) 0.195197 (1.72636,3.31738) (0.0757964,0.368134) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.84773,2.94684) (0.201453,0.502876) 0.194135 (0.900002,5.82137) 1.89931 1.18977 (0.247124,3.18665) (-0.0755647,0.230022) 0.153664 (0.694116,2.84566) (-0.0774288,0.18567) 0.195197 (1.73163,3.39475) (0.0210984,0.309481) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
