timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.15816,1.41816) (0,0) 0.194135 (0.900002,5.82137) 1.89931 0 (0.563932,2.20317) (0,0) 0.153664 (0.918875,2.28618) (0,0) 0.195197 (1.43321,2.30228) (0,0) 0.196254 (0,1.41816) (0,0) 0.3 (2.1,1.41816) (0,0) 0.3
3.25 (1.89398,3.06814) (0.184985,0.485217) 0.194135 (0.900002,5.82137) 1.89931 1.20657 (0.229652,3.23373) (-0.0698913,0.188315) 0.153664 (0.674761,2.89208) (-0.0774222,0.185673) 0.195197 (1.72665,3.46112) (-0.0199507,0.265464) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.936,3.18492) (0.168092,0.467104) 0.194135 (0.900002,5.82137) 1.89931 1.22536 (0.210989,3.27216) (-0.0746489,0.1537) 0.153664 (0.655407,2.93849) (-0.0774153,0.185676) 0.195197 (1.71397,3.51924) (-0.0507021,0.232489) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (1.97375,3.29712) (0.151022,0.448799) 0.194135 (0.900002,5.82137) 1.89931 1.2462 (0.190751,3.29896) (-0.0809515,0.107231) 0.153664 (0.636051,2.98491) (-0.0774217,0.185673) 0.195197 (1.69553,3.57117) (-0.0737798,0.207743) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (2.00721,3.40471) (0.133829,0.430361) 0.194135 (0.900002,5.82137) 1.89931 1.26931 (0.17623,3.31003) (-0.0580874,0.0442722) 0.153664 (0.616693,3.03133) (-0.0774332,0.185668) 0.195197 (1.67274,3.61845) (-0.0911577,0.18911) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (2.04932,3.57245) (0.168438,0.670954) 0.194135 (0.900002,5.82137) 1.89931 1.32484 (0.165487,3.31667) (-0.0429707,0.026562) 0.153664 (0.597335,3.07775) (-0.0774328,0.185668) 0.195197 (1.64347,3.61091) (-0.117086,-0.0301665) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (2.02365,3.8127) (-0.102695,0.961012) 0.194135 (0.900002,5.82137) 1.89931 1.67725 (0.156732,3.32134) (-0.0350193,0.0186732) 0.153664 (0.577981,3.12417) (-0.0774161,0.185675) 0.195197 (1.67723,3.55455) (0.135052,-0.225434) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (1.90159,4.03086) (-0.488249,0.872652) 0.194135 (0.900002,5.82137) 1.89931 2.0809 (0.149235,3.32449) (-0.0299879,0.0126006) 0.153664 (0.558623,3.17058) (-0.0774332,0.185668) 0.195197 (1.75033,3.52081) (0.292417,-0.134945) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5 (1.77955,4.24906) (-0.488152,0.872783) 0.194135 (0.900002,5.82137) 1.89931 2.08075 (0.142546,3.32651) (-0.0267552,0.00807892) 0.153664 (0.539269,3.217) (-0.0774136,0.185676) 0.195197 (1.80518,3.49553) (0.219377,-0.101139) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5.25 (1.6575,4.46724) (-0.488201,0.87272) 0.194135 (0.900002,5.82137) 1.89931 2.08083 (0.13641,3.32765) (-0.0245465,0.00456928) 0.153664 (0.519911,3.26342) (-0.0774334,0.185668) 0.195197 (1.84628,3.47657) (0.164396,-0.0758204) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5.5 (1.53542,4.68543) (-0.488299,0.872749) 0.194135 (0.900002,5.82137) 1.89931 2.0809 (0.130665,3.3281) (-0.0229793,0.00176841) 0.153664 (0.500546,3.30983) (-0.0774589,0.185657) 0.195197 (1.87712,3.46234) (0.123364,-0.0569552) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5.75 (1.41335,4.90361) (-0.488277,0.872722) 0.194135 (0.900002,5.82137) 1.89931 2.08089 (0.125187,3.32805) (-0.0219121,-0.000164978) 0.153664 (0.48119,3.35625) (-0.0774234,0.185672) 0.195197 (1.90025,3.45166) (0.0925244,-0.0427082) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
6 (1.29131,5.1218) (-0.488167,0.872764) 0.194135 (0.900002,5.82137) 1.89931 2.08078 (0.119926,3.32765) (-0.0210419,-0.00161814) 0.153664 (0.461836,3.40267) (-0.0774162,0.185675) 0.195197 (1.9176,3.44366) (0.0694088,-0.0320037) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
6.25 (1.19349,5.29669) (-0.391271,0.699573) 0.194135 (0.900002,5.82137) 1.89931 2.08075 (0.114914,3.32693) (-0.0200495,-0.00289543) 0.153664 (0.44249,3.44909) (-0.0773863,0.185688) 0.195197 (1.93063,3.43766) (0.0521316,-0.0239858) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
6.5 (1.12011,5.42787) (-0.293542,0.524692) 0.194135 (0.900002,5.82137) 1.89931 2.08087 (0.114159,3.32437) (-0.00302028,-0.0102057) 0.153664 (0.42313,3.49551) (-0.0774394,0.185665) 0.195197 (1.94038,3.43317) (0.0390052,-0.0179619) 0.196254 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
