timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.13958,1.00014) (0,0) 0.158691 (0.900002,5.82137) 1.92322 0 (0.559824,2.29437) (0,0) 0.125613 (1.28891,2.37158) (0,0) 0.196553 (0,1.00014) (0,0) 0.3 (2.1,1.00014) (0,0) 0.3
0.25 (1.1272,1.24982) (-0.0495335,0.998744) 0.158691 (0.900002,5.82137) 1.92322 1.62035 (0.545719,2.35193) (-0.0564197,0.230252) 0.125613 (1.3119,2.41251) (0.0919464,0.163693) 0.196553 (0,1.24982) (0,0) 0.3 (2.1,1.24982) (0,0) 0.3
0.5 (1.11479,1.49953) (-0.049617,0.998824) 0.158691 (0.900002,5.82137) 1.92322 1.62043 (0.531608,2.4095) (-0.056443,0.230246) 0.125613 (1.33489,2.45343) (0.0919567,0.163687) 0.196553 (0,1.49953) (0,0) 0.3 (2.1,1.49953) (0,0) 0.3
0.75 (1.10236,1.74922) (-0.0497117,0.998761) 0.158691 (0.900002,5.82137) 1.92322 1.62053 (0.517493,2.46706) (-0.0564581,0.230243) 0.125613 (1.35788,2.49435) (0.0919653,0.163682) 0.196553 (0,1.74922) (0,0) 0.3 (2.1,1.74922) (0,0) 0.3
1 (1.08996,1.99891) (-0.0496261,0.998776) 0.158691 (0.900002,5.82137) 1.92322 1.62044 (0.503383,2.52462) (-0.0564417,0.230247) 0.125613 (1.38087,2.53527) (0.0919553,0.163688) 0.196553 (0,1.99891) (0,0) 0.3 (2.1,1.99891) (0,0) 0.3
1.25 (1.07755,2.2486) (-0.0496361,0.998761) 0.158691 (0.900002,5.82137) 1.92322 1.62045 (0.489276,2.58218) (-0.0564269,0.23025) 0.125613 (1.40386,2.57619) (0.0919565,0.163687) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.06514,2.49828) (-0.0496353,0.998701) 0.158691 (0.900002,5.82137) 1.92322 1.62046 (0.475165,2.63974) (-0.0564468,0.230245) 0.125613 (1.42685,2.61712) (0.0919533,0.163689) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05271,2.74796) (-0.049702,0.998707) 0.158691 (0.900002,5.82137) 1.92322 1.62052 (0.461054,2.6973) (-0.0564419,0.230247) 0.125613 (1.44984,2.65804) (0.0919662,0.163682) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04031,2.99765) (-0.0496278,0.99877) 0.158691 (0.900002,5.82137) 1.92322 1.62044 (0.446949,2.75487) (-0.0564202,0.230252) 0.125613 (1.47282,2.69896) (0.0919492,0.163691) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.0279,3.24733) (-0.049631,0.998731) 0.158691 (0.900002,5.82137) 1.92322 1.62045 (0.432838,2.81243) (-0.0564421,0.230247) 0.125613 (1.49582,2.73988) (0.0919636,0.163683) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01549,3.49702) (-0.0496354,0.998773) 0.158691 (0.900002,5.82137) 1.92322 1.62045 (0.418728,2.86999) (-0.0564413,0.230247) 0.125613 (1.5188,2.7808) (0.09195,0.163691) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00306,3.74671) (-0.0497203,0.998749) 0.158691 (0.900002,5.82137) 1.92322 1.62054 (0.404625,2.92755) (-0.0564122,0.230254) 0.125613 (1.54179,2.82172) (0.0919649,0.163682) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.99064,3.9964) (-0.0496797,0.998747) 0.158691 (0.900002,5.82137) 1.92322 1.6205 (0.390521,2.98512) (-0.0564158,0.230253) 0.125613 (1.56478,2.86264) (0.0919634,0.163683) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.978248,4.24609) (-0.0495657,0.998747) 0.158691 (0.900002,5.82137) 1.92322 1.62038 (0.376418,3.04268) (-0.0564144,0.230253) 0.125613 (1.58777,2.90357) (0.0919572,0.163687) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.965849,4.49577) (-0.049599,0.998753) 0.158691 (0.900002,5.82137) 1.92322 1.62042 (0.362298,3.10024) (-0.0564782,0.230238) 0.125613 (1.61077,2.94449) (0.0919662,0.163682) 0.196553 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
