timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (0.993134,1.33719) (0,0) 0.192892 (0.900002,5.82137) 1.98146 0 (0.428514,2.30508) (0,0) 0.207602 (0.909198,2.26732) (0,0) 0.120908 (1.47996,2.38341) (0,0) 0.205615 (1.54415,2.28515) (0,0) 0.120077 (0,1.33719) (0,0) 0.3 (2.1,1.33719) (0,0) 0.3
0.25 (1.00896,1.35418) (0.0632901,0.0679744) 0.192892 (0.900002,5.82137) 1.98146 0.821069 (0.417888,2.34324) (-0.0425067,0.152613) 0.207602 (0.908237,2.30414) (-0.00384144,0.147291) 0.120908 (1.45273,2.42508) (-0.108908,0.166696) 0.205615 (1.49831,2.22635) (-0.183359,-0.235193) 0.120077 (0,1.35418) (0,0) 0.3 (2.1,1.35418) (0,0) 0.3
0.5 (1.03886,1.40469) (0.11963,0.202042) 0.192892 (0.900002,5.82137) 1.98146 1.0362 (0.407264,2.38139) (-0.0424934,0.152617) 0.207602 (0.898337,2.34158) (-0.0396003,0.149766) 0.120908 (1.44826,2.47466) (-0.0178756,0.198315) 0.205615 (1.50739,2.15981) (0.0363221,-0.266151) 0.120077 (0,1.40469) (0,0) 0.3 (2.1,1.40469) (0,0) 0.3
0.75 (1.0802,1.50699) (0.165328,0.409194) 0.192892 (0.900002,5.82137) 1.98146 1.18682 (0.396637,2.41954) (-0.0425076,0.152613) 0.207602 (0.886589,2.40404) (-0.0469943,0.249824) 0.120908 (1.46771,2.52048) (0.077811,0.183287) 0.205615 (1.51602,2.0969) (0.034506,-0.251641) 0.120077 (0,1.50699) (0,0) 0.3 (2.1,1.50699) (0,0) 0.3
1 (1.11708,1.75029) (0.147524,0.9732) 0.192892 (0.900002,5.82137) 1.98146 1.42036 (0.386012,2.4577) (-0.0425002,0.152615) 0.207602 (0.863576,2.46589) (-0.0920519,0.247394) 0.120908 (1.48717,2.5663) (0.0778197,0.183283) 0.205615 (1.52421,2.03182) (0.0327807,-0.260356) 0.120077 (0,1.75029) (0,0) 0.3 (2.1,1.75029) (0,0) 0.3
1.25 (1.13214,1.9975) (0.0602444,0.988841) 0.192892 (0.900002,5.82137) 1.98146 1.50995 (0.375385,2.49585) (-0.0425089,0.152613) 0.207602 (0.835923,2.52581) (-0.110609,0.239673) 0.120908 (1.51907,2.60452) (0.127612,0.152852) 0.205615 (1.532,2.02773) (0.0311417,-0.0163348) 0.120077 (0,1.9975) (0,0) 0.3 (2.1,1.9975) (0,0) 0.3
1.5 (1.12906,2.24665) (-0.012328,0.996576) 0.192892 (0.900002,5.82137) 1.98146 1.58317 (0.364759,2.534) (-0.0425042,0.152614) 0.207602 (0.805867,2.58456) (-0.120226,0.234996) 0.120908 (1.54447,2.64733) (0.101595,0.171252) 0.205615 (1.51857,2.06151) (-0.0537024,0.135124) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.11306,2.49614) (-0.0639746,0.997969) 0.192892 (0.900002,5.82137) 1.98146 1.63481 (0.354133,2.57216) (-0.0425028,0.152614) 0.207602 (0.774527,2.64263) (-0.12536,0.232298) 0.120908 (1.56276,2.69363) (0.0731452,0.185198) 0.205615 (1.49776,2.1314) (-0.083258,0.279558) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.09708,2.74562) (-0.0639193,0.99794) 0.192892 (0.900002,5.82137) 1.98146 1.63476 (0.343506,2.61031) (-0.0425111,0.152612) 0.207602 (0.742487,2.70032) (-0.128159,0.230766) 0.120908 (1.58104,2.73993) (0.0731454,0.185198) 0.205615 (1.47924,2.22123) (-0.0740783,0.359304) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.0811,2.99511) (-0.063937,0.997946) 0.192892 (0.900002,5.82137) 1.98146 1.63478 (0.332877,2.64846) (-0.0425147,0.152611) 0.207602 (0.710058,2.75779) (-0.129717,0.229893) 0.120908 (1.59933,2.78623) (0.0731489,0.185197) 0.205615 (1.46749,2.31219) (-0.0469941,0.363839) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.06511,3.24457) (-0.0639403,0.997854) 0.192892 (0.900002,5.82137) 1.98146 1.63479 (0.322246,2.68662) (-0.0425226,0.152609) 0.207602 (0.677408,2.81514) (-0.1306,0.229393) 0.120908 (1.61762,2.83252) (0.0731595,0.185192) 0.205615 (1.45971,2.40357) (-0.0311301,0.365538) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.04911,3.49407) (-0.064006,0.997984) 0.192892 (0.900002,5.82137) 1.98146 1.63484 (0.311619,2.72477) (-0.0425097,0.152612) 0.207602 (0.64463,2.87242) (-0.131113,0.2291) 0.120908 (1.63591,2.87882) (0.0731376,0.185201) 0.205615 (1.45426,2.49513) (-0.021794,0.366213) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (1.03314,3.74355) (-0.0638986,0.997901) 0.192892 (0.900002,5.82137) 1.98146 1.63474 (0.30099,2.76292) (-0.0425167,0.15261) 0.207602 (0.611777,2.92965) (-0.131411,0.228929) 0.120908 (1.65419,2.92513) (0.073137,0.185201) 0.205615 (1.45021,2.58675) (-0.016223,0.366502) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (1.01715,3.99304) (-0.0639542,0.997964) 0.192892 (0.900002,5.82137) 1.98146 1.63479 (0.290365,2.80108) (-0.0424976,0.152616) 0.207602 (0.578878,2.98686) (-0.131597,0.228822) 0.120908 (1.67248,2.97142) (0.0731508,0.185196) 0.205615 (1.44701,2.67841) (-0.0127953,0.366638) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (1.00116,4.24252) (-0.0639745,0.997936) 0.192892 (0.900002,5.82137) 1.98146 1.63482 (0.279739,2.83923) (-0.0425068,0.152613) 0.207602 (0.545951,3.04405) (-0.131708,0.228759) 0.120908 (1.69076,3.01772) (0.0731343,0.185202) 0.205615 (1.44436,2.77009) (-0.0105772,0.366709) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.985181,4.49202) (-0.0638966,0.998006) 0.192892 (0.900002,5.82137) 1.98146 1.63473 (0.269112,2.87738) (-0.0425068,0.152613) 0.207602 (0.513003,3.10122) (-0.131792,0.22871) 0.120908 (1.70904,3.06403) (0.0731351,0.185202) 0.205615 (1.4421,2.86178) (-0.00903555,0.36675) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.969207,4.74153) (-0.0638964,0.998017) 0.192892 (0.900002,5.82137) 1.98146 1.63473 (0.258484,2.91554) (-0.0425102,0.152612) 0.207602 (0.480037,3.15839) (-0.131863,0.228669) 0.120908 (1.72733,3.11032) (0.0731508,0.185196) 0.205615 (1.44016,2.95347) (-0.00776765,0.366779) 0.120077 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
