timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (0.946502,1.10325) (0,0) 0.210819 (0.900002,5.82137) 1.93992 0 (0.435002,2.38879) (0,0) 0.161676 (1.08816,2.31848) (0,0) 0.143529 (1.57309,2.36935) (0,0) 0.209828 (0,1.10325) (0,0) 0.3 (2.1,1.10325) (0,0) 0.3
0.25 (0.944043,1.35324) (-0.0098385,0.999951) 0.210819 (0.900002,5.82137) 1.93992 1.58063 (0.419851,2.44938) (-0.0606035,0.242373) 0.161676 (1.08551,2.37596) (-0.0106245,0.229941) 0.143529 (1.59407,2.42493) (0.083948,0.222337) 0.209828 (0,1.35324) (0,0) 0.3 (2.1,1.35324) (0,0) 0.3
0.5 (0.941575,1.60322) (-0.00987044,0.999941) 0.210819 (0.900002,5.82137) 1.93992 1.58067 (0.404702,2.50997) (-0.0605972,0.242374) 0.161676 (1.06752,2.43581) (-0.0719365,0.239378) 0.143529 (1.61506,2.48051) (0.0839456,0.222337) 0.209828 (0,1.60322) (0,0) 0.3 (2.1,1.60322) (0,0) 0.3
0.75 (0.906366,1.84366) (-0.140834,0.961759) 0.210819 (0.900002,5.82137) 1.93992 1.7162 (0.389557,2.57057) (-0.0605821,0.242378) 0.161676 (1.07918,2.4972) (0.0466137,0.245569) 0.143529 (1.63605,2.5361) (0.0839516,0.222335) 0.209828 (0,1.84366) (0,0) 0.3 (2.1,1.84366) (0,0) 0.3
1 (0.868121,2.08223) (-0.152981,0.954286) 0.210819 (0.900002,5.82137) 1.93992 1.72975 (0.374408,2.63116) (-0.0605944,0.242375) 0.161676 (1.09469,2.55773) (0.0620567,0.242128) 0.143529 (1.65704,2.59168) (0.0839677,0.222329) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (0.830093,2.32008) (-0.152111,0.951404) 0.210819 (0.900002,5.82137) 1.93992 1.72934 (0.35926,2.69176) (-0.0605933,0.242375) 0.161676 (1.11021,2.61826) (0.0620567,0.242128) 0.143529 (1.67802,2.64726) (0.0839395,0.22234) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.792314,2.55711) (-0.151118,0.948114) 0.210819 (0.900002,5.82137) 1.93992 1.72885 (0.344107,2.75235) (-0.0606121,0.242371) 0.161676 (1.12572,2.6788) (0.0620569,0.242128) 0.143529 (1.69901,2.70285) (0.0839497,0.222336) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.754828,2.79317) (-0.149942,0.944219) 0.210819 (0.900002,5.82137) 1.93992 1.72828 (0.328958,2.81294) (-0.0605956,0.242375) 0.161676 (1.14123,2.73933) (0.0620569,0.242128) 0.143529 (1.72,2.75843) (0.0839394,0.22234) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.766797,3.04288) (0.0478747,0.99886) 0.210819 (0.900002,5.82137) 1.93992 1.5229 (0.313804,2.87353) (-0.0606161,0.24237) 0.161676 (1.12869,2.80054) (-0.0501838,0.244864) 0.143529 (1.74098,2.81402) (0.0839459,0.222337) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.778773,3.29261) (0.0479023,0.998922) 0.210819 (0.900002,5.82137) 1.93992 1.52288 (0.298658,2.93413) (-0.0605832,0.242378) 0.161676 (1.10167,2.85689) (-0.108076,0.22538) 0.143529 (1.76197,2.8696) (0.0839312,0.222343) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.790751,3.54231) (0.0479122,0.99881) 0.210819 (0.900002,5.82137) 1.93992 1.52286 (0.283519,2.99472) (-0.0605537,0.242385) 0.161676 (1.0658,2.90806) (-0.143472,0.204677) 0.143529 (1.78295,2.92519) (0.0839335,0.222342) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.802709,3.79202) (0.0478317,0.998812) 0.210819 (0.900002,5.82137) 1.93992 1.52294 (0.26836,3.05532) (-0.0606381,0.242364) 0.161676 (1.02381,2.95434) (-0.167954,0.185117) 0.143529 (1.80394,2.98077) (0.0839491,0.222336) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.814682,4.04173) (0.0478936,0.998859) 0.210819 (0.900002,5.82137) 1.93992 1.52288 (0.253205,3.11591) (-0.060618,0.242369) 0.161676 (0.981826,3.00062) (-0.167949,0.185122) 0.143529 (1.82492,3.03636) (0.0839514,0.222335) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.826668,4.29144) (0.047945,0.998851) 0.210819 (0.900002,5.82137) 1.93992 1.52283 (0.238363,3.17531) (-0.0593678,0.2376) 0.161676 (0.939837,3.0469) (-0.167957,0.185114) 0.143529 (1.84591,3.09194) (0.0839477,0.222337) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.838643,4.54117) (0.0479012,0.998893) 0.210819 (0.900002,5.82137) 1.93992 1.52288 (0.222642,3.23121) (-0.0628844,0.223595) 0.161676 (0.89785,3.09318) (-0.167948,0.185122) 0.143529 (1.8669,3.14753) (0.0839473,0.222337) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.850614,4.79088) (0.047884,0.99887) 0.210819 (0.900002,5.82137) 1.93992 1.52289 (0.205042,3.28467) (-0.0704028,0.213859) 0.161676 (0.855864,3.13946) (-0.167943,0.185127) 0.143529 (1.88789,3.20311) (0.0839627,0.222331) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.862592,5.04058) (0.0479106,0.998796) 0.210819 (0.900002,5.82137) 1.93992 1.52286 (0.18347,3.33513) (-0.0862883,0.201841) 0.161676 (0.813876,3.18574) (-0.167952,0.185119) 0.143529 (1.90834,3.25724) (0.0817975,0.216509) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.87196,5.2358) (0.0374723,0.780863) 0.210819 (0.900002,5.82137) 1.93992 1.52284 (0.151953,3.37554) (-0.126065,0.161622) 0.161676 (0.77189,3.23202) (-0.167942,0.185128) 0.143529 (1.92368,3.29783) (0.0613518,0.162362) 0.209828 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
