timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.02008,1.05607) (0,0) 0.171486 (0.900002,5.82137) 1.60759 0 (0.573866,2.20963) (0,0) 0.181827 (0.777945,2.36463) (0,0) 0.132359 (1.22361,2.3079) (0,0) 0.217173 (1.67114,2.37399) (0,0) 0.217408 (0,1.05607) (0,0) 0.3 (2.1,1.05607) (0,0) 0.3
0.25 (1.01378,1.30597) (-0.025198,0.99962) 0.171486 (0.900002,5.82137) 1.60759 1.596 (0.537443,2.2438) (-0.14569,0.136676) 0.181827 (0.782167,2.40695) (0.016889,0.169291) 0.132359 (1.22247,2.31867) (-0.0045671,0.0431018) 0.217173 (1.68018,2.42299) (0.0361905,0.195998) 0.217408 (0,1.30597) (0,0) 0.3 (2.1,1.30597) (0,0) 0.3
0.5 (1.00746,1.55588) (-0.0252575,0.999617) 0.171486 (0.900002,5.82137) 1.60759 1.59606 (0.508134,2.28424) (-0.117235,0.161746) 0.181827 (0.775685,2.44899) (-0.0259273,0.168144) 0.132359 (1.22702,2.34772) (0.0181689,0.116191) 0.217173 (1.68923,2.47199) (0.0361899,0.195998) 0.217408 (0,1.55588) (0,0) 0.3 (2.1,1.55588) (0,0) 0.3
0.75 (1.00214,1.71499) (-0.0212906,0.636451) 0.171486 (0.900002,5.82137) 1.60759 1.60424 (0.487651,2.32979) (-0.0819321,0.182189) 0.181827 (0.759046,2.48813) (-0.0665552,0.156573) 0.132359 (1.25441,2.36204) (0.109558,0.0572994) 0.217173 (1.69828,2.52099) (0.0361811,0.195999) 0.217408 (0,1.71499) (0,0) 0.3 (2.1,1.71499) (0,0) 0.3
1 (0.996175,1.87695) (-0.023861,0.647828) 0.171486 (0.900002,5.82137) 1.60759 1.60761 (0.467254,2.37537) (-0.0815911,0.182342) 0.181827 (0.742322,2.52724) (-0.0668997,0.156426) 0.132359 (1.2796,2.3861) (0.100763,0.0962287) 0.217173 (1.70733,2.56999) (0.0361999,0.195996) 0.217408 (0,1.87695) (0,0) 0.3 (2.1,1.87695) (0,0) 0.3
1.25 (0.989787,2.04078) (-0.0255538,0.65532) 0.171486 (0.900002,5.82137) 1.60759 1.60977 (0.446933,2.42099) (-0.0812847,0.182479) 0.181827 (0.725519,2.56631) (-0.0672085,0.156293) 0.132359 (1.30355,2.41562) (0.0958254,0.118083) 0.217173 (1.71637,2.61899) (0.0361953,0.195997) 0.217408 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.983098,2.20594) (-0.026754,0.660632) 0.171486 (0.900002,5.82137) 1.60759 1.61127 (0.426696,2.46665) (-0.0809467,0.182629) 0.181827 (0.708632,2.60535) (-0.0675483,0.156147) 0.132359 (1.32681,2.44823) (0.0930389,0.130417) 0.217173 (1.72542,2.66799) (0.0361781,0.196) 0.217408 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.976168,2.37217) (-0.0277229,0.664921) 0.171486 (0.900002,5.82137) 1.60759 1.61247 (0.406535,2.51234) (-0.0806423,0.182764) 0.181827 (0.691669,2.64435) (-0.0678537,0.156014) 0.132359 (1.34967,2.48259) (0.0914523,0.137439) 0.217173 (1.73447,2.71699) (0.0361895,0.195998) 0.217408 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.969011,2.53939) (-0.0286263,0.668917) 0.171486 (0.900002,5.82137) 1.60759 1.61357 (0.386459,2.55807) (-0.0803068,0.182911) 0.181827 (0.674622,2.68332) (-0.0681897,0.155868) 0.132359 (1.37231,2.51796) (0.0905338,0.141507) 0.217173 (1.74351,2.76599) (0.0361791,0.196) 0.217408 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.967321,2.78911) (-0.00676094,0.998843) 0.171486 (0.900002,5.82137) 1.60759 1.57756 (0.366458,2.60383) (-0.0800021,0.183045) 0.181827 (0.657498,2.72225) (-0.0684943,0.155734) 0.132359 (1.36943,2.57762) (-0.0115314,0.238623) 0.217173 (1.75256,2.81499) (0.0361925,0.195997) 0.217408 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.96176,3.03902) (-0.0222442,0.999668) 0.171486 (0.900002,5.82137) 1.60759 1.59304 (0.346541,2.64963) (-0.0796662,0.183191) 0.181827 (0.640291,2.76115) (-0.0688296,0.155586) 0.132359 (1.36162,2.66893) (-0.031232,0.365252) 0.217173 (1.7616,2.86399) (0.0361772,0.196) 0.217408 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
